_id,_description,_releaseStatus,_scope,_openedAt,_closedAt
223120905,,1,231207,2023/12/08 15:00:00,2023/12/11 14:59:59
223120906,,1,231207,2023/12/08 15:00:00,
223120907,,1,231207,2023/12/09 3:00:00,2023/12/11 14:59:59
223120908,,1,231207,2023/12/09 3:00:00,2023/12/11 14:59:59
223120909,,1,231207,2023/12/09 3:00:00,2023/12/11 14:59:59
223121001,,1,231205,2023/12/09 15:00:00,2023/12/10 14:59:59
223121002,,1,231207,2023/12/09 15:00:00,2023/12/12 14:59:59
223121003,,1,231207,2023/12/09 15:00:00,
223121101,,1,231205,2023/12/10 15:00:00,2023/12/11 14:59:59
223121102,,1,231211,2024/03/26 8:00:00,2024/03/29 7:59:59
223121103,,1,231211,2023/12/11 5:00:00,
223121201,,1,231211,2024/03/22 8:00:00,2024/03/29 7:59:59
223121202,,1,231211,2024/03/22 8:00:00,
223121203,,1,231211,2023/12/11 15:00:00,2023/12/12 14:59:59
223121204,,1,231211,2023/12/11 15:00:00,2023/12/25 14:59:59
223121205,,1,231211,2023/12/11 15:00:00,
223121206,,1,231211,2024/03/12 2:00:00,
223121301,,1,231211,2023/12/12 15:00:00,2023/12/13 14:59:59
223121401,,1,231211,2023/12/13 15:00:00,2023/12/14 14:59:59
223121402,,1,231211,2023/12/14 3:00:00,2023/12/18 14:59:59
223121403,,1,231211,2023/12/14 3:00:00,
223121404,,1,231211,2023/12/14 3:00:00,
223121501,,1,231211,2023/12/14 15:00:00,2023/12/15 14:59:59
223121502,,1,231215,2024/03/25 2:00:00,
223121503,,1,231211,2023/12/14 15:00:00,
223121504,,1,231211,2023/12/14 15:00:00,2023/12/17 14:59:59
223121505,,1,231215,2024/03/30 8:00:00,2024/04/09 7:59:59
223121506,,1,231215,2024/03/30 8:00:00,
223121507,,1,231215,2024/03/30 8:00:00,2024/04/09 7:59:59
223121508,,1,231215,2023/12/15 5:00:00,
223121509,,1,231215,2024/03/30 8:00:00,
223121510,,1,231215,2023/12/15 3:00:00,
223121511,,1,231211,2023/12/14 15:00:00,2023/12/17 14:59:59
223121512,,1,231211,2023/12/14 15:00:00,
223121513,,1,231215,2024/03/30 8:00:00,2024/04/15 7:59:59
223121514,,1,231215,2023/12/15 3:00:00,2023/12/31 2:59:59
223121515,,1,231215,2024/03/11 2:00:00,
223121601,,1,231215,2023/12/15 15:00:00,2023/12/20 14:59:59
223121602,,1,231215,2023/12/15 15:00:00,
223121603,,1,231215,2023/12/15 15:00:00,2023/12/16 14:59:59
223121701,,1,231215,2023/12/16 15:00:00,2023/12/17 14:59:59
223121801,,1,231215,2023/12/17 15:00:00,2023/12/18 14:59:59
223121802,,1,231215,2024/04/11 2:00:00,
223121803,,1,231215,2023/12/18 5:00:00,2023/12/25 14:59:59
223121901,,1,231215,2024/03/30 8:00:00,2024/04/06 7:59:59
223121902,,1,231215,2024/03/30 8:00:00,
223121903,,1,231215,2023/12/18 15:00:00,2023/12/19 14:59:59
223122001,,1,231215,2023/12/19 15:00:00,2023/12/20 14:59:59
223122101,,1,231215,2023/12/20 15:00:00,2023/12/21 14:59:59
223122201,,1,231215,2023/12/21 15:00:00,2023/12/22 14:59:59
223122301,,1,231215,2023/12/22 15:00:00,2023/12/23 14:59:59
223122302,,1,231215,2023/12/22 15:00:00,2023/12/24 14:59:59
223122303,,1,231215,2023/12/22 15:00:00,
223122401,,1,231215,2023/12/23 15:00:00,2023/12/24 14:59:59
223122501,,1,231215,2023/12/24 15:00:00,2023/12/25 14:59:59
223122502,,1,231215,2023/12/24 15:00:00,
223122503,,1,231215,2023/12/24 15:00:00,2023/12/25 14:59:59
223122504,,1,231215,2023/12/23 15:00:00,2023/12/25 14:59:59
223122601,,1,231215,2023/12/25 15:00:00,2023/12/26 14:59:59
223122602,,2,231226,2099/12/26 5:00:00,
223122603,,1,231226,2024/04/10 8:00:00,2024/04/14 7:59:59
223122604,,1,231226,2024/04/06 8:00:00,2024/04/19 7:59:59
223122701,,1,231226,2023/12/26 15:00:00,2023/12/27 14:59:59
223122801,,1,231226,2023/12/27 15:00:00,2024/01/01 14:59:59
223122802,,1,231226,2023/12/27 15:00:00,
223122803,,1,231226,2023/12/27 15:00:00,2023/12/28 14:59:59
223122804,,1,231226,2023/12/27 15:00:00,2024/01/08 14:59:59
223122901,,1,231226,2023/12/28 15:00:00,2023/12/29 14:59:59
223123001,,1,231226,2023/12/29 15:00:00,2023/12/30 14:59:59
223123101,,1,231226,2023/12/30 15:00:00,2023/12/31 14:59:59
223123102,,1,231226,2024/04/15 8:00:00,2024/04/25 7:59:59
223123103,,1,231226,2024/04/15 8:00:00,
223123104,,1,231226,2024/04/15 8:00:00,2024/04/25 7:59:59
223123105,,1,231226,2024/04/15 8:00:00,
223123106,,1,231226,2024/04/15 8:00:00,
223123107,,1,231226,2024/04/15 8:00:00,2024/04/30 7:59:59
224010101,,1,231226,2023/12/31 15:00:00,2024/01/01 14:59:59
224010102,,1,231226,2023/12/31 15:00:00,2024/01/31 14:59:59
224010103,,1,231226,2023/12/31 15:00:00,2024/01/05 14:59:59
224010104,,1,231226,2023/12/31 15:00:00,
224010105,,1,231226,2024/04/15 0:00:00,2024/04/17 23:59:59
224010106,,1,231226,2023/12/31 15:00:00,
224010107,,1,231226,2023/12/31 15:00:00,2024/01/10 14:59:59
224010108,,1,231226,2023/12/31 15:00:00,2024/01/08 14:59:59
224010109,,1,231226,2023/12/31 15:00:00,
224010110,,1,231226,2023/12/31 15:00:00,2024/01/05 14:59:59
224010111,,1,231226,2024/04/11 2:00:00,
224010112,,1,231226,2024/01/01 5:00:00,2024/01/08 14:59:59
224010201,,1,231226,2024/01/01 15:00:00,2024/01/02 14:59:59
224010301,,1,231226,2024/01/02 15:00:00,2024/01/03 14:59:59
224010401,,1,231226,2024/01/03 15:00:00,2024/01/04 14:59:59
224010402,,1,231226,2024/01/03 15:00:00,2024/01/08 14:59:59
224010403,,1,231226,2024/01/03 15:00:00,
224010501,,1,231226,2024/01/04 15:00:00,2024/01/05 14:59:59
224010601,,1,231226,2024/01/05 15:00:00,2024/01/06 14:59:59
224010701,,1,231226,2024/01/06 15:00:00,2024/01/07 14:59:59
224010801,,1,231226,2024/01/07 15:00:00,2024/01/08 14:59:59
224010901,,1,231226,2024/01/08 15:00:00,2024/01/09 14:59:59
224011001,,1,231226,2024/01/09 15:00:00,2024/01/10 14:59:59
224011101,,1,231226,2024/01/10 15:00:00,2024/01/11 14:59:59
224011102,,1,231226,2024/01/10 15:00:00,
224011103,,1,231226,2024/01/10 15:00:00,2024/01/21 14:59:59
224011104,,1,231226,2024/01/10 15:00:00,2024/01/21 14:59:59
224011105,,1,240111,2024/04/26 8:00:00,
224011106,,1,240111,2024/04/26 8:00:00,2024/04/29 7:59:59
224011107,,1,240111,2024/04/11 2:00:00,
224011201,,1,240111,2024/01/11 15:00:00,2024/01/12 14:59:59
224011301,,1,240111,2024/01/12 15:00:00,2024/01/13 14:59:59
224011302,,1,240111,2024/01/12 15:00:00,2024/01/14 14:59:59
224011303,,1,240111,2024/01/12 15:00:00,
224011304,,1,240111,2024/04/28 8:00:00,2024/05/05 07:59:59
224011401,,1,240111,2024/01/13 15:00:00,2024/01/14 14:59:59
224011501,,1,240111,2024/01/14 15:00:00,2024/01/15 14:59:59
224011502,,1,240115,2024/04/30 8:00:00,2024/05/10 7:59:59
224011503,,1,240115,2024/04/30 8:00:00,
224011504,,1,240115,2024/04/30 8:00:00,2024/05/10 7:59:59
224011505,,1,240115,2024/04/30 8:00:00,
224011506,,1,240115,2024/04/30 8:00:00,
224011507,,1,240115,2024/04/30 8:00:00,2024/05/10 7:59:59
224011508,,1,240115,2024/04/30 8:00:00,2024/05/15 7:59:59
224011601,,1,240115,2024/01/15 15:00:00,2024/01/16 14:59:59
224011701,,1,240115,2024/01/16 15:00:00,2024/01/17 14:59:59
224011702,,1,240115,2024/01/16 15:00:00,2024/01/21 14:59:59
224011703,,1,240115,2024/01/16 15:00:00,
224011801,,1,240115,2024/01/17 15:00:00,2024/01/18 14:59:59
224011901,,1,240115,2024/01/18 15:00:00,2024/01/19 14:59:59
224011902,,2,240119,2024/01/19 5:00:00,
224012001,,1,240119,2024/01/19 15:00:00,2024/01/20 14:59:59
224012002,,1,240119,2024/01/19 15:00:00,2024/01/24 14:59:59
224012003,,1,240119,2024/01/19 15:00:00,
224012004,,1,240119,2024/01/19 15:00:00,2024/01/21 14:59:59
224012005,,1,240119,2024/01/19 15:00:00,
224012006,,1,240119,2024/04/11 2:00:00,
224012101,,1,240119,2024/01/20 15:00:00,2024/01/21 14:59:59
224012201,,1,240119,2024/01/21 15:00:00,2024/01/22 14:59:59
224012301,,1,240119,2024/01/22 15:00:00,2024/01/23 14:59:59
224012302,,1,240119,2024/01/22 15:00:00,2024/01/27 14:59:59
224012303,,1,240119,2024/01/22 15:00:00,
224012304,,2,171071,2024/01/23 3:00:00,
224012401,,1,240119,2024/01/23 15:00:00,2024/01/24 14:59:59
224012501,,1,240119,2024/01/24 15:00:00,2024/01/25 14:59:59
224012502,停止購入有償鑽石,1,240127,2024/05/31 6:00:00,
224012503,關閉商店購買BANNER,1,240127,,2024/05/31 6:00:000
224012601,,1,240119,2024/01/25 15:00:00,2024/01/26 14:59:59
224012701,,1,240119,2024/01/26 15:00:00,2024/01/27 14:59:59
224012702,,1,240127,2024/05/11 8:00:00,2024/05/14 7:59:59
224012801,,1,240127,2024/01/27 15:00:00,2024/01/28 14:59:59
224012901,,1,240127,2024/04/11 2:00:00,
224012902,,1,240127,2024/01/28 15:00:00,2024/01/29 14:59:59
224013001,,1,240127,2024/01/29 15:00:00,2024/01/30 14:59:59
224013101,,1,240127,2024/01/30 15:00:00,2024/01/31 14:59:59
224013102,,1,240131,2024/05/15 8:00:00,2024/05/24 7:59:59
224013103,,1,240131,2024/05/01 0:00:00,
224013104,,1,240131,2024/05/15 8:00:00,2024/05/24 7:59:59
224013105,,1,240131,2024/05/15 8:00:00,
224013106,,1,240131,2024/05/15 8:00:00,
224013107,,2,240131,2024/01/31 5:00:00,
224013108,,1,240131,2024/05/15 8:00:00,2024/05/31 5:59:59
224020101,,1,240131,2024/01/31 15:00:00,2024/02/01 14:59:59
224020102,,1,240131,2024/01/31 15:00:00,
224020103,,1,240131,2024/01/31 15:00:00,2024/02/29 14:59:59
224020104,,1,240131,2024/01/31 15:00:00,2024/02/14 14:59:59
224020105,,1,240131,2024/01/31 15:00:00,
224020106,,1,240131,2024/01/31 15:00:00,2024/02/29 14:59:59
224020107,,1,240131,2024/01/31 15:00:00,
224020108,,1,240131,2024/01/31 15:00:00,2024/02/14 2:59:59
224020109,,1,240131,2024/05/01 00:00:00,2024/05/31 5:59:59
224020201,,1,240131,2024/02/01 15:00:00,2024/02/02 14:59:59
224020301,,1,240131,2024/02/02 15:00:00,2024/02/03 14:59:59
224020401,,1,240131,2024/02/03 15:00:00,2024/02/04 14:59:59
224020501,,1,240131,2024/02/04 15:00:00,2024/02/05 14:59:59
224020502,,1,240131,2024/02/04 15:00:00,2024/02/09 14:59:59
224020503,,1,240131,2024/02/04 15:00:00,
224020601,,1,240131,2024/02/05 15:00:00,2024/02/06 14:59:59
224020701,,1,240131,2024/02/06 15:00:00,2024/02/07 14:59:59
224020801,,1,240131,2024/02/07 15:00:00,2024/02/08 14:59:59
224020901,,1,240131,2024/02/08 15:00:00,2024/02/09 14:59:59
224020902,,2,240209,2024/02/09 5:00:00,
224020903,,1,240209,2024/04/26 8:00:00,
224021001,,1,240209,2024/02/09 15:00:00,2024/02/11 14:59:59
224021002,,1,240209,2024/02/09 15:00:00,
224021003,,1,240131,2024/02/09 15:00:00,2024/02/10 14:59:59
224021004,,1,240209,2024/02/09 15:00:00,2024/02/14 14:59:59
224021005,,1,240209,2024/02/09 15:00:00,
224021006,,1,240209,2024/05/25 8:00:00,2024/05/28 7:59:59
224021101,,1,240131,2024/02/10 15:00:00,2024/02/11 14:59:59
224021201,,1,240131,2024/02/11 15:00:00,2024/02/12 14:59:59
224021202,,1,240209,2024/04/11 2:00:00,
224021301,,1,240131,2024/02/12 15:00:00,2024/02/13 14:59:59
224021401,,1,240131,2024/02/13 15:00:00,2024/02/14 14:59:59
224021402,,2,240214,2099/02/14 3:00:00,2099/02/15 3:00:00
224021403,,1,240214,2024/05/01 0:00:00,
224021404,,2,240214,2099/02/14 3:00:00,2099/02/15 3:00:00
224021405,,1,240214,2024/05/01 0:00:00,
224021406,,1,240214,2024/05/01 0:00:00,
224021407,,1,240131,2024/02/13 15:00:00,2024/02/14 14:59:59
224021408,,1,240131,2024/02/13 15:00:00,
224021409,,2,240214,2099/02/14 3:00:00,2099/02/15 3:00:00
224021410,,1,240214,2024/04/11 2:00:00,
224021411,,2,240214,2099/02/14 3:00:00,2099/02/15 3:00:00
224021501,,1,240214,2024/02/14 15:00:00,2024/02/15 14:59:59
224021502,,1,240214,2024/02/14 15:00:00,2024/02/19 14:59:59
224021503,,1,240214,2024/02/14 15:00:00,
224021601,,1,240214,2024/02/15 15:00:00,2024/02/16 14:59:59
224021602,,1,240214,2024/04/11 2:00:00,
224021701,,1,240214,2024/02/16 15:00:00,2024/02/17 14:59:59
224021801,,1,240214,2024/02/17 15:00:00,2024/02/18 14:59:59
224021901,,1,240214,2024/02/18 15:00:00,2024/02/19 14:59:59
224022001,,1,240214,2024/02/19 15:00:00,2024/02/20 14:59:59
224022101,,1,240214,2024/02/20 15:00:00,2024/02/21 14:59:59
224022102,,1,240221,2024/04/11 2:00:00,
224022201,,1,240214,2024/02/21 15:00:00,2024/02/22 14:59:59
224022301,,1,240214,2024/02/22 15:00:00,2024/02/23 14:59:59
224022302,,1,240214,2024/02/22 15:00:00,2024/02/24 14:59:59
224022303,,1,240214,2024/02/22 15:00:00,
224022304,,1,240223,2024/04/11 2:00:00,
224022305,,2,240223,2099/02/14 3:00:00,2099/02/15 3:00:00
224022401,,1,240223,2024/02/23 15:00:00,2024/02/24 14:59:59
224022501,,1,240223,2024/02/24 15:00:00,2024/02/25 14:59:59
224022502,,1,240223,2024/02/24 15:00:00,2024/02/29 14:59:59
224022503,,1,240223,2024/02/24 15:00:00,
224022601,,1,240223,2024/02/25 15:00:00,2024/02/26 14:59:59
224022602,,1,240223,2024/04/11 2:00:00,
224022701,,1,240223,2024/02/26 15:00:00,2024/02/27 14:59:59
224022801,,1,240223,2024/02/27 15:00:00,2024/02/28 14:59:59
224022802,,1,240223,2024/04/11 2:00:00,
224022901,,1,240223,2024/02/28 15:00:00,2024/02/29 14:59:59
224022902,,1,240229,,2024/02/29 14:59:59
224030101,,1,240229,2024/02/29 15:00:00,2024/03/01 14:59:59
224030102,,2,240229,2099/03/01 3:00:00,2099/03/10 4:59:59
224030103,,1,240229,2024/05/01 0:00:00,
224030104,,2,240229,2099/03/01 3:00:00,2099/03/10 4:59:59
224030105,,1,240229,2024/05/01 0:00:00,
224030106,,1,240229,2024/05/01 0:00:00,
224030107,,1,240229,2024/02/29 15:00:00,2024/03/05 14:59:59
224030108,,1,240229,2024/02/29 15:00:00,
224030109,,1,240229,2024/05/01 00:00:00,2024/05/31 05:59:59
224030110,,1,240229,2024/02/29 15:00:00,2024/03/31 14:59:59
224030111,,1,240229,2024/02/29 15:00:00,2024/03/16 14:59:59
224030112,,1,240229,2024/02/29 15:00:00,
224030113,,1,240229,2024/05/01 00:00:00,2024/05/16 23:59:59
224030114,,1,240229,2024/02/29 15:00:00,
224030115,,1,240229,2024/05/01 00:00:00,2024/05/31 05:59:59
224030116,,1,240229,2024/02/29 15:00:00,
224030117,,1,240229,2024/05/01 00:00:00,2024/05/30 23:59:59
224030118,,1,240229,2024/05/01 00:00:00,2024/05/31 05:59:59
224030119,,1,240229,2024/02/29 15:00:00,2024/03/01 14:59:59
224030120,,1,240229,2024/03/01 3:00:00,2024/03/31 2:59:59
224030121,,1,240229,2024/05/01 00:00:00,2024/05/31 05:59:59
224030201,,1,240229,2024/03/01 15:00:00,2024/03/02 14:59:59
224030202,,1,240229,2024/03/01 15:00:00,2024/03/02 14:59:59
224030301,,1,240229,2024/03/02 15:00:00,2024/03/03 14:59:59
224030302,,1,240229,2024/03/02 15:00:00,2024/03/03 14:59:59
224030401,,1,240229,2024/03/03 15:00:00,2024/03/04 14:59:59
224030402,,1,240229,2024/03/03 15:00:00,2024/03/08 14:59:59
224030403,,1,240229,2024/03/03 15:00:00,
224030404,,1,240229,2024/03/03 15:00:00,2024/03/04 14:59:59
224030501,,1,240229,2024/03/04 15:00:00,2024/03/05 14:59:59
224030502,,1,240229,2024/03/04 15:00:00,2024/03/05 14:59:59
224030601,,1,240229,2024/03/05 15:00:00,2024/03/06 14:59:59
224030602,,1,240229,2024/03/05 15:00:00,2024/03/06 14:59:59
224030701,,1,240229,2024/03/06 15:00:00,2024/03/07 14:59:59
224030702,,1,240229,2024/03/06 15:00:00,2024/03/07 14:59:59
224030801,,1,240229,2024/03/07 15:00:00,2024/03/08 14:59:59
224030802,,1,240229,2024/03/07 15:00:00,2024/03/08 14:59:59
224030901,,1,240229,2024/03/08 15:00:00,2024/03/09 14:59:59
224030902,,1,240229,2024/03/08 15:00:00,2024/03/10 14:59:59
224030903,,1,240229,2024/03/08 15:00:00,
224030904,,1,240229,2024/03/08 15:00:00,2024/03/09 14:59:59
224031001,,1,240229,2024/03/09 15:00:00,2024/03/10 14:59:59
224031002,,1,240229,2024/03/09 15:00:00,2024/03/10 14:59:59
224031101,,1,240229,2024/03/10 15:00:00,2024/03/11 14:59:59
224031102,,1,240229,2024/03/10 15:00:00,2024/03/11 14:59:59
224031103,服務關閉旗標上架時間,1,240311,2024/05/1 6:00:00,
224031201,,1,240229,2024/03/11 15:00:00,2024/03/12 14:59:59
224031202,,1,240229,2024/03/11 15:00:00,2024/03/12 14:59:59
224031301,,1,240229,2024/03/12 15:00:00,2024/03/13 14:59:59
224031302,,1,240229,2024/03/12 15:00:00,2024/03/13 14:59:59
224031401,,1,240229,2024/03/13 15:00:00,2024/03/14 14:59:59
224031402,,1,240229,2024/03/13 15:00:00,2024/03/14 14:59:59
224031403,,1,240229,2024/03/13 15:00:00,
224031404,,1,240229,2024/03/13 15:00:00,2024/03/14 14:59:59
224031501,,1,240314,2024/03/14 15:00:00,2024/03/15 14:59:59
224031502,,1,240314,2024/03/14 15:00:00,2024/03/19 14:59:59
224031503,,1,240314,2024/03/14 8:00:00,
224031504,,1,240229,2024/03/14 15:00:00,2024/03/15 14:59:59
224031601,,1,240314,2024/03/15 15:00:00,2024/03/16 14:59:59
224031602,,1,240314,2024/05/11 8:00:00,2024/05/15 7:59:59
224031603,,1,240314,2024/05/11 8:00:00,
224031604,,1,240229,2024/03/15 15:00:00,2024/03/16 14:59:59
224031605,,1,240314,2024/03/15 15:00:00,2024/03/17 14:59:59
224031701,,1,240314,2024/03/16 15:00:00,2024/03/17 14:59:59
224031702,,1,240314,2024/03/16 15:00:00,2024/03/21 14:59:59
224031801,,1,240314,2024/03/17 15:00:00,2024/03/18 14:59:59
224031802,,1,240314,2024/03/17 15:00:00,2024/03/19 14:59:59
224031901,,1,240314,2024/03/18 15:00:00,2024/03/19 14:59:59
224031902,,1,240314,2024/03/18 15:00:00,2024/03/20 14:59:59
224032001,,1,240314,2024/03/19 15:00:00,2024/03/20 14:59:59
224032002,,1,240314,2024/03/19 15:00:00,2024/03/24 14:59:59
224032003,,1,240314,2024/05/20 8:00:00,2024/05/31 5:59:59
224032101,,1,240314,2024/03/20 15:00:00,2024/03/21 14:59:59
224032201,,1,240314,2024/03/21 15:00:00,2024/03/22 14:59:59
224032301,,1,240314,2024/03/22 15:00:00,2024/03/23 14:59:59
224032401,,1,240314,2024/03/23 15:00:00,2024/03/24 14:59:59
224032501,,1,240314,2024/03/24 15:00:00,2024/03/25 14:59:59
224032601,,1,240314,2024/03/25 15:00:00,2024/03/26 14:59:59
224032701,,1,240314,2024/03/26 15:00:00,2024/03/27 14:59:59
224032801,,1,240314,2024/03/27 15:00:00,2024/03/28 14:59:59
224032901,,1,240314,2024/03/28 15:00:00,2024/03/29 14:59:59
224033001,,1,240314,2024/03/29 15:00:00,2024/03/30 14:59:59
224033002,,1,240314,2024/03/29 15:00:00,2024/03/31 5:59:59
224033003,,1,240314,2024/03/29 15:00:00,2024/03/31 5:59:59
224033004,,1,240314,2024/03/29 15:00:00,
224033101,,1,240314,2024/03/30 15:00:00,2024/03/31 14:59:59
123080301,,1,,2023/08/02 15:00:00,2023/08/03 14:59:59
123102101,,1,231015,2023/10/20 15:00:00,2023/10/21 14:59:59
123091201,,1,,2023/09/11 15:00:00,2023/09/12 14:59:59
124031501,,2,240314,2024/03/14 15:00:00,2024/03/15 14:59:59
123110101,,1,231031,2023/10/31 15:00:00,2023/11/01 14:59:59
124041901,,2,240419,2024/04/18 15:00:00,2024/04/19 14:59:59
123060901,,1,,2023/06/08 15:00:00,2023/06/09 14:59:59
124011701,,1,240115,2024/01/16 15:00:00,2024/01/17 14:59:59
123072201,,1,,2023/07/21 15:00:00,2023/07/22 14:59:59
123080101,,1,,2023/07/31 15:00:00,2023/08/01 14:59:59
123091901,,1,,2023/09/18 15:00:00,2023/09/19 14:59:59
123091903,,1,,2023/09/19 10:00:00,2023/09/19 14:59:59
124021001,,1,240209,2024/02/09 15:00:00,2024/02/10 14:59:59
124010101,,1,231226,2023/12/31 15:00:00,2024/01/01 14:59:59
124041701,,2,240417,2024/04/16 15:00:00,2024/04/17 14:59:59
123071301,,1,,2023/07/12 15:00:00,2023/07/13 14:59:59
124030401,,1,240229,2024/03/03 15:00:00,2024/03/04 14:59:59
123061301,,1,,2023/06/12 15:00:00,2023/06/13 14:59:59
123092101,,1,,2023/09/20 15:00:00,2023/09/21 14:59:59
124030101,,1,240229,2024/02/29 15:00:00,2024/03/01 14:59:59
124012301,,1,240119,2024/01/22 15:00:00,2024/01/23 14:59:59
124040301,,2,240403,2024/04/02 15:00:00,2024/04/03 14:59:59
123062901,,1,,2023/06/28 15:00:00,2023/06/29 14:59:59
123053001,,1,,2023/05/29 15:00:00,2023/05/30 14:59:59
123121601,,1,231215,2023/12/15 15:00:00,2023/12/16 14:59:59
123080801,,1,,2023/08/07 15:00:00,2023/08/08 14:59:59
124020501,,1,240131,2024/02/04 15:00:00,2024/02/05 14:59:59
123111301,,1,231111,2023/11/12 15:00:00,2023/11/13 14:59:59
123100501,,1,231003,2023/10/04 15:00:00,2023/10/05 14:59:59
123120601,,1,231205,2023/12/05 15:00:00,2023/12/06 14:59:59
124021501,,1,240214,2024/02/14 15:00:00,2024/02/15 14:59:59
123050101,,1,,2023/04/30 15:00:00,2023/05/01 14:59:59
123071701,,1,,2023/07/16 15:00:00,2023/07/17 14:59:59
124022501,,1,240223,2024/02/24 15:00:00,2024/02/25 14:59:59
123092801,,1,,2023/09/27 15:00:00,2023/09/28 14:59:59
123112401,,1,231121,2023/11/23 15:00:00,2023/11/24 14:59:59
124041001,,2,240410,2024/04/09 15:00:00,2024/04/10 14:59:59
123102901,,1,231024,2023/10/28 15:00:00,2023/10/29 14:59:59
123061701,,1,,2023/06/16 15:00:00,2023/06/17 14:59:59
123080701,,1,,2023/08/06 15:00:00,2023/08/07 14:59:59
124012001,,1,240119,2024/01/19 15:00:00,2024/01/20 14:59:59
123122801,,1,231226,2023/12/27 15:00:00,2023/12/28 14:59:59
123080302,,1,,2023/08/02 15:00:00,
123102102,,1,231015,2023/10/20 15:00:00,
123091202,,1,,2023/09/11 15:00:00,
124031502,,2,240314,2024/03/14 15:00:00,
123110103,,1,231031,2023/10/31 15:00:00,
124041902,,2,240419,2024/04/18 15:00:00,
123060902,,1,,2023/06/08 15:00:00,
124011702,,1,240115,2024/01/16 15:00:00,
123072202,,1,,2023/07/21 15:00:00,
123080104,,1,,2023/07/31 15:00:00,
123091902,,1,,2023/09/18 15:00:00,
124021002,,1,240209,2024/02/09 15:00:00,
124010103,,1,231226,2023/12/31 15:00:00,
124041702,,2,240417,2024/04/16 15:00:00,
123071302,,1,,2023/07/12 15:00:00,
124030402,,1,240229,2024/03/03 15:00:00,
123061302,,1,,2023/06/12 15:00:00,
123092102,,1,,2023/09/20 15:00:00,
124030103,,1,240229,2024/02/29 15:00:00,
124012302,,1,240119,2024/01/22 15:00:00,
124040302,,2,240403,2024/04/02 15:00:00,
123062902,,1,,2023/06/28 15:00:00,
123053002,,1,,2023/05/29 15:00:00,
123121602,,1,231215,2023/12/15 15:00:00,
123080802,,1,,2023/08/07 15:00:00,
124020502,,1,240131,2024/02/04 15:00:00,
123111302,,1,231111,2023/11/12 15:00:00,
123100502,,1,231003,2023/10/04 15:00:00,
123120602,,1,231205,2023/12/05 15:00:00,
124021502,,1,240214,2024/02/14 15:00:00,
123050103,,1,,2023/04/30 15:00:00,
123071702,,1,,2023/07/16 15:00:00,
124022502,,1,240223,2024/02/24 15:00:00,
123092802,,1,,2023/09/27 15:00:00,
123112402,,1,231121,2023/11/23 15:00:00,
124041002,,2,240410,2024/04/09 15:00:00,
123102902,,1,231024,2023/10/28 15:00:00,
123061702,,1,,2023/06/16 15:00:00,
123080702,,1,,2023/08/06 15:00:00,
124012002,,1,240119,2024/01/19 15:00:00,
123122802,,1,231226,2023/12/27 15:00:00,
123060101,,1,,2023/05/31 15:00:00,2023/06/01 14:59:59
123080102,,1,,2023/07/31 15:00:00,2023/08/01 14:59:59
123100101,,1,,2023/09/30 15:00:00,2023/10/01 14:59:59
123120101,,1,231130,2023/11/30 15:00:00,2023/12/01 14:59:59
124020101,,1,240131,2024/01/31 15:00:00,2024/02/01 14:59:59
124040101,,2,240331,2024/03/31 15:00:00,2024/04/01 14:59:59
124010102,,2,231231,2023/12/31 15:00:00,2024/01/01 14:59:59
124020102,,1,240131,2024/01/31 15:00:00,2024/02/01 14:59:59
124030102,,1,240229,2024/02/29 15:00:00,2024/03/01 14:59:59
124040102,,2,240331,2024/03/31 15:00:00,2024/04/01 14:59:59
123050102,,2,240430,2023/04/30 15:00:00,2023/05/01 14:59:59
123060102,,2,240531,2023/05/31 15:00:00,2023/06/01 14:59:59
123070101,,2,240630,2023/06/30 15:00:00,2023/07/01 14:59:59
123080103,,2,240731,2023/07/31 15:00:00,2023/08/01 14:59:59
123090101,,2,240831,2023/08/31 15:00:00,2023/09/01 14:59:59
123100102,,2,240930,2023/09/30 15:00:00,2023/10/01 14:59:59
123110102,,2,241031,2023/10/31 15:00:00,2023/11/01 14:59:59
123120102,,2,241130,2023/11/30 15:00:00,2023/12/01 14:59:59
323042701,,1,,2023/04/26 15:00:00,2023/05/03 14:59:59
323042001,,1,,2023/04/19 15:00:00,2023/04/26 14:59:59
323042402,,1,,2023/04/23 15:00:00,2023/04/30 14:59:59
323042702,,1,,2023/04/26 15:00:00,2023/05/03 14:59:59
323042201,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
323042202,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
323042002,,1,,2023/04/19 15:00:00,2023/04/26 14:59:59
323042403,,1,,2023/04/23 15:00:00,2023/04/30 14:59:59
323042601,,1,,2023/04/25 15:00:00,2023/05/02 14:59:59
323042404,,1,,2023/04/23 15:00:00,2023/04/30 14:59:59
323042203,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
323042204,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
323042703,,1,,2023/04/26 15:00:00,2023/05/03 14:59:59
323042704,,1,,2023/04/26 15:00:00,2023/05/03 14:59:59
323042003,,1,,2023/04/19 15:00:00,2023/04/26 14:59:59
323042205,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
323042501,,1,,2023/04/24 15:00:00,2023/05/01 14:59:59
323042206,,1,,2023/04/21 15:00:00,2023/04/28 14:59:59
