_id,_num,_masterVoiceId,_systemVoiceType,_value,_textJa,_textEn,_masterReleaseLabelId
60090001,2,56090012,53,0,"Yohane gives me courage.<br>I hope I can give someone strength, too!",,223121403
30050013,1,53050131,52,0,"Mmmhmmm. This chicken is so good!<br>Hmm?!<br>Kasukasu, let's go over there!",,223111503
30070013,1,53070131,52,0,I'm gonna give it my all!,,223111503
30040012,1,53040121,52,0,"Welcome back, Young Miss.",,223111506
30050013,2,53050132,53,0,"Master, master,<br>won't you play with me, meow? ♡<br>I'm just kitten ya!",,223111503
30070013,2,53070132,53,0,Master's the only one I let just<br>pat me with their paws!,,223111503
30040012,2,53040122,53,0,Look at me! Meow...<br>T-That's a little embarrassing!,,223111506
30040014,1,53040141,52,0,"This chocolate is nice and sweet.<br>...Oh, please, Emma, stop recording!",,224013103
30040014,2,53040142,53,0,"Maybe you've already caught on<br>to how I feel?<br>...Hehe, I love you.",,224013103
10050016,1,51050161,52,0,"So many cute things around,<br>it's meowtastic! ♡",,223110102
10050016,2,51050162,53,0,"Would you do something if I asked you?<br>For example...if I asked you to come,<br>would you come to me?",,223110102
10050018,1,51050181,52,0,"Nico, let's go!<br>It's okay! I'm here for you!",,224011506
10050018,2,51050182,53,0,Let's play tag!<br>Try and catch me!,,224011506
30090012,1,53090121,52,0,"It's so fun with everyone!<br>Let's play some more, yeah?",,223111302
30090012,2,53090122,53,0,Want to connect with me?,,223111302
40050011,1,54050111,52,0,"Yummmmm. ♡<br>So many strawberries, everywhere!",,223112402
40050011,2,54050112,53,0,Your support<br>makes my heart tremble!,,223112402
40050013,1,54050131,52,0,How do you like them?<br>These scones with plenty<br>of my homemade jam?,,224030103
40050013,2,54050132,53,0,"Th-This does feel somewhat embarrassing...<br>But wearing this,<br>I feel like I may find a new me!",,224030103
30060011,1,53060111,52,0,"I noticed myself just always<br>thinking about you. For you,<br>I can do anything!",,223110702
30070014,1,53070141,52,0,"If you need me to tell you 100 times or<br>1,000 times, so be it!<br>I really like you!",,223111402
30080011,1,53080111,52,0,My memories with you<br>will always be treasures that I carry.,,223112102
30090013,1,53090131,52,0,You really opened up my world.<br>Thank you so much!<br>I am so incredibly happy.,,223112802
30060011,2,53060112,53,0,"I noticed myself just always<br>thinking about you. For you,<br>I can do anything!",,223110702
30060013,1,53060131,52,0,No one can resist the kotatsu blanket table...<br>I've completely surrendered!,,223121602
30060013,2,53060132,53,0,"Hey, come here!<br>Come lay down on my lap.<br>Maybe we can nap together?",,223121602
30070014,2,53070142,53,0,"If you need me to tell you 100 times or<br>1,000 times, so be it!<br>I really like you!",,223111402
30080011,2,53080112,53,0,My memories with you<br>will always be treasures that I carry.,,223112102
30080014,1,53080141,52,0,It's my birthday!<br>I'm going to eat soooo much!,,224020503
30080014,2,53080142,53,0,Does your heart all feel warm and fuzzy?<br>I really hope it does♪,,224020503
30090013,2,53090132,53,0,You really opened up my world.<br>Thank you so much!<br>I am so incredibly happy.,,223112802
30100013,1,53100131,52,0,Can I be selfish<br>for just one second?<br>I want to bond with you.,,223120502
30110014,1,53110141,52,0,"I've never felt like this before.<br>Don't take your eyes off me, okay?",,223121202
30100013,2,53100132,53,0,Can I be selfish<br>for just one second?<br>I want to bond with you.,,223120502
30110014,2,53110142,53,0,"I've never felt like this before.<br>Don't take your eyes off me, okay?",,223121202
10040019,1,51040191,52,0,Merry Christmas!<br>May joy find us all!,,223113010
10090018,1,51090181,52,0,A small extra step goes<br>a long way in cooking!,,223113010
10010020,1,51010201,52,0,"Wow, everyone<br>got me such great presents!",,223113006
10040019,2,51040192,53,0,"If you're cold,<br>I can keep you warm.",,223113010
10040020,1,51040201,52,0,Shhh... <br>Honoka fell asleep,,224031503
10040020,2,51040202,53,0,I'll try to work hard from now on<br>to meet your expectations.,,224031503
10090018,2,51090182,53,0,"You gotta keep warm!<br>Here, come closer.",,223113010
10010020,2,51010202,53,0,I'm super happy I get to<br>spend this magical winter<br>sky with you!,,223113006
30110013,1,53110131,52,0,For real?!<br>It's so awesome to get tips<br>on my batting form!,,223120602
30110013,2,53110132,53,0,"It's because you stay by my side<br>that I'm able to put on my show.<br>Thanks, baby.",,223120602
