_id,_name,_type,_masterEventId,_loop,_priority,_prefabName,_boardSpriteName,_masterVoiceId,_masterReleaseLabelId
40088,Daily Login Bonus 88,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240106,0,224010601
40089,Daily Login Bonus 89,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240107,0,224010701
40090,Daily Login Bonus 90,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240108,0,224010801
40091,Daily Login Bonus 91,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240109,0,224010901
40092,Daily Login Bonus 92,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240110,0,224011001
40093,Daily Login Bonus 93,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240111,0,224011101
40094,Daily Login Bonus 94,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240112,0,224011201
40095,Daily Login Bonus 95,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240113,0,224011301
40096,Daily Login Bonus 96,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240114,0,224011401
40097,Daily Login Bonus 97,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240115,0,224011501
40098,Daily Login Bonus 98,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240116,0,224011601
40099,Daily Login Bonus 99,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240117,0,224011701
40100,Daily Login Bonus 00,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240118,0,224011801
40101,Daily Login Bonus 01,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240119,0,224011901
40102,Daily Login Bonus 02,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240120,0,224012001
40103,Daily Login Bonus 03,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240121,0,224012101
40104,Daily Login Bonus 04,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240122,0,224012201
40105,Daily Login Bonus 05,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240123,0,224012301
40106,Daily Login Bonus 06,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240124,0,224012401
40107,Daily Login Bonus 07,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240125,0,224012501
40108,Daily Login Bonus 08,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240126,0,224012601
40109,Daily Login Bonus 09,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240127,0,224012701
40110,Daily Login Bonus 10,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240128,0,224012801
40111,Daily Login Bonus 11,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240129,0,224012902
40112,Daily Login Bonus 12,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240130,0,224013001
40113,Daily Login Bonus 13,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240131,0,224013101
40114,Daily Login Bonus 14,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240201,0,224020101
40115,Daily Login Bonus 15,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240202,0,224020201
40116,Daily Login Bonus 16,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240203,0,224020301
40117,Daily Login Bonus 17,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240204,0,224020401
40118,Daily Login Bonus 18,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240205,0,224020501
40119,Daily Login Bonus 19,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240206,0,224020601
40120,Daily Login Bonus 20,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240207,0,224020701
40121,Daily Login Bonus 21,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240208,0,224020801
40122,Daily Login Bonus 22,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240209,0,224020901
40123,Daily Login Bonus 23,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240210,0,224021003
40124,Daily Login Bonus 24,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240211,0,224021101
40125,Daily Login Bonus 25,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240212,0,224021201
40126,Daily Login Bonus 26,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240213,0,224021301
40127,Daily Login Bonus 27,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240214,0,224021401
40128,Daily Login Bonus 28,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240215,0,224021501
40129,Daily Login Bonus 29,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240216,0,224021601
40130,Daily Login Bonus 30,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240217,0,224021701
40131,Daily Login Bonus 31,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240218,0,224021801
40132,Daily Login Bonus 32,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240219,0,224021901
40133,Daily Login Bonus 33,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240220,0,224022001
40134,Daily Login Bonus 34,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240221,0,224022101
40135,Daily Login Bonus 35,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240222,0,224022201
40136,Daily Login Bonus 36,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240223,0,224022301
40137,Daily Login Bonus 37,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240224,0,224022401
40138,Daily Login Bonus 38,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240225,0,224022501
40139,Daily Login Bonus 39,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240226,0,224022601
40140,Daily Login Bonus 40,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240227,0,224022701
40141,Daily Login Bonus 41,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240228,0,224022801
40142,Daily Login Bonus 42,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240229,0,224022901
40143,Daily Login Bonus 43,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240301,0,224030101
40144,Daily Login Bonus 44,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240302,0,224030201
40145,Daily Login Bonus 45,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240303,0,224030301
40146,Daily Login Bonus 46,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240304,0,224030401
40147,Daily Login Bonus 47,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240305,0,224030501
40148,Daily Login Bonus 48,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240306,0,224030601
40149,Daily Login Bonus 49,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240307,0,224030701
40150,Daily Login Bonus 50,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240308,0,224030801
40151,Daily Login Bonus 51,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240309,0,224030901
40152,Daily Login Bonus 52,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240310,0,224031001
40153,Daily Login Bonus 53,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240311,0,224031101
40154,Daily Login Bonus 54,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240312,0,224031201
40155,Daily Login Bonus 55,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240313,0,224031301
40156,Daily Login Bonus 56,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240314,0,224031401
40157,Daily Login Bonus 57,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240315,0,224031501
40158,Daily Login Bonus 58,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240316,0,224031601
40159,Daily Login Bonus 59,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240317,0,224031701
40160,Daily Login Bonus 60,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240318,0,224031801
40161,Daily Login Bonus 61,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240319,0,224031901
40162,Daily Login Bonus 62,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240320,0,224032001
40163,Daily Login Bonus 63,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240321,0,224032101
40164,Daily Login Bonus 64,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240322,0,224032201
40165,Daily Login Bonus 65,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240323,0,224032301
40166,Daily Login Bonus 66,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240324,0,224032401
40167,Daily Login Bonus 67,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240325,0,224032501
40168,Daily Login Bonus 68,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240326,0,224032601
40169,Daily Login Bonus 69,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240327,0,224032701
40170,Daily Login Bonus 70,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240328,0,224032801
40171,Daily Login Bonus 71,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240329,0,224032901
40172,Daily Login Bonus 72,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240330,0,224033001
40173,Daily Login Bonus 73,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240331,0,224033101
