_id,_infoText,_detailText,_masterReleaseLabelId
2110021,Spotlight Scout: Boo! Boo! Halloween Land,"All members in Spotlight Scout: Boo! Boo! Halloween Land are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Half Anniversary] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223101506
2110022,Spotlight Scout: Sunny Marching Band,"All members in Spotlight Scout: Sunny Marching Band are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Sunny Marching Band] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223103108
2110023,Spotlight Scout: Sunny Marching Band,"All members in Spotlight Scout: Sunny Marching Band are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Sunny Marching Band] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223103108
2110024,Spotlight Scout: Kitty Cat 🐾 Maids,"All members in Spotlight Scout: Kitty Cat 🐾 Maids are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Kitty Cat 🐾 Maids] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223111502
2110025,Spotlight Scout: Kitty Cat 🐾 Maids,"All members in Spotlight Scout: Kitty Cat 🐾 Maids are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Kitty Cat 🐾 Maids] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223111502
2110026,Spotlight Scout: Everyone's Merry Christmas!,"All members in the Spotlight Scout: Everyone's Merry Christmas! are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Everyone's Merry Christmas!] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223113009
2110027,Spotlight Scout: Everyone's Merry Christmas!,"All members in the Spotlight Scout: Everyone's Merry Christmas! are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Everyone's Merry Christmas!] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223113009
2110028,Spotlight Scout: Santa Claus at the Snow Festival,"All members in Spotlight Scout: Santa Claus at the Snow Festival are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Santa Claus at the Snow Festival] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223121505
2110029,Spotlight Scout: Santa Claus at the Snow Festival,"All members in Spotlight Scout: Santa Claus at the Snow Festival are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Santa Claus at the Snow Festival] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223121505
2110030,Spotlight Scout: Happy New Year to You!,"All members in the Spotlight Scout: Happy New Year to You! are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Happy New Year to You!] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223123102
2110031,Spotlight Scout: Happy New Year to You!,"All members in the Spotlight Scout: Happy New Year to You! are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Happy New Year to You!] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223123102
2110032,Spotlight Scout: Ice Fairy,"All members in the Spotlight Scout: Ice Fairy are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Ice Fairy] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224011502
2110033,Spotlight Scout: Ice Fairy,"All members in the Spotlight Scout: Ice Fairy are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Ice Fairy] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224011502
2110034,Spotlight Scout: Maidens Locked in Love,"All members in the Spotlight Scout: Maidens Locked in Love are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Maidens Locked in Love] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224013102
2110035,Spotlight Scout: Maidens Locked in Love,"All members in the Spotlight Scout: Maidens Locked in Love are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Maidens Locked in Love] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224013102
2110036,Spotlight Scout: Pandemonic Night,"All members in the Spotlight Scout: Pandemonic Night are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Pandemonic Night] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224021402
2110037,Spotlight Scout: Pandemonic Night,"All members in the Spotlight Scout: Pandemonic Night are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Pandemonic Night] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224021402
2110038,Spotlight Scout: Y2K♡GALS,"All members in the Spotlight Scout: Y2K♡GALS are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Y2K♡GALS] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030102
2110039,Spotlight Scout: Y2K♡GALS,"All members in the Spotlight Scout: Y2K♡GALS are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Y2K♡GALS] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",224030102
3110001,Kanon's Birthday Scout: Harmony Star,"All members in Kanon's Birthday Scout: Harmony Star are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Kanon's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223050101
3110002,Ai's Birthday Scout: Colorful Heroines,"All members in Ai's Birthday Scout: Colorful Heroines are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Ai's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223053001
3110003,Nozomi's Birthday Scout: Flower Shower,"All members in Nozomi's Birthday Scout: Flower Shower are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Nozomi's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223060901
3110004,Mari's Birthday Scout: Fairy Wings,"All members in Mari's Birthday Scout: Fairy Wings are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Mari's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223061301
3110005,Shiki's Birthday Scout: Harmony Star,"All members in Shiki's Birthday Scout: Harmony Star are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Shiki's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223061701
3110006,Karin's Birthday Scout: Colorful Heroines,"All members in Karin's Birthday Scout: Colorful Heroines are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Karin's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223062901
3110007,Yoshiko's Birthday Scout: Fairy Wings,"All members in Yoshiko's Birthday Scout: Fairy Wings are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Yoshiko's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223071301
3110008,Keke's Birthday Scout: Harmony Star,"All members in Keke's Birthday Scout: Harmony Star are of rarities R and above.<br>1 Scout can be performed by using 300 Love Gems.<br>10 Scouts can be performed by using 3,000 Love Gems and guarantees at least one member of rarity SR or above.<br>1 paid Scout can be performed just once each day by using 150 Paid Love Gems.<br><br>If a member that has already been recruited is Scouted, they will automatically be converted to Light Sticks.<br>*Converted Light Sticks are directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Light Sticks, they will be sent to the present box.<br>*The number of Light Sticks obtained will depend on the rarity of the member.<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>Also, you will obtain Scout Points [Keke's Birthday] according to the number of members that appear.<br>Scout points obtained can be exchanged for members, items, and more at the exchange shop.<br><br>Scout points that are not exchanged during the Scout period will automatically be converted to Skill Notebooks (M) when the Scout ends.<br>*Converted Skill Notebooks (M) will be directly added to your items instead of being sent to the present box.<br>*If you have already reached the item limit for Skill Notebooks (M), they will be sent to the present box.",223071702
