_id,_title,_detail,_type,_parentMasterMissionId,_conditionType,_conditionValues,_conditionNumber,_masterMissionRewardId,_priority,_masterReleaseLabelId
1958173,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2003,8000,311958173,1,1
1958174,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2003,9000,311958174,1,1
1958175,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2003,10000,311958175,1,1
1958176,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2003,11000,311958176,1,1
1958177,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2003,12500,311958177,1,1
1958178,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2003,13000,311958178,1,1
1958179,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2003,13500,311958179,1,1
1958180,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2003,15000,311958180,1,1
1958181,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,2004,1,311958181,1,1
1958182,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,2004,1000,311958182,1,1
1958183,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,2004,2000,311958183,1,1
1958184,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,2004,3500,311958184,1,1
1958185,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,2004,5000,311958185,1,1
1958186,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,2004,6000,311958186,1,1
1958187,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,2004,7000,311958187,1,1
1958188,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2004,8000,311958188,1,1
1958189,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2004,9000,311958189,1,1
1958190,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2004,10000,311958190,1,1
1958191,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2004,11000,311958191,1,1
1958192,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2004,12500,311958192,1,1
1958193,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2004,13000,311958193,1,1
1958194,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2004,13500,311958194,1,1
1958195,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2004,15000,311958195,1,1
1958196,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,2005,1,311958196,1,1
1958197,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,2005,1000,311958197,1,1
1958198,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,2005,2000,311958198,1,1
1958199,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,2005,3500,311958199,1,1
1958200,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,2005,5000,311958200,1,1
1958201,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,2005,6000,311958201,1,1
1958202,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,2005,7000,311958202,1,1
1958203,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2005,8000,311958203,1,1
1958204,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2005,9000,311958204,1,1
1958205,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2005,10000,311958205,1,1
1958206,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2005,11000,311958206,1,1
1958207,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2005,12500,311958207,1,1
1958208,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2005,13000,311958208,1,1
1958209,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2005,13500,311958209,1,1
1958210,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2005,15000,311958210,1,1
1958211,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,2006,1,311958211,1,1
1958212,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,2006,1000,311958212,1,1
1958213,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,2006,2000,311958213,1,1
1958214,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,2006,3500,311958214,1,1
1958215,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,2006,5000,311958215,1,1
1958216,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,2006,6000,311958216,1,1
1958217,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,2006,7000,311958217,1,1
1958218,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2006,8000,311958218,1,1
1958219,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2006,9000,311958219,1,1
1958220,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2006,10000,311958220,1,1
1958221,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2006,11000,311958221,1,1
1958222,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2006,12500,311958222,1,1
1958223,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2006,13000,311958223,1,1
1958224,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2006,13500,311958224,1,1
1958225,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2006,15000,311958225,1,1
1958226,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,2007,1,311958226,1,1
1958227,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,2007,1000,311958227,1,1
1958228,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,2007,2000,311958228,1,1
1958229,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,2007,3500,311958229,1,1
1958230,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,2007,5000,311958230,1,1
1958231,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,2007,6000,311958231,1,1
1958232,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,2007,7000,311958232,1,1
1958233,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2007,8000,311958233,1,1
1958234,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2007,9000,311958234,1,1
1958235,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2007,10000,311958235,1,1
1958236,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2007,11000,311958236,1,1
1958237,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2007,12500,311958237,1,1
1958238,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2007,13000,311958238,1,1
1958239,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2007,13500,311958239,1,1
1958240,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2007,15000,311958240,1,1
1958241,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,2008,1,311958241,1,1
1958242,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,2008,1000,311958242,1,1
1958243,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,2008,2000,311958243,1,1
1958244,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,2008,3500,311958244,1,1
1958245,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,2008,5000,311958245,1,1
1958246,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,2008,6000,311958246,1,1
1958247,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,2008,7000,311958247,1,1
1958248,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2008,8000,311958248,1,1
1958249,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2008,9000,311958249,1,1
1958250,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2008,10000,311958250,1,1
1958251,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2008,11000,311958251,1,1
1958252,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2008,12500,311958252,1,1
1958253,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2008,13000,311958253,1,1
1958254,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2008,13500,311958254,1,1
1958255,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2008,15000,311958255,1,1
1958256,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,2009,1,311958256,1,1
1958257,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,2009,1000,311958257,1,1
1958258,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,2009,2000,311958258,1,1
1958259,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,2009,3500,311958259,1,1
1958260,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,2009,5000,311958260,1,1
1958261,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,2009,6000,311958261,1,1
1958262,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,2009,7000,311958262,1,1
1958263,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,2009,8000,311958263,1,1
1958264,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,2009,9000,311958264,1,1
1958265,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,2009,10000,311958265,1,1
1958266,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,2009,11000,311958266,1,1
1958267,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,2009,12500,311958267,1,1
1958268,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,2009,13000,311958268,1,1
1958269,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,2009,13500,311958269,1,1
1958270,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,2009,15000,311958270,1,1
1958271,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3001,1,311958271,1,1
1958272,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3001,1000,311958272,1,1
1958273,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3001,2000,311958273,1,1
1958274,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3001,3500,311958274,1,1
1958275,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3001,5000,311958275,1,1
1958276,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3001,6000,311958276,1,1
1958277,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3001,7000,311958277,1,1
1958278,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3001,8000,311958278,1,1
1958279,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3001,9000,311958279,1,1
1958280,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3001,10000,311958280,1,1
1958281,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3001,11000,311958281,1,1
1958282,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3001,12500,311958282,1,1
1958283,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3001,13000,311958283,1,1
1958284,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3001,13500,311958284,1,1
1958285,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3001,15000,311958285,1,1
1958286,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3002,1,311958286,1,1
1958287,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3002,1000,311958287,1,1
1958288,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3002,2000,311958288,1,1
1958289,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3002,3500,311958289,1,1
1958290,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3002,5000,311958290,1,1
1958291,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3002,6000,311958291,1,1
1958292,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3002,7000,311958292,1,1
1958293,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3002,8000,311958293,1,1
1958294,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3002,9000,311958294,1,1
1958295,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3002,10000,311958295,1,1
1958296,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3002,11000,311958296,1,1
1958297,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3002,12500,311958297,1,1
1958298,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3002,13000,311958298,1,1
1958299,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3002,13500,311958299,1,1
1958300,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3002,15000,311958300,1,1
1958301,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3003,1,311958301,1,1
1958302,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3003,1000,311958302,1,1
1958303,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3003,2000,311958303,1,1
1958304,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3003,3500,311958304,1,1
1958305,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3003,5000,311958305,1,1
1958306,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3003,6000,311958306,1,1
1958307,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3003,7000,311958307,1,1
1958308,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3003,8000,311958308,1,1
1958309,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3003,9000,311958309,1,1
1958310,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3003,10000,311958310,1,1
1958311,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3003,11000,311958311,1,1
1958312,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3003,12500,311958312,1,1
1958313,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3003,13000,311958313,1,1
1958314,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3003,13500,311958314,1,1
1958315,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3003,15000,311958315,1,1
1958316,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3004,1,311958316,1,1
1958317,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3004,1000,311958317,1,1
1958318,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3004,2000,311958318,1,1
1958319,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3004,3500,311958319,1,1
1958320,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3004,5000,311958320,1,1
1958321,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3004,6000,311958321,1,1
1958322,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3004,7000,311958322,1,1
1958323,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3004,8000,311958323,1,1
1958324,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3004,9000,311958324,1,1
1958325,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3004,10000,311958325,1,1
1958326,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3004,11000,311958326,1,1
1958327,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3004,12500,311958327,1,1
1958328,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3004,13000,311958328,1,1
1958329,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3004,13500,311958329,1,1
1958330,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3004,15000,311958330,1,1
1958331,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3005,1,311958331,1,1
1958332,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3005,1000,311958332,1,1
1958333,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3005,2000,311958333,1,1
1958334,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3005,3500,311958334,1,1
1958335,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3005,5000,311958335,1,1
1958336,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3005,6000,311958336,1,1
1958337,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3005,7000,311958337,1,1
1958338,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3005,8000,311958338,1,1
1958339,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3005,9000,311958339,1,1
1958340,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3005,10000,311958340,1,1
1958341,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3005,11000,311958341,1,1
1958342,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3005,12500,311958342,1,1
1958343,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3005,13000,311958343,1,1
1958344,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3005,13500,311958344,1,1
1958345,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3005,15000,311958345,1,1
1958346,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3006,1,311958346,1,1
1958347,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3006,1000,311958347,1,1
1958348,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3006,2000,311958348,1,1
1958349,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3006,3500,311958349,1,1
1958350,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3006,5000,311958350,1,1
1958351,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3006,6000,311958351,1,1
1958352,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3006,7000,311958352,1,1
1958353,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3006,8000,311958353,1,1
1958354,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3006,9000,311958354,1,1
1958355,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3006,10000,311958355,1,1
1958356,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3006,11000,311958356,1,1
1958357,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3006,12500,311958357,1,1
1958358,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3006,13000,311958358,1,1
1958359,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3006,13500,311958359,1,1
1958360,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3006,15000,311958360,1,1
1958361,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3007,1,311958361,1,1
1958362,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3007,1000,311958362,1,1
1958363,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3007,2000,311958363,1,1
1958364,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3007,3500,311958364,1,1
1958365,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3007,5000,311958365,1,1
1958366,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3007,6000,311958366,1,1
1958367,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3007,7000,311958367,1,1
1958368,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3007,8000,311958368,1,1
1958369,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3007,9000,311958369,1,1
1958370,"Increase 『N』's bond to 10,000 or higher.","Increase 『N』's bond to 10,000 or higher.",7,0,58,3007,10000,311958370,1,1
1958371,"Increase 『N』's bond to 11,000 or higher.","Increase 『N』's bond to 11,000 or higher.",7,0,58,3007,11000,311958371,1,1
1958372,"Increase 『N』's bond to 12,500 or higher.","Increase 『N』's bond to 12,500 or higher.",7,0,58,3007,12500,311958372,1,1
1958373,"Increase 『N』's bond to 13,000 or higher.","Increase 『N』's bond to 13,000 or higher.",7,0,58,3007,13000,311958373,1,1
1958374,"Increase 『N』's bond to 13,500 or higher.","Increase 『N』's bond to 13,500 or higher.",7,0,58,3007,13500,311958374,1,1
1958375,"Increase 『N』's bond to 15,000 or higher.","Increase 『N』's bond to 15,000 or higher.",7,0,58,3007,15000,311958375,1,1
1958376,Increase 『N』's bond to,Increase 『N』's bond to,7,0,58,3008,1,311958376,1,1
1958377,"Increase 『N』's bond to 1,000 or higher.","Increase 『N』's bond to 1,000 or higher.",7,0,58,3008,1000,311958377,1,1
1958378,"Increase 『N』's bond to 2,000 or higher.","Increase 『N』's bond to 2,000 or higher.",7,0,58,3008,2000,311958378,1,1
1958379,"Increase 『N』's bond to 3,500 or higher.","Increase 『N』's bond to 3,500 or higher.",7,0,58,3008,3500,311958379,1,1
1958380,"Increase 『N』's bond to 5,000 or higher.","Increase 『N』's bond to 5,000 or higher.",7,0,58,3008,5000,311958380,1,1
1958381,"Increase 『N』's bond to 6,000 or higher.","Increase 『N』's bond to 6,000 or higher.",7,0,58,3008,6000,311958381,1,1
1958382,"Increase 『N』's bond to 7,000 or higher.","Increase 『N』's bond to 7,000 or higher.",7,0,58,3008,7000,311958382,1,1
1958383,"Increase 『N』's bond to 8,000 or higher.","Increase 『N』's bond to 8,000 or higher.",7,0,58,3008,8000,311958383,1,1
1958384,"Increase 『N』's bond to 9,000 or higher.","Increase 『N』's bond to 9,000 or higher.",7,0,58,3008,9000,311958384,1,1
