_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
2064,WHITE FIRST LOVE,WHITE FIRST LOVE,WHITE FIRST LOVE,Dia Kurosawa (C.V: Arisa Komiya),Lyrics: Aki Hata<br>Composition / Arrangement: Takuya Watanabe,Love Live! Sunshine!! Anime Season 2 Blu-Ray Volume 5: Aqours Original Songs CD 5,This song tells the story of the speaker falling in love for the first time. The mid-tempo ballad described her feelings changing from being attracted by their shared qualities to fear that the other party is oblivious to her feelings before finally ending with the realization that she wants to express her evolving feelings.,2,290,jacket_2064,31002064,32002064,0,0,0,2018/04/24,1
2065,INNOCENT BIRD,INNOCENT BIRD,INNOCENT BIRD,AZALEA,Lyrics: Aki Hata<br>Composition: Tetsushi Enami<br>Arrangement: Tatsuya Kurauchi,AZALEA 2nd Single: B-Side,"This techno-pop tune compares opening one's heart to being a bird with imagery involving hatching from an egg and unfolding one's damp wings. Finally, the singers' voices become more confident with the last spoken phrase, ""Say yes!""",2,202,jacket_2043,31002065,32002065,0,0,0,2017/05/31,1
2066,New winding road,New winding road,New winding road,Mari Ohara (C.V: Aina Suzuki),Lyrics: Aki Hata<br>Composition / Arrangement: Makoto Miyazaki,Love Live! Sunshine!! Anime Season 2 Blu-Ray Volume 6: Aqours Original Songs CD 6,"This mellow ballad creates a very optimistic image with its lyrics about looking forward and setting off. When it was performed at the 3rd live show tour, many fans were taken by Mari's whispered ""Thank you"" at the end.",2,290,jacket_2066,31002066,32002066,0,0,0,2018/05/25,1
2067,SAKANAKANANDAKA？,SAKANAKANANDAKA？,SAKANAKANANDAKA？,Kanan Matsuura (C.V: Nanaka Suwa),Lyrics: Aki Hata<br>Composition / Arrangement: Tetsuya Shitara,Love Live! Sunshine!! Anime Season 2 Blu-Ray Volume 6: Aqours Original Songs CD 6,This waltz-esque song evokes an image of Kanan in a fishy dress grabbing your hand and pulling you away for dancing and fun. It is particularly well-known in live performances for Kanan riding on a trolley through a sea of green fan light sticks.,2,290,jacket_2067,31002067,32002067,0,0,0,2018/05/25,1
2068,KISEKIHIKARU,KISEKIHIKARU,KISEKIHIKARU,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Tatsuya Kato,Love Live! Sunshine!! Anime Season 2 Blu-Ray Volume 7: Aqours Original Songs CD 7,"This song featured in the movie with a melody inspired by the soundtrack of the second anime season. The line ""It's when you want to give up that you should make the really big changes"" captures the positive aspect of change.",2,200,jacket_2068,31002068,32002068,0,0,0,2018/06/22,1
2069,Hop Step Yippee!,Hop Step Yippee!,Hop Step Yippee!,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Hajime Mitsumasu (FirstCall),Aqours Hop! Step! Jump! Project! Theme Songs CD,"Unlike the first fan meet-ups, this song delivers a different message: Let's all get together and strike out for the future! The choral choreography helps bring the audience together during live shows and fan meet-ups.",2,200,jacket_2069,31002069,32002069,0,0,0,2018/06/30,1
2070,Guilty Eyes Fever,Guilty Eyes Fever,Guilty Eyes Fever,Guilty Kiss,Lyrics: Aki Hata<br>Composition: Yuki Honda (Arte Refact)<br>Arrangement: Takuya Sakai (Arte Refact),Love Live! Sunshine!! Blu-ray Bonus: Guilty Kiss New Songs CD,"A song exclusive to the Love Live! Sunshine!! anime Blu-ray edition. This cool and cute dance tune incorporates serious EDM elements while never neglecting the mischievous, flirty angle Guilty Kiss is known for.",2,203,jacket_2070,31002070,32002070,0,0,0,2017/03/24,1
2071,SELF CONTROL!!,SELF CONTROL!!,SELF CONTROL!!,Saint Snow,Lyrics: Aki Hata<br>Composition / Arrangement: Takahiro Kawata,Love Live! Sunshine!! Anime Season 1 OST: Sailing to the Sunshine,A song that represents what Saint Snow is all about. Every angle of the song emphasizes how seriously they view being school idols. It isn't just a game for them. The balance of Sarah's singing and Leah's rapping creates a perfect synchronized effect.,2,204,jacket_2071,31002071,32002071,0,0,0,2016/11/30,1
2072,"Thank you, FRIENDS!!","Thank you, FRIENDS!!","Thank you, FRIENDS!!",Aqours,Lyrics: Aki Hata<br>Composition: TAKAROT and Koudai Iwatsubo<br>Arrangement: TAKAROT,Aqours 4th Live Theme Songs CD,"This song describes how Aqours formed as a series of surprising gifts or miracles while also sending the message that the girls will only become closer from here on out. In the performance in Seoul in the Asia Tour 2019, the fans sang the chorus of this song in place of an encore.",2,200,jacket_2072,31002072,32002072,0,0,0,2018/08/01,1
2073,CRASH MIND,CRASH MIND,CRASH MIND,Saint Snow,Lyrics: Aki Hata<br>Composition / Arrangement: Makoto Miyazaki,Love Live! Sunshine!! Anime Season 2: Episode 9 Soundtrack: B-Side,"Between the slow intro giving way to a spooky melody and the puppet-like dancing, this gothic metal-esque song delivers a memorable fantasy vibe.",2,204,jacket_2053,31002073,32002073,0,0,0,2017/12/20,1
2074,DROPOUT!?,DROPOUT!?,DROPOUT!?,Saint Snow,Lyrics: Aki Hata<br>Composition / Arrangement: Naozumi Mabuchi,Love Live! Sunshine!! Anime Season 2: Episode 9 Soundtrack: B-Side,"This song can do it all: a piano intro, guitar and drum heavy metal, and even rap! Changing up the formula from SELF CONTROL!!, the portion of the song from the quiet ""Sarah, come on..."" to the final chorus is chillingly good.",2,204,jacket_2053,31002074,32002074,0,0,0,2017/12/20,1
2075,P.S. no Mukougawa,P.S. no Mukougawa,P.S. no Mukougawa,CYaRon!,Lyrics: Aki Hata<br>Composition: Kensuke Okamoto<br>Arrangement: Kazunori Watanabe,Love Live! Sunshine!! Anime Season 1 Blu-ray Bonus: CYaRon! New Songs CD,"In this song, the singers write a letter to someone most likely far, far away. Remembering the fun they've had in the letter reader's absence, this song is a bit melancholic but still ends with a P.S. of ""Thank you.""",2,201,jacket_2075,31002075,32002075,0,0,0,2017/03/24,1
2076,“MY LIST” to you!,“MY LIST” to you!,“MY LIST” to you!,Aqours,Lyrics: Aki Hata<br>Composition: Hara Tomoya<br>Arrangement: Ramseeni,Love Live! Sunshine!! Anime Season 2 Ending Theme: B-Side,"The main character of this song sends it out to a person she loves, but to her, it's all about me, me, me! Each Aqours' girl lends those emotions their own unique take in their solos. The doo-wop style in the chorus is especially worth listeners' attention.",2,200,jacket_2045,31002076,32002076,0,0,0,2017/11/15,1
2077,Hajimari Road,Hajimari Road,Hajimari Road,"Yoshiko Tsushima (C.V: Aika Kobayashi), Hanamaru Kunikida (C.V: Kanako Takatsuki), and Ruby Kurosawa (C.V: Ai Furihata)","Lyrics: Aki Hata<br>Composition: TAKAROT, FUNK UCHINO and Ankle Break<br>Arrangement: TAKAROT",Love Live! Sunshine!! The School Idol Movie Over the Rainbow Single (Grouped by School Year) CD,"As the title suggests, this song is all about ""hajimari"" or ""beginnings"" as the first-year students take off in all directions together. The audience always comes together in live shows for the ""Hajimari Road"" call.",2,299,jacket_2077,31002077,32002077,0,0,0,2018/11/24,1
2078,Marine Border Parasol,Marine Border Parasol,Marine Border Parasol,"Chika Takami (C.V: Anju Inami), Riko Sakurauchi (C.V: Rikako Aida), and You Watanabe (C.V: Shuka Saito)",Lyrics: Aki Hata<br>Composition: Akira Sunset and ulala<br>Arrangement: Kyo Takada,Love Live! Sunshine!! The School Idol Movie Over the Rainbow Single (Grouped by School Year) CD,"In the middle and the end of this song, the second-year girls chat together while opening their parasols and spinning them in time to the music, each of these moves striking in its own way.",2,299,jacket_2078,31002078,32002078,0,0,0,2018/11/24,1
2079,Yosoku Fukano Driving!,Yosoku Fukano Driving!,Yosoku Fukano Driving!,"Kanan Matsuura (C.V: Nanaka Suwa), Dia Kurosawa (C.V: Arisa Komiya), and Mari Ohara (C.V: Aina Suzuki)",Lyrics: Aki Hata<br>Composition: pw.a and Tomomi Ogata<br>Arrangement: pw.a,Love Live! Sunshine!! The School Idol Movie Over the Rainbow Single (Grouped by School Year) CD,"This song talks about the future with lines like, ""A pre-determined future is no future at all."" With no destination or goal in mind, the lyrics compare plunging on ahead to setting out for a drive along a road that is impossible to know beforehand. A car-shaped trolley appeared in the 5th live performance of this song.",2,299,jacket_2079,31002079,32002079,0,0,0,2018/11/24,1
2080,LONELY TUNING,LONELY TUNING,LONELY TUNING,AZALEA,Lyrics: Aki Hata<br>Composition / Arrangement: Kon-K,Love Live! Sunshine!! Blu-ray Bonus: AZALEA New Songs CD,"This song talks about the feeling of wanting someone to listen to their voice like it's a song the DJ put on. In live performances, the girls hold imaginary headphones in one hand and make a disc-scratching gesture with the other.",2,202,jacket_2080,31002080,32002080,0,0,0,2017/03/24,1
2081,Hop? Stop? Nonstop!,Hop? Stop? Nonstop!,Hop? Stop? Nonstop!,Aqours,Lyrics: Aki Hata<br>Composition: Kanata Okajima and Keisuke Koyama<br>Arrangement: Keisuke Koyama,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow Soundtrack,"In canon, this song is sung by the six students studying in Italy who try to put on a live show. When it was first performed in front of fans at the 5th live, the actors replicated the performance from the anime on a set of stairs leading up to the stage, just as if this was the show in Italy.",2,200,jacket_2082,31002081,32002081,0,0,0,2019/01/30,1
2082,Toso Meiso Mobius Loop,Toso Meiso Mobius Loop,Toso Meiso Mobius Loop,"Kanan Matsuura (C.V: Nanaka Suwa), Dia Kurosawa (C.V: Arisa Komiya), and Mari Ohara (C.V: Aina Suzuki)",Lyrics: Aki Hata<br>Composition / Arrangement: Akihiko Yamaguchi,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow Soundtrack,"In canon, this song accompanies Kanan, Dia, and Mari running through the streets of an Italian city in an escape scene. The actors for these three girls wore the same dresses for the real-life 5th live performance, shocking the audience. This song is well-known for having a melody line evocative of other cultures.",2,299,jacket_2082,31002082,32002082,0,0,0,2019/01/30,1
2083,Bokura no Hashittekita Michi wa...,Bokura no Hashittekita Michi wa...,Bokura no Hashittekita Michi wa...,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: EFFY (FirstCall),Love Live! Sunshine!! The School Idol Movie: Over the Rainbow Soundtrack,A part of the Love Live! Sunshine!! The School Idol Movie Over the Rainbow soundtrack. It plays at the beginning of the story as Aqours performs a show in Numazu. Performing with the locals drives home the theme of school idol local love.,2,200,jacket_2083,31002083,32002083,0,0,0,2019/01/23,1
2084,Next SPARKLING!!,Next SPARKLING!!,Next SPARKLING!!,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Carlos K.,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow Soundtrack,"A part of the Love Live! Sunshine!! The School Idol Movie Over the Rainbow soundtrack. This is the final song in the film that documents the characters' resolutions to pursue their own individual paths. It ends in a fade-out, which is uncommon for an Aqours song.",2,200,jacket_2083,31002084,32002084,0,0,0,2019/01/23,1
2086,Step! ZERO to ONE,Step! ZERO to ONE,Step! ZERO to ONE,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Kyo Takada,Aqours 1st Single: B-Side,"Included with Aqours first single Kimino Kokorowa Kagayaiterukai? and the title song for Aqours First Love Live! ~ Step! ZERO to ONE ~. This song is about the sense of setting off an adventure felt by the Aqours girls who have only just made their first forays from point zero to point one. During the interlude, the girls march forward and chant, creating a sense of unity.",2,200,jacket_2142,31002086,32002086,0,0,0,2015/10/07,1
2087,Aqours HEROES,Aqours HEROES,Aqours HEROES,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Kazunori Watanabe,Aqours 1st Single: B-Side,"Included with Aqours first single Kimino Kokorowa Kagayaiterukai? This song is designed to cheer up those who feel down by comparing the Aqours' girls to heroes who do battle with the negative emotions of doubts, confusion, and exhaustion. The guitar overture and the ""Yeah!"" calls are great spirit raisers.",2,200,jacket_2142,31002087,32002087,0,0,0,2015/10/07,1
2088,Koini Naritai AQUARIUM,Koini Naritai AQUARIUM,Koini Naritai AQUARIUM,Aqours,Lyrics: Aki Hata<br>Composition: Yugo Sasakura<br>Arrangement: Kazunori Watanabe,Aqours 2nd Single,"The title song of Aqours 2nd single. This is also You Watanabe's first song in the center role, as was decided by the first ever Love Live! Sunshine!! center poll. Using the theme of an aquarium, this song paints a mental image of the fish and the girls having a blast dancing.",2,200,jacket_2088,31002088,32002088,0,0,0,2016/04/27,1
2089,Genki Zenkai DAY! DAY! DAY!,Genki Zenkai DAY! DAY! DAY!,Genki Zenkai DAY! DAY! DAY!,CYaRon!,Lyrics: Aki Hata<br>Composition / Arrangement: Kyo Takada,Love Live! Sunshine!! Unit CD Vol. 1!,"CYaRon!'s first single. As the song title indicates, this cheering song is all about ""genki zenkai"" or ""full throttle energy."" The alternating character parts, breezy guitar, loud trumpets, and orchestration jam-pack this anime-esque song with delights.",2,201,jacket_2089,31002089,32002089,0,0,0,2016/05/11,1
2090,Mattete Aino Uta,Mattete Aino Uta,Mattete Aino Uta,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Akihiko Yamaguchi,Aqours 2nd Single: B-Side,Included with Aqours 2nd single Koini Naritai AQUARIUM. The narrator has never felt love before and sadly wonders if she will one day be able to incorporate her own personal feelings into the love songs she sings.,2,200,jacket_2088,31002090,32002090,0,0,0,2016/04/27,1
2091,Torikoriko PLEASE!!,Torikoriko PLEASE!!,Torikoriko PLEASE!!,AZALEA,Lyrics: Aki Hata<br>Composition / Arrangement: Makoto Miyazaki,Love Live! Sunshine!! Unit CD Vol. 2!,"In this song, the ""I"" character possesses a one-sided love for ""you"" and wishes ""you"" would turn your affections to her, falling head over heels (toriko) for her. In live performances, the actors shake a Torikoriko stick...but if anyone's falling head over heels, it's the audience falling for AZALEA!",2,202,jacket_2091,31002091,32002091,0,0,0,2016/05/25,1
2092,Yozorawa Nandemo Shitteruno?,Yozorawa Nandemo Shitteruno?,Yozorawa Nandemo Shitteruno?,CYaRon!,Lyrics: Aki Hata<br>Composition / Arrangement: Kon-K,Love Live! Sunshine!! Unit CD Vol. 1! B-Side,"A song on the Love Live! Sunshine!! first unit CD Genki Zenkai Day! Day! Day! It laments not having been kinder to a crying girl. A far cry from this album's titular song, it conveys a consistent theme of sadness from start to finish.",2,201,jacket_2089,31002092,32002092,0,0,0,2016/05/11,1
2093,Todokanai Hoshidatoshitemo,Todokanai Hoshidatoshitemo,Todokanai Hoshidatoshitemo,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Makoto Miyazaki,Aqours 2nd Single: B-Side,"Included with Aqours 2nd single Koini Naritai AQUARIUM. This song encourages listeners to keep striving and not give up on their long-sought dreams, no matter how out of reach they seem.",2,200,jacket_2088,31002093,32002093,0,0,0,2016/04/27,1
2094,Strawberry Trapper,Strawberry Trapper,Strawberry Trapper,Guilty Kiss,Lyrics: Aki Hata<br>Composition / Arrangement: Masashi Kanasaki,Love Live! Sunshine!! Unit CD Vol. 3!,"The title song of the Love Live! Sunshine!! third unit CD. The main character has a crush on ""you,"" but you seem to be slow on the uptake. Sounds like it's time for her to set a trap for you. Her assertive approach, while thrilling and fun, ultimately concludes with you falling under her spell. The lyrics and the music are a perfect match for one another, with endless excitement from the first ""Ready?""",2,203,jacket_2094,31002094,32002094,0,0,0,2016/06/08,1
2095,Kimetayo Hand in Hand,Kimetayo Hand in Hand,Kimetayo Hand in Hand,"Chika Takami (C.V: Anju Inami), Riko Sakurauchi (C.V: Rikako Aida), and You Watanabe (C.V: Shuka Saito)",Lyrics: Aki Hata<br>Composition / Arrangement: Takuya Watanabe,Love Live! Sunshine!! Anime Episode 1 Soundtrack,"In the anime, Chika suddenly discovers Riko during her efforts to establish a school idol club. Unable to contain their excitement, Chika and You draw the bewildered Riko into their song about the beginning of their dreams. Later, there occurs the famous scene when Chika asks Riko to be a school idol and Riko refuses.",2,299,jacket_2095,31002095,32002095,0,0,0,2016/08/03,1
2096,Aozora Jumping Heart,Aozora Jumping Heart,Aozora Jumping Heart,Aqours,Lyrics: Aki Hata<br>Composition: Ken Ito and Hajime Mitsumasu<br>Arrangement: EFFY,Love Live! Sunshine!! Anime Opening Theme,"The opening theme for the first season of the Love Live! Sunshine!! anime. This tried-and-true Aqours song delivers all the usual Love Live! goodness while also hinting at the start of a new chapter in the school idol story. With the fade-in like a curtain rising and the nonstop enthusiasm, this song promises a new story unfolding.",2,200,jacket_2096,31002096,32002096,0,0,0,2016/07/20,1
2097,Daisuki Dattara Daijoubu!,Daisuki Dattara Daijoubu!,Daisuki Dattara Daijoubu!,"Chika Takami (C.V: Anju Inami), Riko Sakurauchi (C.V: Rikako Aida), and You Watanabe (C.V: Shuka Saito)",Lyrics: Aki Hata<br>Composition / Arrangement: Kyo Takada,Love Live! Sunshine!! Anime Episode 3 Soundtrack: B-Side,"When the three Aqours second-years tried to establish their school idol club, Mari, the school's director, said she would officially recognize it if they could hold a live show with an audience big enough to fill the school gym. This song was thus created as their first Aqours effort. In the anime, the girls ran into plenty of troubles along the way, but with a little help from their family, friends, and neighbors, they performed to a full house and founded the club.",2,299,jacket_2095,31002097,32002097,0,0,0,2016/08/03,1
2098,Yume Kataruyori Yume Utaou,Yume Kataruyori Yume Utaou,Yume Kataruyori Yume Utaou,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Akihiko Yamaguchi,Love Live! Sunshine!! Anime Ending Theme,"This song provides a quintessentially school idol message: Don't talk about your dreams with words. Put them into song! In the anime, the singers of this song change with every episode. As each of them pursue different dreams, so too do their methods of conveying these dreams differ.",2,200,jacket_2098,31002098,32002098,0,0,0,2016/08/24,1
2099,Tokimeki Bunruigaku,Tokimeki Bunruigaku,Tokimeki Bunruigaku,AZALEA,Lyrics: Aki Hata<br>Composition / Arrangement: Masashi Kanasaki,Love Live! Sunshine!! Unit CD Vol. 2! B-Side,"The second song on a Love Live! Sunshine!! unit CD. In this scientific song, the narrator replaces her feelings of love for excitment and studies them. When this song was performed in Aqours First Love Live! ~ Step! ZERO to ONE~, fans used their pen lights to make flowers and changed them to AZALEA colors in time to the actors' performances.",2,202,jacket_2091,31002099,32002099,0,0,0,2016/05/25,1
2100,Yumede Yozorawo Terashitai,Yumede Yozorawo Terashitai,Yumede Yozorawo Terashitai,"Chika Takami (C.V: Anju Inami), Riko Sakurauchi (C.V: Rikako Aida), You Watanabe (C.V: Shuka Saito), Yoshiko Tsushima (C.V: Aika Kobayashi), Hanamaru Kunikida (C.V: Kanako Takatsuki), and Ruby Kurosawa (C.V: Ai Furihata)",Lyrics: Aki Hata<br>Composition: Hajime Mitsumasu<br>Arrangement: EFFY,Love Live! Sunshine!! Anime Episode 6 Soundtrack,"A song from season 1, episode 6 of the Love Live! Sunshine!! anime. This pop song expresses gratitude for one's hometown with a beautiful melody that can resonate with everyone. In the anime, this song accompanies a touching scene of lanterns wheeling through the night sky.",2,299,jacket_2100,31002100,32002100,0,0,0,2016/09/14,1
2101,Mijuku DREAMER,Mijuku DREAMER,Mijuku DREAMER,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Kazunori Watanabe,Love Live! Sunshine!! Anime Episode 9 Soundtrack,"A song from season 1, episode 9 of the Love Live! Sunshine!! anime. This is the first song performed by all nine members of Aqours, a dramatic theme wherein the girls stand up to the ""storms"" of hardship encountered when chasing their dreams. The performance is especially memorable for its fireworks, J-rock, and traditional Japanese-inspired costumes.",2,200,jacket_2100,31002101,32002101,0,0,0,2016/09/14,1
2102,Omoiyo Hitotsuninare,Omoiyo Hitotsuninare,Omoiyo Hitotsuninare,"Chika Takami (C.V: Anju Inami), Kanan Matsuura (C.V: Nanaka Suwa), Dia Kurosawa (C.V: Arisa Komiya), You Watanabe (C.V: Shuka Saito), Yoshiko Tsushima (C.V: Aika Kobayashi), Hanamaru Kunikida (C.V: Kanako Takatsuki), Mari Ohara (C.V: Aina Suzuki), and Ruby Kurosawa (C.V: Ai Furihata)",Lyrics: Aki Hata<br>Composition / Arrangement: Takashi Saeki,Love Live! Sunshine!! Anime Episode 11 Soundtrack,"A song from episode 11 of the Love Live! Sunshine!! anime. It is performed in season 1 during the Love Live! preliminaries. Unfortunately, as the preliminaries fall on the same day as Riko's piano show, the other eight members must perform it without her. In the 1st Live tour, the actors reproduced Riko's piano part while in the 4th Live, Riko joined the rest of the cast to perform this song with nine people.",2,299,jacket_2102,31002102,32002102,0,0,0,2016/11/09,1
2103,Pops Heart de Odorundamon!,Pops Heart de Odorundamon!,Pops Heart de Odorundamon!,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Kyo Takada,Love Live! Sunshine!! Anime Season 1 Blu-Ray Volume 1: Aqours Original Songs CD 1,"A song from the Love Live! Sunshine!! Anime Season 1 Blu-Ray Aqours Original Songs CD. This song is about spending a fantastic day, including dancing at a party, making it the ideal song for listening to in the morning of a day off before heading out to have fun. The Motown beat and the calls take the fun to the next level.",2,200,jacket_2103,31002103,32002103,0,0,0,2016/09/27,1
2104,MIRAI TICKET,MIRAI TICKET,MIRAI TICKET,Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: EFFY,Love Live! Sunshine!! Anime Episode 13 Soundtrack,"This song is played in season 1 of the Love Live! Sunshine!! anime during the Tokai regional qualifiers. After a pre-show performance depicting Aqours journey in a musical showtune style, this song brings the house down.",2,200,jacket_2102,31002104,32002104,0,0,0,2016/11/09,1
2105,"Guilty Night, Guilty Kiss!","Guilty Night, Guilty Kiss!","Guilty Night, Guilty Kiss!",Guilty Kiss,Lyrics: Aki Hata<br>Composition / Arrangement: R・O・N,Love Live! Sunshine!! Unit CD Vol. 3!,"A song on the Love Live! Sunshine!! third unit CD Strawberry Trapper. Starting with a kiss noise, this mature song details an aggressive approach to love. The ""guilty kiss"" and ""guilty night"" portions in the chorus are so catchy—throw the cute choreography into the mix, and you're bopping along with!",2,203,jacket_2094,31002105,32002105,0,0,0,2016/06/08,1
2106,Soramo Kokoromo Harerukara,Soramo Kokoromo Harerukara,Soramo Kokoromo Harerukara,"Chika Takami (C.V: Anju Inami), Riko Sakurauchi (C.V: Rikako Aida), and You Watanabe (C.V: Shuka Saito)",Lyrics: Aki Hata<br>Composition: Atsushi Harada (Arte Refact)<br>Arrangement: Masatomi Waki (Arte Refact),Love Live! Sunshine!! Anime Season 1 Blu-Ray Volume 2: Aqours Original Songs CD 2,"A song from the Love Live! Sunshine!! Anime Season 1 Blu-Ray Aqours Original Songs CD 2. This song follows the girls in their process of trying new things, from initial jitters to the moment of ""See, I'm okay now!"" Chika, You, and Riko share a common emotional thread as easily as if it were a game of catch.",2,299,jacket_2106,31002106,32002106,0,0,0,2016/10/26,1
2107,Jingle Bells ga Tomaranai,Jingle Bells ga Tomaranai,Jingle Bells ga Tomaranai,Aqours,Lyrics: Aki Hata<br>Composition: Hajime Mitsumasu<br>Arrangement: EFFY,Aqours SIF Collaboration Single Vol. 1,A Love Live! School Idol Festival collaboration single. Aqours' vibrant color is alive and well in this classic Christmas carol. A live-action CM was shot for each of the nine girls.,2,200,jacket_2107,31002107,32002107,0,0,0,2016/11/23,1
2108,Seinaru Hino Inori,Seinaru Hino Inori,Seinaru Hino Inori,Aqours,Lyrics: Aki Hata<br>Composition: Shunsuke Tanaka<br>Arrangement: Shunsuke Tanaka and Ken Ito,Aqours SIF Collaboration Single Vol. 1: B-Side,"A song from the 1st Aqours SIF collaboration about being all alone on Christmas. However, in the end, the song reexamines the topic in an optimistic light. In live performances, each girl carries a lantern in her particular color. The Aqours' members then form a line and slowly walk forward while singing, making for a striking performance.",2,200,jacket_2107,31002108,32002108,0,0,0,2016/11/23,1
2109,Waku-Waku-Week!,Waku-Waku-Week!,Waku-Waku-Week!,"Yoshiko Tsushima (C.V: Aika Kobayashi), Hanamaru Kunikida (C.V: Kanako Takatsuki), and Ruby Kurosawa (C.V: Ai Furihata)",Lyrics: Aki Hata<br>Composition: Ramseeni and Yogo Uchida<br>Arrangement: Kotaro Odaka and Ramseeni,Love Live! Sunshine!! Anime Season 1 Blu-Ray Volume 3: Aqours Original Songs CD 3,"A song from the Love Live! Sunshine!! Anime Season 1 Blu-Ray Aqours Original Songs CD 3. This song puts the high energy and chattiness of the first-years on full blast. In the final chorus, each girl slips in her own catchphrase.",2,299,jacket_2109,31002109,32002109,0,0,0,2016/11/25,1
2111,Believe again,Believe again,Believe again,Saint Snow,Lyrics: Aki Hata<br>Composition / Arrangement: Takahiro Kawata,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow Soundtrack,"Saint Snow knows this is to be their final Love Live! before Sarah graduates, but the lyrics to this optimistic song are all about fresh starts and new beginnings. The heavy riffs and alternating rap sequences work together to give this song a modern heaviness.",2,204,jacket_2111,31002111,32002111,0,0,0,2019/02/06,1
2112,Over The Next Rainbow,Over The Next Rainbow,Over The Next Rainbow,Saint Aqours Snow,Lyrics: Aki Hata<br>Composition: Kanata Okajima and TAKAROT<br>Arrangement: TAKAROT and Shinji Tanaka,Love Live! Sunshine!! The School Idol Movie Over the Rainbow Soundtrack Singles: Songs Inspired by the Film,"This song depicts Aqours and Saint Snow's next steps after passing ""over the rainbow"" as the film's title suggests, and a reflection on the journey up to this point, with lyrics such as ""I'll never, ever forget this.""",2,205,jacket_2111,31002112,32002112,0,0,0,2019/02/06,1
2113,Sakura Bye Bye,Sakura Bye Bye,Sakura Bye Bye,CYaRon!,Lyrics: Aki Hata<br>Composition / Arrangement: Kyo Takada,Love Live! Sunshine!! Anime Season 2 Blu-ray Bonus: CYaRon! New Songs CD,"A song about graduation. Even while singing about departure, CYaRon!'s cheerful voices put a smile on the listener's face and sets their hands waving in the air. In the 5th Live tour, CYaRon! rode out in a trolley while calling ""Bye-bye!"" as fans used their light sticks to create a rainbow.",2,201,jacket_2113,31002113,32002113,0,0,0,2018/06/22,1
2114,No.10,No.10,No.10,Aqours,Lyrics: Aki Hata<br>Composition: Akira Sunset<br>Arrangement: APAZZI,Aqours 4th Live Theme Songs CD: B-Side,"This song tells every listener that Aqours isn't just nine people—the audience is the tenth member of the group! In the 4th Live tour, 50,000 Aqours members rocked the Tokyo Dome with a shout of ""10!""",2,200,jacket_2072,31002114,32002114,0,0,0,2018/08/01,1
2115,Jump up HIGH!!,Jump up HIGH!!,Jump up HIGH!!,Aqours,"Lyrics: Aki Hata<br>Composition: Kanata Okajima, Koudai Iwatsubo and TAKAROT<br>Arrangement: TAKAROT",Aqours Jumpin' up Project Theme Songs CD,"The summer uniforms the Aqours girls wear on the CD cover art give this poppy EDM song the same invigorating feel as a soft drink ad. In live performances, the actors whip out towels and wave them about in big circles.",2,200,jacket_2115,31002115,32002115,0,0,0,2019/06/30,1
2116,"Bouken Type A, B, C!!","Bouken Type A, B, C!!","Bouken Type A, B, C!!",Aqours,Lyrics: Aki Hata<br>Composition / Arrangement: Tatsuya Kurauchi,Aqours Best Of Album: Love Live! Sunshine!! Aqours CHRONICLE (2018–2020),"The theme song for the second installment of Real Escape Game x Love Live! Sunshine!! This cheerful song is a huge departure from the previous theme, Kimi no Hitomi o Meguru Boken. From moment one to the final chorus, this song offers adventures of all types from A to C.",2,200,jacket_2116,31002116,32002116,0,0,0,2021/10/07,1
2117,Sotsugyo desu ne,Sotsugyo desu ne,Sotsugyo desu ne,AZALEA,Lyrics: Aki Hata<br>Composition: Hirotaka Hayakawa<br>Arrangement: TECHNOBOYS PULCRAFT GREEN-FUND,Love Live! Sunshine!! Anime Season 2 Blu-ray Bonus: AZALEA New Songs CD,"An AZALEA song about graduation. Kanan's heartfelt lyrics ""We start here and then go right or left"" and Dia's ""Each of us choosing our own futures"" highlights the theme of parting. Fans adore the moving choruses in live performances when the actors clasp their hands together and pump them back and forth.",2,202,jacket_2117,31002117,32002117,0,0,0,2018/06/22,1
