_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_masterReleaseLabelId
10090009,Training Both Mind & Body,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
10090010,Nico-Nico-Ni!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10090011,Let Me Teach You!,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"27,26,26,26,25","43000,43000,43000,43000,43000","2500,2500,2500,3000,3000",0,0,0,4,"121,123,125,127,129",1
10090012,Nico's the Most Popular,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10090013,A Welcome Lecture,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",1
10090014,Watermelon Cake?,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22,22,21,21,21,20,20","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",1
20010001,Beloved School Idols,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
20010002,Dreams Come True!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"21,20,20","28000,28000,28000","4000,4000,4000",0,0,0,5,"1,1,1",1
20010003,Gotta Give It a Try,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20010004,Competitive,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
20010005,Packing for a Trip,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"25,24,23","30000,30000,30000",,0,0,0,6,"1,1,1",1
20010006,Sending Out My Feelings,"For every {0} rhythm icons, there is a {1}% chance<br>of Aqours rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,200,0,4,"111,113,115",1
20010007,Great Day for a Swim!,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20010008,Mikan Orange Power!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20010009,Time to Brush!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20010010,Koala Nap,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
20010011,Post-Practice Walk & Talk,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"30,29,29,29,28,28,28,27,27","49000,49000,49000,49000,49000,49000,49000,49000,49000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"108,110,112,114,116,118,120,122,124",1
20010012,Orange Mermaid,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"21,20,20,20,19,19,19,18,18","32000,32000,32000,32000,32000,32000,32000,32000,32000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",1
20020001,Here to Aid Everyone,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
20020002,Transfer Student from the City,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20020003,Let's Have Some Fun!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"25,24,24","32000,32000,32000","4000,4000,4000",0,0,0,5,"1,1,1",1
20020004,Worked up a Sweat,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20020005,Going All Over,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
20020006,Let's Have Tons of Fun,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
20020007,Uchiura's Appeal,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20020008,Toward a New Me,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"21,20,19,18,17","26000,26000,26000,26000,26000",,0,0,0,6,"2,2,2,2,3",1
20020009,Time for Your Shot,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20020010,Performance Partner,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
20020011,Trio's Melody,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
20020012,Apple's Temptation,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"22,21,21,21,20,20,20,19,19","29000,29000,29000,29000,29000,29000,29000,29000,29000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
20030001,Grownup Personality,"For every {0} rhythm icons, there is a {1}% chance<br>of Aqours rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,200,0,4,"111,113,115",1
20030002,Helping at the Shop,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
20030003,Wanna Go Out?,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20030004,Tie Back Your Hair,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
20030005,"Far, Far Away","For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
20030006,All Systems Go,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
20030007,Surfing's My Forte,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20030008,Costume Fitting,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20030009,"Try, Try Again!","Every time you get a {0} combo, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",2,"22,21,21,21,20","37000,37000,37000,37000,37000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
20030010,Entranced by Nature,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20030011,Sea Breeze's Kiss,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",1
20030012,Ring Finger,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"23,22,22,22,21,21,21,20,20","30000,30000,30000,30000,30000,30000,30000,30000,30000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
20040001,Famous Daughter,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20040002,Perfectionist,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20040003,Zero Defects Allowed,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20040004,Aim for the Top,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20040005,How Far Can We Go?,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
20040006,Meetup at the Sluice Gate,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
20040007,Lighting Up Uchiura,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
20040008,The Limit Is 2 cm!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
20040009,We Are Aqours!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
20040010,Twist of History,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20040011,Sister's Routine,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"26,25,24,23,22,21,20,19,18","31000,31000,31000,31000,31000,31000,31000,31000,31000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
20040012,Beware of the Wolf,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"119,121,123,125,127,129,131,133,135",1
20050001,Aye Aye!,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"25,24,24","39000,39000,39000","2000,2000,2000",0,0,0,4,"124,126,128",1
20050002,Aspiring Captain,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
20050003,Chika's Mikan Oranges,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20050004,Time to Set Sail,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
20050005,All Aboard!,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
20050006,Excuse Me!,"For every {0} rhythm icons, there is a {1}% chance<br>of Aqours rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,200,0,4,"111,113,115",1
20050007,Seaside Swimming Spot,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"21,20,20","28000,28000,28000","4000,4000,4000",0,0,0,5,"1,1,1",1
20050008,Costume-Making,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20050009,Come a Little Closer,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20050010,The Culprit...Is You!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19,19,18","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
20050011,Sparkling Water,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"28,27,27,27,26,26,26,25,25","37000,37000,37000,37000,37000,37000,37000,37000,37000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
20050012,Bridal Countdown,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"21,20,19,18,17,16,15,14,13","26000,26000,26000,26000,26000,26000,26000,26000,26000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
20060001,Meeting Yohane!,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"19,18,17","31000,31000,31000",,0,0,0,6,"1,1,1",1
20060002,Fallen Angel Yohane,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"20,19,19","27000,27000,27000","4000,4000,4000",0,0,0,5,"1,1,1",1
20060003,A Sinful Devil,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20060004,Fall from Grace,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
20060005,This Is Temporary!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20","29000,29000,29000","2000,2000,2000",0,0,0,4,"108,110,112",1
20060006,Descend with Me,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
20060007,Seaside Fallen Angel,"For every {0} rhythm icons, there is a {1}% chance<br>of Aqours rhythm icon score being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",0,200,0,4,"112,114,116",1
20060008,Sinfully Dark Dress,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
20060009,Ultimate Fallen Angel Cheer,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20060010,Black Magic Woman,Has a {1}% chance of restoring<br>{3} stamina every {0}s.,4,"7000,6900,6800,6700,6600","42000,42200,42400,42600,42800",,0,0,0,6,"2,2,2,2,3",1
20060011,Fallen Angel R-P-S,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"23,22,21,20,19,18,17,16,15","36000,36000,36000,36000,36000,36000,36000,36000,36000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
20060012,Descent into Hellfire,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",1
20070001,Temple's Daughter,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20070002,Lover of Literature,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20070003,Chilling at the Library,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
20070004,I'll Do My Best,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20070005,Bookworm's Day Out,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20070006,After Choir Practice,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20070007,At the Uchiura Shore,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"20,19,19","27000,27000,27000","4000,4000,4000",0,0,0,5,"1,1,1",1
20070008,My Books Are My Treasure,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20070009,Every Day's an Adventure,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20070010,Cubify the Ball,"Every time you get a {0} combo, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",2,"22,21,21,21,20","37000,37000,37000,37000,37000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
20070011,After Lunch,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",1
20070012,Unfading Beauty,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"22,21,21,21,20,20,20,19,19","29000,29000,29000,29000,29000,29000,29000,29000,29000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
20080001,Ciao ♪,"For every {0} rhythm icons, there is a {1}% chance<br>of Aqours rhythm icon score being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",0,200,0,4,"112,114,116",1
20080002,Chairwoman,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
20080003,Shiny☆,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"25,24,24","32000,32000,32000","4000,4000,4000",0,0,0,5,"1,1,1",1
20080004,Fearless Challenger,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20080005,Equestrian Lessons,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
20080006,Out and About with Mari,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20080007,Uchiura is the Best!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20080008,Resort Outfit,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20080009,Love Potion,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"22,21,20,19,18","35000,35000,35000,35000,35000",,0,0,0,6,"2,2,2,2,3",1
20080010,Flaming Passion,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20080011,So Picturesque,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"25,24,24,24,23,23,23,22,22","33000,33000,33000,33000,33000,33000,33000,33000,33000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
20080012,Fruit Carnival!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19,19,18,18,18,17,17","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
20090001,Crybaby,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"19,18,17","31000,31000,31000",,0,0,0,6,"1,1,1",1
20090002,A Bit Shy,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
20090003,Sewing Specialist,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20090004,Aim to Be an Idol,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
20090005,Let's Travel Far Away,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20090006,Waiting On My Sister,"For every {0} rhythm icons, there is a {1}% chance<br>of Aqours rhythm icon score being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",0,200,0,4,"112,114,116",1
20090007,Warm Sandy Beach,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
20090008,I Can Do It!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"24,23,23,23,22","31000,31000,31000,31000,31000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
20090009,Cheerleader Tryout,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"27,26,26,26,25","43000,43000,43000,43000,43000","2500,2500,2500,3000,3000",0,0,0,4,"121,123,125,127,129",1
20090010,Ruby's Courage,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
20090011,Sleepyhead,"Every {0} seconds, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",4,"9000,8800,8800,8600,8600,8400,8400,8200,8200","39000,39200,39400,39600,39800,40000,40200,40400,40600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"149,151,153,155,157,159,161,163,165",1
20090012,A Flower to Accent,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21,21,20,20,20,19,19","30000,30000,30000,30000,30000,30000,30000,30000,30000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"110,112,114,116,118,120,122,124,126",1
30010001,Gracefully,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
30010002,One Step at a Time,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"22,21,21","29000,29000,29000","4000,4000,4000",0,0,0,5,"1,1,1",1
30010003,Hard Worker,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
