_id,_textJa,_textEn,_masterReleaseLabelId
Profile_BirthdaySettingDialogNote,*Your birthday cannot be changed once it is set.<br>You will receive special messages on your birthday.<br>*Your birthday does not need to match the date of birth entered in your purchase details.,* Birthday cannot be changed later<br>* Special chat will arrive on your birthday<br>* It doesn't have to be the same as the date of birth when checking the purchase upper limit.,1
TitleList_TitleChangeDialogTitle,Confirm,confirmation,1
TitleList_TitleChangeDialogText,Use this title.,Set this title,1
TitleList_TitleNoDetailText,No title set.,No explanation of the title,1
TitleList_TitleListTabNormal,Normal,usually,1
TitleList_TitleListTabEvent,Events,event,1
TitleList_TitleListTabMember,Members,member,1
TitleList_TitleListTabMigration,Link Data,Data cooperation,1
TitleList_NoMigrationMessage,You do not have any data link titles.,I do not have the title of data linkage,1
TitleList_TitleListEmpty,No titles available.,There is no title,1
Exchange_Tab_Main,Main,Main,1
Exchange_Tab_Tea,Tea,Black tea,1
Exchange_ExpireDateLabel,Exchange time limit,Expiration date,1
Exchange_ExchangeSelectMessageText,★Select an exchange!★,★ Please select the exchange ★,1
Exchange_SealExchangeHeaderMainTitle,Scout Point Exchange,Solicary point exchange,1
Exchange_PickExchangeHeaderMainTitle,Item Exchange,Exchange,1
Exchange_TicketExchangeHeaderMainTitle,Ticket exchange,Ticket exchange,1
Exchange_SoldOutMessage,Exchange limit reached.,The exchange limit has reached,1
Exchange_ExchangeLimitMessage,Unable to exchange. You are holding the maximum amount.,It cannot be replaced because it has reached the upper limit,1
Exchange_GetSeal,Get Scout Points,Get solicitation points,1
Exchange_ShopResetMessage_Daily,Resets daily at 12 am.,Updated every day at midnight,1
Exchange_ShopResetMessage_Weekly,Resets weekly at {0}.,Updated to {0} every week,1
Exchange_ShopResetMessage_Monthly,Resets on the 1st of each month.,Updated on the 1st of every month,1
Exchange_ResetDayDaily,Today,today,1
Exchange_ResetDayWeekly,This week,this week,1
Exchange_ResetDayMonthly,This month,this month,1
Exchange_RemainCount,{0}x remaining,And {0} times,1
Exchange_ResultMesseage,Obtained {1} {0}(s)!,{0} {1},1
Exchange_ResultCardMesseage,Recruited {2} [{1}] {0}!,[{1}] {0} solicited {2} people!,1
Exchange_FilterDialogTitle,Filter by exchange,Exchange squeezing,1
Exchange_FilterDialogCategoryLabel,Filter by category,Category aperture,1
Exchange_FilterDialogSoldOutLabel,Filter by obtained,Acquired narrowed down,1
Exchange_FilterDialogCategoryAll,All,all,1
Exchange_FilterDialogCategoryStamp,Stickers,stamp,1
Exchange_FilterDialogCategoryPrimaryItem,Key items,Main item,1
Exchange_FilterDialogCategoryPhotoSeal,Member,Member,1
Exchange_FilterDialogCategoryTicket,Tickets,ticket,1
_FilterDialogDefaultButtonText,Reset to<br>default,Return to the default,1
Exchange_Name_Exchange,Exchange,exchange,1
Exchange_Name_Purchase,Purchase,purchase,1
Exchange_Name_LevelUp,Level Up,Level up,1
Exchange_EmptyData,No items can be {0}.,There is no product that can be {0},1
Exchange_AmountLabel,{0},{0} number,1
Exchange_AmountDialogTitle,How many {0} would you like?,How many {0} do you want,1
Exchange_AmountDialogMessage,*members who have previously been recruited will be exchanged for Light Sticks.,"* Except for members who join for the first time, it will be converted to penlight.",1
Exchange_ConfirmDialogTitle_Countable,Confirm: {0},{0} number confirmation,1
Exchange_ConfirmDialogTitle_Uncountable,Exchange for {0}?,{0}?,1
Exchange_ResultDialogTitle,Exchanged for {0}.,{0},1
DeckEdit_RecommendDialogTitle,Recommended,Recommended organization,1
DeckEdit_RecommendPriorityType,Attribute,attribute,1
DeckEdit_RecommendPriorityGroup,Group,group,1
DeckEdit_RecommendPrioritySkill,Skill,Special skill,1
DeckEdit_RecommendTypeAll,None specified,unspecified,1
DeckEdit_RecommendGroupAll,None specified,unspecified,1
DeckEdit_RecommendGroupOther,Other,others,1
DeckEdit_RecommendTypeBonus,Attribute Bonus,Attribute bonus,1
DeckEdit_RecommendCharacterBonus,Member Bonus,Member bonus,1
DeckEdit_RecommendEventBonus,Event bonus,Event bonus,1
DeckEdit_RecommendSkillAll,None specified,unspecified,1
DeckEdit_RecommendSkillScore,Score Up,Score -up,1
DeckEdit_RecommendSkillScoreCondition,Conditional Score Up,Conditional score up,1
DeckEdit_RecommendSkillRecovery,HP Heal,Recovery of physical strength,1
DeckEdit_RecommendSkillEnhanced,Judgment Boost,Strengthening of the decision,1
DeckEdit_RecommendSkillOther,Other,others,1
DeckEdit_RecommendCheckCenterFixed,Fix center position,Fix the center position,1
DeckEdit_RecommendCheckBonusApply,Prioritize specially-selected members,Priority for selected members,1
DeckEdit_RecommendGroupSelectDialogTitle,Select Group,Group selection,1
DeckEdit_DefaultBandName,Unit {0},Unit {0},1
DeckEdit_TabName,Unit {0},Unit {0},1
DeckEdit_StatusPower,LP,LP,1
DeckEdit_StatusTotal,Unit Group Power,Unit comprehensive power,1
DeckEdit_StatusSoul,Smile,Smile,1
DeckEdit_StatusTechnic,Pure,pure,1
DeckEdit_StatusAppeal,Cool,cool,1
DeckEdit_StatusOrnamentBouns,Items,item,1
DeckEdit_StatusEventBouns,Events,event,1
DeckEdit_StatusTypetBouns,Attribute Bonus,Attribute bonus,1
DeckEdit_MainUnitSetButton,Set as Main,Main unit settings,1
DeckEdit_RecommendEditButton,Recommended,Recommended organization,1
DeckEdit_ResetButton,Reset,reset,1
DeckEdit_OrnamentButton,Items,item,1
DeckEdit_TotalParamDetailButton,Group Power Details,Comprehensive power details,1
DeckEdit_EventNothing,No event bonuses available.<br>No events are currently being held.,There is no bonus because it is outside the event period,1
DeckEdit_UnitNameDialogTitle,Unit Name,Unit name,1
DeckEdit_UnitNameDialogMessage,Enter a name for this unit.,Please enter the unit name,1
DeckEdit_UnitNameDialogLimitNum,8 characters or less,Within 8 characters,1
DeckEdit_ClassmateButton,(Dummy),(dummy),1
DeckEdit_ClassmateTotalParam,(Dummy),(dummy),1
DeckEdit_PassiveSkillTotalParam,(Dummy),(dummy),1
DeckEdit_EventBonusMessage,Your event pt bonus is calculated from the total value of each member in your unit with bonuses.,Event PT bonuses apply the total value of all selected members in the formation.,1
DeckEdit_EventBonusEventPointUp_ChallengeLive,Miracle Collection event pts {0}% up,Event Pt {0}%Up with Miracle Collection,1
DeckEdit_EventBonusTotalPointUp_ChallengeLive,Increase the group power of certain members<br>during the Miracle Collection.,In the Miracle Collection <br> Improve the overall power of the target member,1
DeckEdit_EventBonusEventPointUp_LiveTry,Miracle Collection event pts {0}% up,Event Pt {0}%Up with Miracle Collection,1
DeckEdit_EventBonusTotalPointUp_LiveTry,Increase the group power of certain members<br>during the Miracle Collection.,In the Miracle Collection <br> Improve the overall power of the target member,1
DeckEdit_EventBonusEventPointUp_MultiLive,,,1
DeckEdit_EventBonusTotalPointUp_MultiLive,,,1
DeckEdit_EventBonusTotalPointUp,Member Bonus (Member Group Power),Member bonus (comprehensive power),1
DeckEdit_EventBonusEventPointUp,(Event pts),(Event PT),1
DeckEdit_EventBonusNoRate,---,---,1
DeckEdit_EventBonusRate,{0}% x{1},{0}%x {1} person,1
DeckEdit_EventBonusRateUp,UP!,UP!,1
DeckEdit_EventBonusInvalidMessage1,Event bonus,Event bonus,1
DeckEdit_EventBonusInvalidMessage2,No valid members.,There are no target members,1
DeckEdit_Passive,Passive Skill,Passive skill,1
DeckEdit_LiveRole,(Dummy),(dummy),1
DeckEdit_SupportRole,(Dummy),(dummy),1
DeckEdit_SelectEventDialogTitle,Select an Event,Target event selection,1
DeckEdit_SelectEventDialogText,Display event bonus details<br>for the selected event.,Displays the event bonus information of the selected event,1
DeckEdit_SelectEventDialogCaution,Events without event bonuses will be hidden.,Events without event bonuses are not displayed,1
DeckEdit_ClassmateDisp,Show all members,All members display,1
DeckEdit_TotalParamDetailDialogTitle,Unit Details,Unit details,1
DeckEdit_CenterSkillRiseValue,Center skill boost,Center skill rise value,1
DeckEdit_EventBonusRiseValue,Event point boost,Event bonus rise value,1
DeckEdit_UpperArrowValue,↑{0},↑ {0},1
DeckEdit_SkillLvValue,Lv. {0},Lv {0},1
DeckEdit_EventPt,Event pts,Event PT,1
DeckEdit_IconBonus,Miracle Star,Miracle star,1
DeckEdit_StatusTotalAttention,Total unit points shown includes center skill boost value.,The comprehensive unit value is described in combination of the increase in the center skill.,1
DeckEdit_PositionEditMessage,Drag members to change their positions.,Drag the members and change the arrangement,1
DeckEditCharaSelect_PhotoTotalParam,Member group power,Comprehensive power,1
LiveMission_DialogTitle,{0} mission rewards list,List of achievement rewards of {0},1
LiveMission_DialogScoreRank,Score rank,Score rank,1
LiveMission_DialogComboCount,Combo,Number of combo,1
LiveMission_DialogFullCombo,Full Combo,Full combo,1
LiveMission_DialogClearCount,Clear Count,Number of clears,1
ShopCommon_FreeGem,Free Love Gems,Free Loveka,1
ShopCommon_ChargeGem,Paid Love Gems,Paid Loveka,1
ShopCommon_Price,Price,price,1
GemShop_FundSettlement,Payment Services Act<br>Notification,Fund Settlement Law<br>Display based on,1
GemShop_ServiceGuidelines,In-game Currency Guidelines,In -service currency guidelines,1
GemShop_MedalGuidelines,Love Gem Terms of Service,Loveka Terms of Use,1
GemShop_SpecifiedCommercialTransactions,Display Specified<br>Commercial Transactions Act,Specified Commercial Transaction Law<br>Display based on,1
GemShop_SpecifiedCommercialTransactions_DialogTitle,Display Specified Commercial Transactions Act,Display based on the Specified Commercial Transactions Law,1
GemShop_FundSettlement_DialogTitle,Display Payment Services Act,Display based on the Fund Settlement Law,1
GemShop_SpecifiedCommercialTransactions_FundSettlement,Display Specified Commercial Transactions Act / Payment Services Act,Display based on the Special Commercial Code/Fund Settlement Law,1
GemShop_BuyComplete,Purchase Complete,Purchase completion,1
GemShop_BuyCompleteMessage,Purchased {1} {0}.,I purchased {0} {1},1
GemShop_Confirm,Confirm,confirmation,1
GemShop_BuyStaminaMessage,Spend {0} Love Gem(s)<br>to restore {1} LP?,We consume {0} {0} and recover LP {1} <br> Is that OK?,1
GemShop_ClosedGemShopMessage,Love Gems cannot be purchased at this time.,Currently I can't buy Loveka,224012502
GemShop_BuyStaminaCompleteTitle,Restore LP,LP recovery window,1
GemShop_BuyStaminaCompleteMessage,Restored {0} LP!,LP has recovered {0}!,1
GemShop_AgeConfirm,Age Verification,Age confirmation,1
GemShop_AgeMessage,You must verify your age. Please enter your date of birth.,Please enter your date of birth to confirm your age,1
GemShop_AgeNote,Note: Your date of birth cannot be changed once it is set.,* The date of birth cannot be changed later.,1
GemShop_AgeMaxMessage,"*Under 16: Up to ¥5000 (incl. tax) / month.<br>Over 16, under 18: Up to ¥10,000 (inc. tax) / month<br>*Over 18: No spending limits. ","* Up to 5000 yen (tax included) per month (tax included) under 16 years old<br>* 16 years old or older under 18 years old: Up to 10,000 yen (tax included) per month<br>* 18 years old or older: No upper limit",1
GemShop_AgeNote1617,16 - 17 years old:,16-17 years old:,1
GemShop_AgeNote16,Under 16:,Under 16 years old:,1
GemShop_LimitOverMessage,You have reached your monthly spending limit. You cannot make any more purchases this month.,We cannot purchase this month because we have reached the upper limit of the available amount.,1
GemShop_LimitAlertOver,You have already spent ¥{0}<br>on Love Gems this month.,The purchase amount of Labka for one month has already exceeded {0} yen,1
GemShop_LimitAlert,This purchase exceeds your monthly<br>Love Gem spending limit by ¥{0}.,"By purchasing this purchase, the purchase amount of Loveka for one month exceeds {0} yen.",1
GemShop_PurchaseConfirm,Buy {0}?,Do you buy {0}?,1
GemShop_AgeSelectedTitle,Verify Your Age,Age registration confirmation,1
GemShop_AgeSelectedContents,Is your date of birth below correct?,Is your date of birth:,1
GemShop_AgeSelectedConfirm,Note: Your date of birth cannot be changed once it is set.,* The date of birth cannot be changed later.,1
GemShop_AgeDecisionContents,Age successfully verified.,I checked the age,1
GemShop_AgeDecisionContentsFormat,Age successfully verified.,I checked the age,1
GemShop_AgeDecisionLimitLabel,{0}: Up to ¥{1} per month,{0}: Until monthly ¥ {1},1
GemShop_AgeDecision,Setting complete.,The setting is complete,1
GemShop_Monthly,Monthly Limit,Monthly amount,1
GemShop_AlertMessage,This purchase will exceed your monthly spending limit of ¥{0}. Are you sure you wish to proceed?,"The amount used this month exceeds {0} yen, but do you continue to buy it as it is?",1
GemShopItem_LimitBuyAmount,{0} remaining,Remaining {0},1
GemShopItem_LimitDate,Up to {0},Until {0},1
GemShopItem_Amount,{0},{0} pieces,1
GemShopItem_LimitAmount,{0} left,And {0} pieces,1
GemShopItem_GemAmount,{0} Love Gems,Loveka {0},1
GemShopItem_Omake,<br><size=22><color=#F93981>+{0} Free Love Gems,<br> <size = 22> <color =#f93981>+Free Loveka {0},1
GemShopItem_Charge,{0} Paid Love Gems,Paid Loveka x {0},1
GemShopItem_Free,{0} Free Love Gems,Free Loveka x {0},1
GemShopItem_Money,¥{0},\ {0},1
GemShopItem_Increase,x{0},Increased {0},1
GemShopItem_Period,Sale Period,Sales period,1
GemShopItem_Season,{0} – {1},{0} ~ {1},1
GemShopItem_TicketInfo,*You cannot receive Love Gems for days when you did not log in.<br>*Items other than Love Gems will be sent to your present box.<br>*Items will be directly added to your inventory upon logging in.<br>*Login bonuses can be received from midnight the day after purchasing.,* You cannot receive Loveka on the day you did not log in<br>* Items other than Loveka will be sent to the present<br>* It is given directly when logged in and is reflected in the number of possession.<br>* You can receive the login bonus from 0:00 the following day of the purchase date.,1
GemShopItem_TicketBuyInfo,<color=#D73C55>Purchased</color><br>Valid until: {0},<color =#d73C55> Purchased </color><br>Expiration date: {0},1
GemShopItem_TicketRemainPresent,1 free per day<br><color=#D73C55>{0} remaining</color>,Gift once a day<br><COLOR =#D73C55> Dust {0} times </color>,1
GemShopItem_ChargeGemComfirm,Spend {0} Love Gem(s) to purchase {1}?<br>This item can only be purchased with Paid Love Gems.,We consume {0} and purchase {1} <br> This product can be purchased only with a paid Labka,1
GemShopItem_FreeGemComfirm,Spend {0} Love Gem(s) to purchase {1}?<br>Free Love Gems will be spent first.,We consume {0} and buy {1} <br> Loveka is consumed from free,1
GemShopItem_SubscriptionButton_MembersCard,View Member Card,See your membership card,1
GemShopItem_SubscriptionButton_Buy,Purchase,purchase,1
GemShopItem_SubscriptionButton_Info,Membership Details,Details,1
GemShopItem_SubscriptionRemainingText,Renews in: {0},Until update {0},1
GemShopItem_Membership_CardNo,Membership No.,Member NO,1
GemShopItem_Membership_CardStart,Membership start date,Join Date,1
GemShopItem_Membership_CardChangeButton,Change<br>Design,Design <br> Change,1
GemShopItem_Membership_WallpaperTitle,Change Member Card Design,Membership card design change,1
GemShopItem_Membership_WallpaperAlert,*Changes will not be visible until you tap confirm.,* It will not be reflected unless you tap the decision button,1
GemShopItem_Membership_WallpaperSelected,Selected,choosing,1
GemShopItem_Membership_WallpaperUsing,In Use,in use,1
GemShopItem_Membership_WallpaperDecide,Confirm,Decision,1
GemShopItem_Membership_WallpaperNotice,The design of your member card has been changed.,Changed the design of the membership card,1
GemShopItem_Membership_InfoTitle,Membership Details,Details,1
GemShopItem_Membership_InfoTabSummary,Overview,overview,1
GemShopItem_Membership_InfoTabLoginBonus,Login Bonuses,Login bonus,1
GemShopItem_Membership_InfoTabMission,Goals,assignment,1
GemShopItem_Membership_InfoSummaryTitle,MIRACLE Pass Membership - Overview,Miracle Pass Member Overview,1
GemShopItem_Membership_InfoSummaryUnsubscribe,Unsubscribe,Cancel,1
GemShopItem_Membership_InfoLoginBonusTitle,Special MIRACLE Pass Login Bonuses!,Miracle Pass Member Special Login Bonus!,1
GemShopItem_Membership_InfoLoginBonusDescription,"Earn more with a MIRACLE Pass! Log in for 20 days to receive up to 1,000 Free Love Gems!<br>*You can begin receiving login bonuses the day after you purchase the pass.",Acquired by joining Miracle pass! Log in for 20 days and get a maximum of 1000 Loveka GET!<br>* You can receive it from the day after you join.,1
GemShopItem_Membership_InfoLoginBonusDayCount,No. of Days,Number of days,1
GemShopItem_Membership_InfoLoginBonusDayCountFormat,Day {0},{0} Day,1
GemShopItem_Membership_InfoLoginBonusGotItem,Bonus Items,Acquired items,1
GemShopItem_Membership_InfoLoginBonusStatus,Status,Acquisition status,1
GemShopItem_Membership_InfoLoginBonusClear,Obtained,Already acquired,1
GemShopItem_Membership_InfoLoginBonusNotClear,Not completed,Not Achieved,1
GemShopItem_Membership_InfoMissionTitle,Special Goals for MIRACLE Pass Members!,MIRACLE Pass Member Special Assignment!,1
GemShopItem_Membership_InfoMissionDescription,"Complete all of the goals to get up to 1,500 Free Love Gems!<br><br>*Please be sure to complete the goals at least 48 hours before the end of the availability period.",Clear all issues and get a maximum of 1500 Loveka GET!<br>* Please clear at 48 hours before the end of the period.,1
GemShopItem_Membership_InfoMissionClearCount,No. of Songs Cleared,Number of music clears,1
GemShopItem_Membership_InfoMissionClearCountFormat,Clear {0}x,{0} Clear,1
GemShopItem_Membership_InfoMissionGotItem,Bonus Items,Acquired items,1
GemShopItem_Membership_InfoMissionStatusProgress,In Progress,in progress,1
GemShopItem_Membership_InfoMissionStatusClear,Cleared,clear,1
GemShopItem_Membership_InfoMissionStatusReceived,Received,Reward received,1
GemShopItem_Membership_InfoMissionButton,See Goals,To the challenge,1
ConfirmMedal_Gem,Current Love Gems,Confirmation of possession Loveka,1
ConfirmMedal_Log,Love Gem Details,Loveka details,1
ConfirmMedal_ChargeGemReason,[{0}] purchased.,I purchased [{0}],1
DeckConfirm_LiveStartWarning,You must have 9 members in your unit to start a live show.<br>Please add more members to the unit.,"To start the live, you need to set nine members in the unit<br>Please organize the members",1
DeckConfirm_StaminaUse,Consume {0},{0} consumption,1
DeckConfirm_AutoBurstDialogTitle,Auto Ticket Settings,Consumer auto ticket setting,1
DeckConfirm_LiveBurstDialogTitle,LP Consumption Settings,Consumption LP settings,1
DeckConfirm_UseBurstDialogTitle,Burst Settings,Used burst settings,1
DeckConfirm_UseBurstDialogBurstSetting,General burst usage setting.,Basic use burst settings,1
DeckConfirm_UseBurstDialogThisTimeBurst,Bursts to be used this time.,Burst used this time,1
DeckConfirm_UseBurstDialogAutoDescription,Gameplay will be skipped if you use Skip Tickets.,Using a skip ticket will be a skip play,1
DeckConfirm_UseBurstDialogBurstWarning,*Skip Tickets with the earliest expiration dates will be used first.<br>*Skip Tickets can only be used for songs and difficulties you have already cleared.,* Skip tickets are used from those with early use. <br> * Skip tickets can only be used for clear songs and difficulty levels.,1
DeckConfirm_UseBurstDialogAutoWarning,*Skip Tickets with the earliest expiration dates will be used first.<br>*Skip Tickets can only be used for songs and difficulties you have already cleared.,* Skip tickets are used from those with early use. <br> * Skip tickets can only be used for clear songs and difficulty levels.,1
DeckConfirm_NoBurst,Not Obtained,Unpalated,1
DeckConfirm_CanNotUsedNoBurst,Unavailable. None currently held.,Cannot be used because it is not possessed,1
DeckConfirm_CanNotUsedNoClear,Unavailable. The selected song has not been cleared.,Cannot be used because the selected song is not cleared,1
DeckConfirm_CanNotUsedNoClearShort,Unavailable for uncleared songs.,Not available when clearing,1
DeckConfirm_LiveParam,Live Show Value,Live numerical value,1
DeckConfirm_AutoParam,Auto Value,Auto numerical value,1
DeckConfirm_EventPointGet,Event pts,Event PT,1
DeckConfirm_EventGachaPointGet,Scout (Box) pts obtained,Solicary (Box) P acquisition,1
DeckConfirm_ItemAndExpGet,Rewards & EXP,Reward / EXP,1
DeckConfirm_Magni,x,Doubling,1
DeckConfirm_StaminaBoostNotSelect,Set,setting,1
DeckConfirm_StaminaBoostSelect,Set,setting up,1
DeckConfirm_StaminaBoostWarning,"*If your LP consumption settings exceed your current LP, all of your current LP will be consumed.","* If the number of consumption is less than the set consumption, consume all the number of possessions.",1
DeckConfirm_StaminaBoostAutoWarning,"*When ""auto"" is used, high scores and achievement awards are not recorded.","* In the case of auto, high score and achievement reward are not recorded.",1
DeckConfirm_Note,You have 0 LP.<br>Skipping is not available.<br>Please select a method<br>if you would like to restore LP.,"Since the LP is 0, you cannot skip <br> If you recover LP, select the recovery method.",1
DeckConfirm_OptionButton,Options,option,1
DeckConfirm_HealthyBoostButton,LP,LP,1
DeckConfirm_StartButton,Start Live Show,Live start,1
DeckConfirm_AutoOn,Auto: ON,Auto: ON,1
DeckConfirm_AutoOff,Auto: OFF,Auto: OFF,1
DeckConfirm_Passive,Passive Skill,Passive skill,1
DeckConfirm_LiveRole,Live Show Leader,Live in charge,1
DeckConfirm_SupportRole,Support,Support charge,1
DeckConfirm_EventBonusTotalPointUp,Member Bonus (Member Group Power),Member bonus (comprehensive power),1
DeckConfirm_EventBonusEventPointUp,(Event pts),(Event PT),1
DeckConfirm_EventBonusNoRate,---,---,1
DeckConfirm_EventBonusRate,{0}%,{0}%,1
DeckConfirm_EventBonusRateUp,UP!,UP!,1
DeckConfirm_EventBonusInvalidMessage1,Event bonus,Event bonus,1
DeckConfirm_EventBonusInvalidMessage2,No valid members.,There are no target members,1
DeckConfirm_LiveBonusTypePointUp,Attribute Bonus (Member Group Power),Attribute bonus (comprehensive power),1
DeckConfirm_LiveBonusRate,{0}% x{1},{0}%x {1} sheets,1
DeckConfirm_LiveBonusRateUp,UP!,UP!,1
DeckConfirm_EventCandyAmount,{0}/{1},{0}/{1},1
DeckConfirm_LiveConditionButton,Special Live Show,Live conditions,1
DeckConfirm_LiveConditionDialogTitle,Live Show Special Conditions,Live conditions,1
DeckConfirm_LiveConditionDialogCondition,Live show special conditions,Live participation conditions,1
DeckConfirm_LiveConditionDialogRule,Live show rules,Live rule,1
DeckConfirm_LiveConditionDialogErrorMessage,The <color=#ff0000>live show special requirements</color>have not been met.<br>You cannot participate in this live show.,<COLOR =#ff0000> Live participation conditions </color> did not meet <br> I could not participate,1
Story_MainStoryFirstSeason,First Season,First season,1
Story_MainStorySecondSeason,Second Season,Second season,1
Story_SeasonChapterNumberFormat,#{0} - {1},#{0} - {1},1
Story_ChapterNumberFormat,#{0},#{0},1
Story_TitleWithChapterNumberFormat,{0} Chapter {1} - {2},{0} {1} story '{2}',1
Story_ReleaseTitleWithChapterNumberFormat,{0}<br>Chapter {1} - {2},{0} <br> {1} story '{2}',1
Story_StoryTopHeaderMainTitle,Story Top,Story TOP,1
Story_StoryTopHeaderSubTitle,Story,story,1
Story_MainStoryListHeaderMainTitle,Story Select,Story selection,1
Story_MainStoryListHeaderSubTitle,Main Story,Main story,1
Story_SubStoryTopHeaderMainTitle,Select Group,Group selection,1
Story_SubStoryTopHeaderSubTitle,Side Story,Substory,1
Story_SubStoryListHeaderMainTitle,Story Select,Story selection,1
Story_SubStoryListHeaderSubTitle,Side Story,Substory,1
Story_EventStoryTopHeaderMainTitle,Select Event,Event selection,1
Story_EventStoryTopHeaderSubTitle,Event Story,Event story,1
Story_EventStoryListHeaderMainTitle,Story Select,Story selection,1
Story_EventStoryListHeaderSubTitle,Event Story,Event story,1
Story_CardStoryTopHeaderMainTitle,Select Member,Member selection,1
Story_CardStoryTopHeaderSubTitle,Story,story,1
Story_CardStoryListHeaderMainTitle,Story Select,Story selection,1
Story_CardStoryListHeaderSubTitle,Story,story,1
StoryPart_NumberFormat,Chapter {0},{0} story,1
StoryPart_TitleWithNumberFormat,Chapter {0}: {1},{0} story '{1}',1
StoryPart_TitleWithNumberTranslucentFormat,<color=#804B413C>Chapter {0} - {1}</color>,<color =#804b413c> {0} story '{1} </color>,1
StoryPart_TitleListWithNumberFormat,Chapter {0} - Chapter {1},{0} story ~ {1} story,1
StoryPart_SeasonChapterNumberFormat,#{0} - {1} - {2},#{0}-{1}-{2},1
StoryPart_ChapterNumberFormat,#{0} - {1},#{0} - {1},1
StoryPart_TitleWithChapterNumberFormat,Chapter {0}: {1},{0} story '{1}',1
StoryPart_RankReleaseDetailFormat,Reach rank {0}.,Set the rank to {0},1
StoryPart_GroupRankReleaseDetailFormat,Get total group rank to {0}.,Make the comprehensive glue planck into {0},1
StoryPart_LiveReleaseDetailFormat,Clear {0}<br>with a score of {1} or higher.,Clear {0} with <br> score {1} or more,1
StoryPart_MissionReleaseDetailFormat,Clear mission {0}.,Clear the mission '{0}',1
StoryPart_ReleaseInfo,Play the game and raise your rank!,Play the game and give Rank!,1
StoryPart_NotRelease,Not currently available.,Currently not open,1
SubStory_GroupRankRewardDialogTitle,Group Rank Rewards List,List of glue plank rewards,1
SubStory_GroupRankRewardDialogUntilRankUp,Rank Up in:,Until the ranking up,1
SubStory_GroupRankRewardDialogTotalExp,Total EXP,Cumulative EXP,1
SubStory_GroupRankRewardDialogRank,Rank,Rank,1
SubStory_GroupRankRewardDialogMax,MAX,MAX,1
ConfirmMedal_DialogTitle,Current Love Gems,Confirmation of possession Loveka,1
ConfirmMedal_ChargeMedal,Paid,Paid,1
ConfirmMedal_FreeMedal,Free,Free of charge,1
ConfirmMedal_TotalMedal,Total Love Gems,Total Loveka,1
ConfirmMedal_Warning,Note: Free Love Gems will be used first.,* It is consumed first from the free Loveka,1
ConfirmMedal_UpdateHistory,Update,update,1
ConfirmMedal_HistoryTitle,Love Gem Details,Loveka details,1
ConfirmMedal_UsedHistoryTitle,Usage History,Usage history,1
ConfirmMedal_AcquiredHistoryTitle,Acquisition History,Acquisition history,1
ConfirmMedal_HistoryDate,Date used,Date and time,1
ConfirmMedal_HistoryReason,Used on,Use,1
ConfirmMedal_HistoryNote,*Displays history of Love Gems acquired and used for up to the past 3 months.,* The acquisition and consumption history of Loveka will be displayed for up to 3 months.,1
ConfirmMedal_HistoryFreeMedal,Free,Free of charge,1
ConfirmMedal_HistoryChargeMedal,Paid,Paid,1
Ornament_EffectValueFormat,<color=#D73C55>{0:0.##}%</color>,<color =#d73C55> {0: 0. ##}%</color>,1
Ornament_UnlockDetail_None,-,-,1
Ornament_UnlockDetail_GroupLevelReward,Unlocked by reaching {0} group rank {1}.,It will be released with {0} glue plank {1}.,1
Ornament_UnlockDetail_StoryPartReward,Unlocked by viewing<br>{0}<br>in story mode.,story<br>{0}<br>Will be released by browsing,1
Ornament_UnlockDetail_MissionReward,Unlocked by completing<br>{0}<br>in mission mode.,Mission<br>{0}<br>Will be released when achieved,1
Ornament_PlaceButton,Place,Installation,1
Ornament_CannnotPlace,Cannot be placed.,Cannot be installed,1
Ornament_TalkCharacterNameSeparator,x,×,1
Ornament_TalkUnlockLevel,Unlocked by reaching level <color=#D73C55>{0}</color>.,Level <color =#d73C55> {0} </color>,1
Ornament_TeaSetLevelUpConditionLabel,Level Up conditions:,▼ Level up conditions,1
Ornament_ReplaceDialog_OrnamentType,★{0}★,★ {0} ★,1
Ornament_EventEffectDetail,{0} when playing {3} of {2}.<br>({1} outside of applicable live shows.),{0} when playing '{2}' in '{3}'<br>({1} except for the target live),1
StaminaCharge_NoChargeItem,*You do not have any LP Candy.,* I do not have an LP candy,1
StaminaCharge_RecoveryConfirmDialogTitle,Restore LP,LP recovery confirmation,1
StaminaCharge_RecoveryConfirmDialogMessage,Use the selected item(s) to restore {0} LP?,Do you use the selected item to recover LP {0}?,1
StaminaCharge_RecoveryConfirmDialogWarningNoItem,*You do not have any items to restore LP.,* We do not have LP recovery items,1
StaminaCharge_RecoveryConfirmDialogWarningOverLimit1,*You cannot restore LP if your current LP exceeds your maximum LP.,* LP recovery cannot be recovered if the LP is currently exceeding the maximum LP.,1
StaminaCharge_RecoveryConfirmDialogWarningOverLimit2,*Any LP amount over 999 will be shown as 999+.,"* If the LP exceeds 999, it will be displayed as 999+.",1
StaminaCharge_Special_Commercial_Code,Display Specified Commercial Transactions Act / Payment Services Act,Display based on the Special Commercial Code/Fund Settlement Law,1
StaminaCharge_RecoveryFrequency,Restore {0},{0} recovery,1
StaminaCharge_StaminaLabel,LP,LP,1
StampTab_DefaultStamp,Default Stickers,Basic stamp,1
StampTab_RareStamp,Limited-Edition Stickers,Limited stamp,1
StampTab_HistoryStamp,History,history,1
StampTab_FavoriteStamp,Favorite,favorite,1
NotExistsStamp_DefaultStamp,No default stickers available!,Normally there is no stamp!,1
