_id,_masterChatId,_roomId,_chapterId,_scriptKey,_title,_firstLineValue,_noticeValue,_appearStampIdList,_masterReleaseLabelId
200200102,2002,1,200200102,2002_1_2,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0049,stamp_00_00000_0070,stamp_00_00000_0072,stamp_02_02006_0007",1
200200103,2002,1,200200103,2002_1_3,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0048,stamp_00_00000_0073",1
200200104,2002,1,200200104,2002_1_4,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0027,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0072,stamp_00_00000_0079,stamp_00_00000_0088",1
200200105,2002,1,200200105,2002_1_5,梨子 DM,梨子: 今ちょっと話せる？,梨子: 今ちょっと話せる？,"stamp_00_00000_0004,stamp_00_00000_0009,stamp_00_00000_0026,stamp_00_00000_0072,stamp_00_00000_0084,stamp_02_02002_0002",1
200200106,2002,1,200200106,2002_1_6,梨子 DM,梨子: こんにちは,梨子: こんにちは,"stamp_00_00000_0008,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0088",1
200200107,2002,1,200200107,2002_1_7,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0022,stamp_00_00000_0025,stamp_00_00000_0048,stamp_00_00000_0090",1
200200108,2002,1,200200108,2002_1_8,梨子 DM,梨子さんがスタンプを送信しました,梨子さんがスタンプを送信しました,"stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0049,stamp_00_00000_0066,stamp_02_02005_0004",1
200200109,2002,1,200200109,2002_1_9,梨子 DM,梨子: こんばんは,梨子: こんばんは,"stamp_00_00000_0010,stamp_00_00000_0020,stamp_00_00000_0040,stamp_00_00000_0050,stamp_00_00000_0060,stamp_00_00000_0074,stamp_00_00000_0079,stamp_00_00000_0084,stamp_02_02002_0002",1
200200110,2002,1,200200110,2002_1_10,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0037,stamp_00_00000_0078",1
200200111,2002,1,200200111,2002_1_11,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0023,stamp_00_00000_0029,stamp_00_00000_0075,stamp_00_00000_0090,stamp_00_00000_0094,stamp_02_02002_0002",1
200200112,2002,1,200200112,2002_1_12,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0015,stamp_02_02009_0003",1
200200113,2002,1,200200113,2002_1_13,梨子 DM,梨子: この前はありがとう,梨子: この前はありがとう,"stamp_00_00000_0009,stamp_00_00000_0016,stamp_00_00000_0017,stamp_00_00000_0088,stamp_00_00000_0094",1
200200114,2002,1,200200114,2002_1_14,梨子 DM,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0072,stamp_00_00000_0094",1
200200115,2002,1,200200115,2002_1_15,梨子 DM,梨子: 今日はありがとう,梨子: 今日はありがとう,"stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0076,stamp_00_00000_0084,stamp_02_02002_0002",1
200200201,2002,2,200200201,2002_2_1,梨子 お誕生日2023,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0029,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0091,stamp_00_00000_0092",123091902
200200301,2002,3,200200301,2002_3_1,梨子 お祝い2023,梨子: 起きてる？,梨子: 起きてる？,"stamp_00_00000_0009,stamp_00_00000_0015,stamp_00_00000_0038,stamp_00_00000_0050,stamp_00_00000_0051,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0084,stamp_00_00000_0086,stamp_00_00000_0088,stamp_00_00000_0091,stamp_00_00000_0094",1
200200401,2002,16,200200401,2002_16_1,梨子 新年2024,梨子: あけましておめでとう,梨子: あけましておめでとう,"stamp_00_00000_0009,stamp_00_00000_0095",324010150
200200501,2002,17,200200501,2002_17_1,梨子 バレンタイン2024,梨子: 今日はチョコありがとう,梨子: 今日はチョコありがとう,"stamp_00_00000_0009,stamp_00_00000_0060",324021444
200201801,2002,18,200201801,2002_18_1,梨子 ホワイトデー2024,梨子: 今日はバレンタインデーのお返しありがとう,梨子: 今日はバレンタインデーのお返しありがとう,stamp_00_00000_0005,324031445
200200701,2002,7,200200701,2002_7_1,梨子 4月2023,梨子さんがログインしました,梨子さんがログインしました,"stamp_00_00000_0050,stamp_00_00000_0053",1
200200801,2002,8,200200801,2002_8_1,梨子 5月2023,梨子: こんばんは,梨子: こんばんは,,1
200200901,2002,9,200200901,2002_9_1,梨子 6月2023,梨子さんがログインしました,梨子さんがログインしました,,323060504
200201001,2002,10,200201001,2002_10_1,梨子 7月2023,梨子: こんにちは,梨子: こんにちは,stamp_00_00000_0009,323071302
200201101,2002,11,200201101,2002_11_1,梨子 夏休み2023,梨子さんがログインしました,梨子さんがログインしました,stamp_00_00000_0078,323080103
200201201,2002,12,200201201,2002_12_1,梨子 9月2023,梨子さんがログインしました,梨子さんがログインしました,,323092904
200201301,2002,13,200201301,2002_13_1,梨子 2023ハロウィン,梨子: 10月31日って何の日か知ってる？,梨子: 10月31日って何の日か知ってる？,,323103142
200201401,2002,14,200201401,2002_14_1,梨子 11月2023,梨子: 最近寒くなってきたけど大丈夫？,梨子: 最近寒くなってきたけど大丈夫？,,323111804
200201501,2002,15,200201501,2002_15_1,梨子 Xmas2023,梨子: メリークリスマス,梨子: メリークリスマス,,323122422
200300101,2003,1,200300101,2003_1_1,果南 DM,果南: こんばんは,果南: こんばんは,"stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0078,stamp_02_02002_0002",1
200300102,2003,1,200300102,2003_1_2,果南 DM,果南: こんにちは,果南: こんにちは,"stamp_00_00000_0009,stamp_00_00000_0025,stamp_00_00000_0048,stamp_00_00000_0077,stamp_00_00000_0082,stamp_00_00000_0090",1
200300103,2003,1,200300103,2003_1_3,果南 DM,果南さんがログインしました,果南さんがログインしました,,1
200300104,2003,1,200300104,2003_1_4,果南 DM,果南さんがログインしました,果南さんがログインしました,stamp_00_00000_0037,1
200300105,2003,1,200300105,2003_1_5,果南 DM,果南さんがログインしました,果南さんがログインしました,stamp_00_00000_0007,1
200300106,2003,1,200300106,2003_1_6,果南 DM,果南さんがスタンプを送信しました,果南さんがスタンプを送信しました,"stamp_00_00000_0005,stamp_00_00000_0021,stamp_00_00000_0049,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0078,stamp_02_02001_0001,stamp_02_02003_0006",1
200300107,2003,1,200300107,2003_1_7,果南 DM,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0020,stamp_00_00000_0049,stamp_00_00000_0078,stamp_00_00000_0084",1
200300108,2003,1,200300108,2003_1_8,果南 DM,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0059,stamp_00_00000_0078,stamp_00_00000_0090",1
200300109,2003,1,200300109,2003_1_9,果南 DM,果南: こんばんはー,果南: こんばんはー,"stamp_00_00000_0005,stamp_00_00000_0025,stamp_00_00000_0085",1
200300110,2003,1,200300110,2003_1_10,果南 DM,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0012,stamp_00_00000_0017,stamp_00_00000_0029,stamp_00_00000_0088,stamp_00_00000_0094",1
200300111,2003,1,200300111,2003_1_11,果南 DM,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0025,stamp_00_00000_0026,stamp_00_00000_0046,stamp_00_00000_0081,stamp_00_00000_0090",1
200300112,2003,1,200300112,2003_1_12,果南 DM,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0029,stamp_00_00000_0081,stamp_00_00000_0085",1
200300113,2003,1,200300113,2003_1_13,果南 DM,果南: こんにちは！,果南: こんにちは！,"stamp_00_00000_0008,stamp_00_00000_0011,stamp_00_00000_0012,stamp_00_00000_0017,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0081,stamp_00_00000_0094",1
200300114,2003,1,200300114,2003_1_14,果南 DM,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0007,stamp_00_00000_0036,stamp_00_00000_0052,stamp_00_00000_0081,stamp_00_00000_0083",1
200300115,2003,1,200300115,2003_1_15,果南 DM,果南: 電車は間に合った？,果南: 電車は間に合った？,"stamp_00_00000_0005,stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0073,stamp_00_00000_0090,stamp_00_00000_0095",1
200300201,2003,17,200300201,2003_17_1,果南 お誕生日2024,果南さんがログインしました,果南さんがログインしました,"stamp_00_00000_0011,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0024,stamp_00_00000_0030,stamp_00_00000_0060,stamp_00_00000_0070,stamp_00_00000_0073,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0090,stamp_00_00000_0091,stamp_00_00000_0092,stamp_00_00000_0095",124021002
200300301,2003,3,200300301,2003_3_1,果南 お祝い2023,果南: お誕生日おめでとう～！,果南: お誕生日おめでとう～！,"stamp_00_00000_0011,stamp_00_00000_0037,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0086,stamp_02_02004_0005",1
200300401,2003,16,200300401,2003_16_1,果南 新年2024,果南: あけましておめでとう！,果南: あけましておめでとう！,stamp_00_00000_0056,324010151
200300501,2003,18,200300501,2003_18_1,果南 バレンタイン2024,果南: ハッピーバレンタイン,果南: ハッピーバレンタイン,stamp_00_00000_0009,324021445
200301901,2003,19,200301901,2003_19_1,果南 ホワイトデー2024,果南: 今日はお返しありがとう,果南: 今日はお返しありがとう,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0038,stamp_00_00000_0050",324031446
200300701,2003,7,200300701,2003_7_1,果南 4月2023,果南: おはよ～！,果南: おはよ～！,stamp_00_00000_0094,1
200300801,2003,8,200300801,2003_8_1,果南 5月2023,果南: やっほー,果南: やっほー,stamp_00_00000_0012,1
200300901,2003,9,200300901,2003_9_1,果南 6月2023,果南さんがログインしました,果南さんがログインしました,stamp_00_00000_0095,323061305
200301001,2003,10,200301001,2003_10_1,果南 7月2023,果南: 毎日暑いねー,果南: 毎日暑いねー,"stamp_00_00000_0007,stamp_00_00000_0011",323072407
200301101,2003,11,200301101,2003_11_1,果南 夏休み2023,果南: やっほー,果南: やっほー,stamp_00_00000_0020,323081403
200301201,2003,12,200301201,2003_12_1,果南 9月2023,果南: 夏休み終わっちゃったねー,果南: 夏休み終わっちゃったねー,stamp_00_00000_0056,323091904
200301301,2003,13,200301301,2003_13_1,果南 2023ハロウィン,果南: トリック・オア・トリート！,果南: トリック・オア・トリート！,"stamp_00_00000_0013,stamp_00_00000_0058,stamp_00_00000_0081",323103143
200301401,2003,14,200301401,2003_14_1,果南 11月2023,果南さんがログインしました,果南さんがログインしました,,323112803
200301501,2003,15,200301501,2003_15_1,果南 Xmas2023,果南: メリークリスマス！,果南: メリークリスマス！,stamp_00_00000_0005,323122527
200400101,2004,1,200400101,2004_1_1,ダイヤ DM,ダイヤ: 本日はAqoursのライブの取材、ありがとうございます,ダイヤ: 本日はAqoursのライブの取材、ありがとうございます,"stamp_00_00000_0009,stamp_00_00000_0078,stamp_00_00000_0094",1
200400102,2004,1,200400102,2004_1_2,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0008,stamp_00_00000_0080,stamp_00_00000_0084,stamp_02_02002_0002,stamp_02_02004_0005",1
200400103,2004,1,200400103,2004_1_3,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0049,stamp_00_00000_0084",1
200400104,2004,1,200400104,2004_1_4,ダイヤ DM,ダイヤ: 先日は新聞部の記事を送っていただき、ありがとうございました,ダイヤ: 先日は新聞部の記事を送っていただき、ありがとうございました,"stamp_00_00000_0008,stamp_00_00000_0014",1
200400105,2004,1,200400105,2004_1_5,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0088,stamp_02_02009_0003",1
200400106,2004,1,200400106,2004_1_6,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0053,1
200400107,2004,1,200400107,2004_1_7,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0022,stamp_00_00000_0077,stamp_02_02004_0005,stamp_02_02009_0003",1
200400108,2004,1,200400108,2004_1_8,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0008,stamp_00_00000_0050,stamp_00_00000_0055,stamp_00_00000_0094,stamp_02_02004_0005",1
200400109,2004,1,200400109,2004_1_9,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0022,stamp_00_00000_0026",1
200400110,2004,1,200400110,2004_1_10,ダイヤ DM,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0088,stamp_00_00000_0094",1
200400111,2004,1,200400111,2004_1_11,ダイヤ DM,ダイヤ: こんばんは,ダイヤ: こんばんは,"stamp_00_00000_0003,stamp_00_00000_0011,stamp_00_00000_0037,stamp_00_00000_0060,stamp_00_00000_0082,stamp_02_02004_0005,stamp_02_02009_0003",1
200400112,2004,1,200400112,2004_1_12,ダイヤ DM,ダイヤ: こんばんは,ダイヤ: こんばんは,"stamp_00_00000_0026,stamp_00_00000_0029,stamp_00_00000_0049",1
200400113,2004,1,200400113,2004_1_13,ダイヤ DM,ダイヤ: 聞いてください！,ダイヤ: 聞いてください！,"stamp_00_00000_0015,stamp_00_00000_0048,stamp_00_00000_0059,stamp_00_00000_0078,stamp_00_00000_0084,stamp_00_00000_0085,stamp_00_00000_0094,stamp_02_02009_0003",1
200400114,2004,1,200400114,2004_1_14,ダイヤ DM,ダイヤ: そろそろ入場が始まりますわ,ダイヤ: そろそろ入場が始まりますわ,"stamp_00_00000_0004,stamp_00_00000_0014,stamp_00_00000_0071",1
200400115,2004,1,200400115,2004_1_15,ダイヤ DM,ダイヤ: 今日はありがとうございました,ダイヤ: 今日はありがとうございました,"stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0081,stamp_00_00000_0088,stamp_02_02004_0005",1
200400201,2004,2,200400201,2004_2_1,ダイヤ お誕生日2024,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0056,stamp_00_00000_0059,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0092,stamp_00_00000_0096",124010103
200400301,2004,3,200400301,2004_3_1,ダイヤ お祝い2023,ダイヤ: 夜分遅くにすみません,ダイヤ: 夜分遅くにすみません,"stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0050,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0081",1
200400401,2004,16,200400401,2004_16_1,ダイヤ 新年2024,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0019,324010152
200400501,2004,17,200400501,2004_17_1,ダイヤ バレンタイン2024,ダイヤさんがログインしました,ダイヤさんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0048",324021446
200401801,2004,18,200401801,2004_18_1,ダイヤ ホワイトデー2024,ダイヤ: 今日はバレンタインデーのお返しをくださり…,ダイヤ: 今日はバレンタインデーのお返しをくださり…,"stamp_00_00000_0005,stamp_00_00000_0008",324031447
200400701,2004,7,200400701,2004_7_1,ダイヤ 4月2023,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0060,1
200400801,2004,8,200400801,2004_8_1,ダイヤ 5月2023,ダイヤ: こんにちは,ダイヤ: こんにちは,stamp_00_00000_0004,1
200400901,2004,9,200400901,2004_9_1,ダイヤ 6月2023,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0085,323062203
200401001,2004,10,200401001,2004_10_1,ダイヤ 7月2023,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0057,323072109
200401101,2004,11,200401101,2004_11_1,ダイヤ 夏休み2023,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0088,323082105
200401201,2004,12,200401201,2004_12_1,ダイヤ 9月2023,ダイヤ: いま少しよろしいですか？,ダイヤ: いま少しよろしいですか？,,323091403
200401301,2004,13,200401301,2004_13_1,ダイヤ 2023ハロウィン,ダイヤ: 今日はありがとうございました,ダイヤ: 今日はありがとうございました,stamp_00_00000_0081,323103144
200401401,2004,14,200401401,2004_14_1,ダイヤ 11月2023,ダイヤさんがログインしました,ダイヤさんがログインしました,,323111003
200401501,2004,15,200401501,2004_15_1,ダイヤ Xmas2023,ダイヤさんがログインしました,ダイヤさんがログインしました,stamp_00_00000_0075,323122528
200500101,2005,1,200500101,2005_1_1,曜 DM,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0011,stamp_02_02005_0004",1
200500102,2005,1,200500102,2005_1_2,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0007,stamp_00_00000_0022,stamp_00_00000_0037,stamp_00_00000_0048,stamp_00_00000_0049,stamp_02_02005_0004",1
200500103,2005,1,200500103,2005_1_3,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0020,stamp_00_00000_0048",1
200500104,2005,1,200500104,2005_1_4,曜 DM,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0008,stamp_00_00000_0052,stamp_00_00000_0083,stamp_00_00000_0085,stamp_02_02005_0004",1
200500105,2005,1,200500105,2005_1_5,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0015,stamp_00_00000_0038,stamp_00_00000_0087,stamp_02_02005_0004",1
200500106,2005,1,200500106,2005_1_6,曜 DM,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0007,stamp_00_00000_0011,stamp_00_00000_0022,stamp_00_00000_0046,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0091,stamp_02_02005_0004",1
200500107,2005,1,200500107,2005_1_7,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0073,stamp_00_00000_0084,stamp_02_02005_0004,stamp_02_02009_0003",1
200500108,2005,1,200500108,2005_1_8,曜 DM,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0007,stamp_00_00000_0011,stamp_00_00000_0038,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0082,stamp_02_02005_0004",1
200500109,2005,1,200500109,2005_1_9,曜 DM,曜: 新聞部の記事、送ってくれてありがとう！,曜: 新聞部の記事、送ってくれてありがとう！,"stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0022,stamp_00_00000_0081",1
200500110,2005,1,200500110,2005_1_10,曜 DM,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0011,stamp_00_00000_0084,stamp_00_00000_0087,stamp_00_00000_0092,stamp_02_02001_0001",1
200500111,2005,1,200500111,2005_1_11,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0007,stamp_00_00000_0022,stamp_00_00000_0026,stamp_00_00000_0051,stamp_02_02002_0002",1
200500112,2005,1,200500112,2005_1_12,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0088,stamp_00_00000_0090,stamp_02_02005_0004",1
200500113,2005,1,200500113,2005_1_13,曜 DM,曜: この前はごめんね,曜: この前はごめんね,"stamp_00_00000_0029,stamp_00_00000_0078,stamp_00_00000_0084",1
200500114,2005,1,200500114,2005_1_14,曜 DM,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0038,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0081,stamp_02_02005_0004",1
200500115,2005,1,200500115,2005_1_15,曜 DM,曜: 今日はありがとう,曜: 今日はありがとう,"stamp_00_00000_0011,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0038,stamp_00_00000_0039,stamp_00_00000_0086",1
200500301,2005,3,200500301,2005_3_1,曜 お祝い2023,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0005,stamp_00_00000_0010,stamp_00_00000_0015,stamp_00_00000_0023,stamp_00_00000_0029,stamp_00_00000_0030,stamp_00_00000_0056,stamp_00_00000_0077,stamp_00_00000_0088,stamp_00_00000_0090,stamp_00_00000_0091,stamp_02_02005_0004",1
200500401,2005,16,200500401,2005_16_1,曜 新年2024,曜: あけましておめでとう！,曜: あけましておめでとう！,"stamp_00_00000_0089,stamp_00_00000_0095,stamp_02_02005_0004",324010153
200500501,2005,17,200500501,2005_17_1,曜 バレンタイン2024,曜: 今日はバレンタインチョコありがとう！,曜: 今日はバレンタインチョコありがとう！,stamp_00_00000_0007,324021447
200501801,2005,18,200501801,2005_18_1,曜 ホワイトデー2024,曜: バレンタインデーのお返しありがとう～！,曜: バレンタインデーのお返しありがとう～！,"stamp_00_00000_0005,stamp_00_00000_0054",324031448
200500701,2005,7,200500701,2005_7_1,曜 4月2023,曜さんがログインしました,曜さんがログインしました,,1
200500801,2005,8,200500801,2005_8_1,曜 5月2023,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,stamp_02_02005_0004,1
200500901,2005,9,200500901,2005_9_1,曜 6月2023,曜さんがログインしました,曜さんがログインしました,,323061804
200501001,2005,10,200501001,2005_10_1,曜 7月2023,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0011,stamp_00_00000_0070",323072110
200501101,2005,11,200501101,2005_11_1,曜 夏休み2023,曜: 毎日暑いね～,曜: 毎日暑いね～,"stamp_00_00000_0007,stamp_00_00000_0060,stamp_02_02005_0004",323082905
200501201,2005,12,200501201,2005_12_1,曜 9月2023,曜さんがスタンプを送信しました,曜さんがスタンプを送信しました,"stamp_00_00000_0006,stamp_00_00000_0020",323091203
200501301,2005,13,200501301,2005_13_1,曜 2023ハロウィン,曜: ハッピーハロウィン！,曜: ハッピーハロウィン！,stamp_00_00000_0079,323103145
200501401,2005,14,200501401,2005_14_1,曜 11月2023,曜: ちょっと今いいかな？,曜: ちょっと今いいかな？,stamp_00_00000_0050,323112703
200501501,2005,15,200501501,2005_15_1,曜 Xmas2023,曜さんがログインしました,曜さんがログインしました,"stamp_00_00000_0011,stamp_00_00000_0084",323122423
200600101,2006,1,200600101,2006_1_1,善子 DM,善子: 今日は取材に来てくれてありがとう,善子: 今日は取材に来てくれてありがとう,"stamp_00_00000_0013,stamp_00_00000_0029,stamp_00_00000_0059,stamp_02_02002_0002",1
200600102,2006,1,200600102,2006_1_2,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0013,stamp_00_00000_0022,stamp_00_00000_0029,stamp_00_00000_0059,stamp_00_00000_0078,stamp_00_00000_0082,stamp_00_00000_0086,stamp_02_02006_0007",1
200600103,2006,1,200600103,2006_1_3,善子 DM,善子: さっそく記事を書いて送ってくれたのね,善子: さっそく記事を書いて送ってくれたのね,"stamp_00_00000_0013,stamp_00_00000_0034,stamp_00_00000_0048,stamp_00_00000_0084,stamp_00_00000_0092,stamp_02_02006_0007",1
200600104,2006,1,200600104,2006_1_4,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0029,stamp_00_00000_0049,stamp_00_00000_0081",1
200600105,2006,1,200600105,2006_1_5,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0013,stamp_00_00000_0022,stamp_00_00000_0037,stamp_00_00000_0060,stamp_00_00000_0084",1
200600106,2006,1,200600106,2006_1_6,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0013,stamp_00_00000_0029,stamp_00_00000_0086",1
200600107,2006,1,200600107,2006_1_7,善子 DM,善子: こんにちは,善子: こんにちは,"stamp_00_00000_0013,stamp_00_00000_0048,stamp_00_00000_0081",1
200600108,2006,1,200600108,2006_1_8,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0013,stamp_00_00000_0022,stamp_00_00000_0081,stamp_00_00000_0082",1
200600109,2006,1,200600109,2006_1_9,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0003,stamp_00_00000_0013,stamp_00_00000_0053",1
200600110,2006,1,200600110,2006_1_10,善子 DM,善子: こんばんは,善子: こんばんは,"stamp_00_00000_0077,stamp_00_00000_0084,stamp_02_02002_0002",1
200600111,2006,1,200600111,2006_1_11,善子 DM,善子さんがスタンプを送信しました,善子さんがスタンプを送信しました,"stamp_00_00000_0001,stamp_00_00000_0013,stamp_00_00000_0025,stamp_00_00000_0026,stamp_00_00000_0052,stamp_00_00000_0085,stamp_00_00000_0091",1
200600112,2006,1,200600112,2006_1_12,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0003,stamp_00_00000_0007,stamp_00_00000_0013,stamp_00_00000_0049,stamp_00_00000_0088",1
200600113,2006,1,200600113,2006_1_13,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0053,stamp_00_00000_0059,stamp_02_02006_0007",1
200600114,2006,1,200600114,2006_1_14,善子 DM,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0013,stamp_00_00000_0052,stamp_00_00000_0081",1
200600115,2006,1,200600115,2006_1_15,善子 DM,善子: 電車には間に合った？,善子: 電車には間に合った？,"stamp_00_00000_0007,stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0088",1
200600201,2006,2,200600201,2006_2_1,善子 お誕生日2023,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0013,stamp_00_00000_0019,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0049,stamp_00_00000_0050,stamp_00_00000_0081,stamp_00_00000_0094,stamp_02_02006_0007",123071302
200600301,2006,3,200600301,2006_3_1,善子 お祝い2023,善子: 今宵は良き日ね,善子: 今宵は良き日ね,"stamp_00_00000_0011,stamp_00_00000_0013,stamp_00_00000_0037,stamp_00_00000_0052,stamp_00_00000_0059,stamp_00_00000_0062,stamp_00_00000_0092,stamp_00_00000_0096,stamp_02_02006_0007",1
200600401,2006,16,200600401,2006_16_1,善子 新年2024,善子: 今年もまたジェネシスが訪れたようね,善子: 今年もまたジェネシスが訪れたようね,"stamp_00_00000_0013,stamp_02_02006_0007",324010154
200600501,2006,17,200600501,2006_17_1,善子 バレンタイン2024,善子さんがログインしました,善子さんがログインしました,stamp_00_00000_0013,324021448
200601801,2006,18,200601801,2006_18_1,善子 ホワイトデー2024,善子さんがスタンプを送信しました,善子さんがスタンプを送信しました,"stamp_00_00000_0005,stamp_02_02006_0007",324031449
200600701,2006,7,200600701,2006_7_1,善子 4月2023,善子さんがログインしました,善子さんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0013,stamp_00_00000_0050",1
200600801,2006,8,200600801,2006_8_1,善子 5月2023,善子さんがスタンプを送信しました,善子さんがスタンプを送信しました,stamp_02_02006_0007,1
