_albumUnitSeriesId,_albumSeriesId,_unitId,_position,_masterReleaseLabelId
1306,251,1629,4,1
1307,252,1645,1,1
1308,252,1646,2,1
1309,252,1647,3,1
1310,252,1648,4,1
1311,252,1649,5,1
1312,253,1657,1,1
1313,253,1658,2,1
1314,253,1659,3,1
1315,253,1660,4,1
1316,254,1669,1,1
1317,254,1670,2,1
1318,254,1671,3,1
1319,254,1672,4,1
1320,255,1692,1,1
1321,255,1693,2,1
1322,255,1694,3,1
1323,255,1695,4,1
1324,255,1696,5,1
1325,256,1703,1,1
1326,256,1704,2,1
1327,256,1705,3,1
1328,256,1706,4,1
1329,256,1707,5,1
1330,257,1727,1,1
1331,257,1728,2,1
1332,257,1729,3,1
1333,257,1730,4,1
1334,258,1739,1,1
1335,258,1740,2,1
1336,258,1741,3,1
1337,258,1742,4,1
1338,258,1743,5,1
1339,259,1763,1,1
1340,259,1764,2,1
1341,259,1765,3,1
1342,259,1766,4,1
1343,260,1778,1,1
1344,260,1779,2,1
1345,260,1780,3,1
1346,260,1781,4,1
1347,260,1782,5,1
1348,261,1790,1,1
1349,261,1791,2,1
1350,261,1792,3,1
1351,261,1793,4,1
1352,262,1809,1,1
1353,262,1810,2,1
1354,262,1811,3,1
1355,262,1812,4,1
1356,262,1813,5,1
1357,263,1833,1,1
1358,263,1834,2,1
1359,263,1835,3,1
1360,263,1836,4,1
1361,264,1846,1,1
1362,264,1847,2,1
1363,264,1848,3,1
1364,264,1849,4,1
1365,264,1850,5,1
1366,265,1879,1,1
1367,265,1880,2,1
1368,265,1881,3,1
1369,265,1882,4,1
1370,266,1900,1,1
1371,266,1901,2,1
1372,266,1902,3,1
1373,266,1903,4,1
1374,266,1904,5,1
1375,267,1913,1,1
1376,267,1914,2,1
1377,267,1915,3,1
1378,267,1916,4,1
1379,268,1932,1,1
1380,268,1933,2,1
1381,268,1934,3,1
1382,268,1935,4,1
1383,268,1936,5,1
1384,269,1946,1,1
1385,269,1947,2,1
1386,269,1948,3,1
1387,269,1949,4,1
1388,270,1962,1,1
1389,270,1963,2,1
1390,270,1964,3,1
1391,270,1965,4,1
1392,270,1966,5,1
1393,271,1998,1,1
1394,271,1999,2,1
1395,271,2000,3,1
1396,271,2001,4,1
1397,272,2017,1,1
1398,272,2018,2,1
1399,272,2019,3,1
1400,272,2020,4,1
1401,272,2021,5,1
1402,273,2031,1,1
1403,273,2032,2,1
1404,273,2033,3,1
1405,273,2034,4,1
1406,274,2047,1,1
1407,274,2048,2,1
1408,274,2049,3,1
1409,274,2050,4,1
1410,274,2051,5,1
1411,275,2066,1,1
1412,275,2067,2,1
1413,275,2068,3,1
1414,275,2069,4,1
1415,276,2076,1,1
1416,276,2077,2,1
1417,276,2078,3,1
1418,276,2079,4,1
1419,276,2080,5,1
1420,277,2089,1,1
1421,277,2090,2,1
1422,277,2091,3,1
1423,277,2092,4,1
1424,278,2111,1,1
1425,278,2112,2,1
1426,278,2113,3,1
1427,278,2114,4,1
1428,278,2115,5,1
1429,279,2135,1,1
1430,279,2136,2,1
1431,279,2137,3,1
1432,279,2138,4,1
1433,280,2154,1,1
1434,280,2155,2,1
1435,280,2156,3,1
1436,280,2157,4,1
1437,280,2158,5,1
1438,281,2166,1,1
1439,281,2167,2,1
1440,281,2168,3,1
1441,281,2169,4,1
1442,282,2185,1,1
1443,282,2186,2,1
1444,282,2187,3,1
1445,282,2188,4,1
1446,282,2189,5,1
1447,283,2197,1,1
1448,283,2198,2,1
1449,283,2199,3,1
1450,283,2200,4,1
1451,284,2209,1,1
1452,284,2210,2,1
1453,284,2211,3,1
1454,284,2212,4,1
1455,284,2213,5,1
1456,285,2220,1,1
1457,285,2221,2,1
1458,285,2222,3,1
1459,285,2223,4,1
1460,286,2232,1,1
1461,286,2233,2,1
1462,286,2234,3,1
1463,286,2235,4,1
1464,286,2236,5,1
1465,287,2244,1,1
1466,287,2245,2,1
1467,287,2246,3,1
1468,287,2247,4,1
1469,288,2259,1,1
1470,288,2260,2,1
1471,288,2261,3,1
1472,288,2262,4,1
1473,288,2263,5,1
1474,289,2271,1,1
1475,289,2272,2,1
1476,289,2273,3,1
1477,289,2274,4,1
1478,290,2282,1,1
1479,290,2283,2,1
1480,290,2284,3,1
1481,290,2285,4,1
1482,290,2286,5,1
1483,291,2295,1,1
1484,291,2296,2,1
1485,291,2297,3,1
1486,291,2298,4,1
1487,292,2139,1,1
1488,292,2140,2,1
1489,292,2141,3,1
1490,292,2142,4,1
1491,292,2143,5,1
1492,292,2144,6,1
1493,292,2145,7,1
1494,292,2146,8,1
1495,292,2147,9,1
1496,293,2039,1,1
1497,293,2040,2,1
1498,293,2010,3,1
1499,293,2011,4,1
1500,293,2041,5,1
1501,293,1956,6,1
1502,293,1957,7,1
1503,293,2012,8,1
1504,293,1958,9,1
1505,294,2109,1,1
1506,294,2170,2,1
1507,294,2290,3,1
1508,294,2257,4,1
1509,294,2002,5,1
1510,294,2086,6,1
1511,294,2311,7,1
1512,294,2064,8,1
1513,294,2171,9,1
1514,295,1841,1,1
1515,295,1842,2,1
1516,295,1865,3,1
1517,295,1866,4,1
1518,295,1843,5,1
1519,295,1827,6,1
1520,295,1828,7,1
1521,295,1867,8,1
1522,295,1829,9,1
1523,296,1243,1,1
1524,296,1244,2,1
1525,296,1245,3,1
1526,296,1246,4,1
1527,296,1247,5,1
1528,296,1248,6,1
1529,296,1249,7,1
1530,296,1250,8,1
1531,296,1251,9,1
1532,297,1673,1,1
1533,297,1731,2,1
1534,297,1909,3,1
1535,297,1860,4,1
1536,297,2003,5,1
1537,297,2087,6,1
1538,297,1937,7,1
1539,297,2065,8,1
1540,297,1736,9,1
1541,298,1363,1,1
1542,298,1364,2,1
1543,298,1415,3,1
1544,298,1416,4,1
1545,298,1365,5,1
1546,298,1335,6,1
1547,298,1336,7,1
1548,298,1417,8,1
1549,298,1337,9,1
1550,299,1604,1,1
1551,299,1605,2,1
1552,299,1516,3,1
1553,299,1517,4,1
1554,299,1606,5,1
1555,299,1566,6,1
1556,299,1567,7,1
1557,299,1518,8,1
1558,299,1568,9,1
1559,300,948,1,1
1560,300,949,2,1
1561,300,950,3,1
1562,300,951,4,1
1563,300,952,5,1
1564,300,953,6,1
1565,300,954,7,1
1566,300,955,8,1
1567,300,956,9,1
1568,301,1400,1,1
1569,301,1401,2,1
1570,301,1402,3,1
1571,301,1403,4,1
1572,301,1404,5,1
1573,301,1405,6,1
1574,301,1406,7,1
1575,301,1407,8,1
1576,301,1408,9,1
1577,302,1504,1,1
1578,302,1505,2,1
1579,302,1506,3,1
1580,302,1507,4,1
1581,302,1508,5,1
1582,302,1509,6,1
1583,302,1510,7,1
1584,302,1511,8,1
1585,302,1512,9,1
1586,303,1634,1,1
1587,303,1635,2,1
1588,303,1636,3,1
1589,303,1637,4,1
1590,303,1638,5,1
1591,303,1639,6,1
1592,303,1640,7,1
1593,303,1641,8,1
1594,303,1642,9,1
1595,304,1680,1,1
1596,304,1681,2,1
1597,304,1682,3,1
1598,304,1683,4,1
1599,304,1684,5,1
1600,304,1685,6,1
1601,304,1686,7,1
1602,304,1687,8,1
1603,304,1688,9,1
1604,305,1708,1,1
1605,305,1709,2,1
1606,305,1710,3,1
1607,305,1711,4,1
1608,305,1712,5,1
1609,305,1713,6,1
1610,305,1714,7,1
1611,305,1715,8,1
1612,305,1716,9,1
1613,306,1818,1,1
1614,306,1819,2,1
1615,306,1820,3,1
1616,306,1821,4,1
1617,306,1822,5,1
1618,306,1823,6,1
1619,306,1824,7,1
1620,306,1825,8,1
1621,306,1826,9,1
1622,307,1851,1,1
1623,307,1852,2,1
1624,307,1853,3,1
1625,307,1854,4,1
1626,307,1855,5,1
1627,307,1856,6,1
1628,307,1857,7,1
1629,307,1858,8,1
1630,307,1859,9,1
1631,308,1868,1,1
1632,308,1869,2,1
1633,308,1870,3,1
1634,308,1871,4,1
1635,308,1872,5,1
1636,308,1873,6,1
1637,308,1874,7,1
1638,308,1875,8,1
1639,308,1876,9,1
1640,309,1889,1,1
1641,309,1890,2,1
1642,309,1891,3,1
1643,309,1892,4,1
1644,309,1893,5,1
1645,309,1894,6,1
1646,309,1895,7,1
1647,309,1896,8,1
1648,309,1897,9,1
1649,310,1917,1,1
1650,310,1918,2,1
1651,310,1919,3,1
1652,310,1920,4,1
1653,310,1921,5,1
1654,310,1922,6,1
1655,310,1923,7,1
1656,310,1924,8,1
1657,310,1925,9,1
1658,311,2096,1,1
1659,311,2097,2,1
1660,311,2098,3,1
1661,311,2099,4,1
1662,311,2100,5,1
1663,311,2101,6,1
1664,311,2102,7,1
1665,311,2103,8,1
1666,311,2104,9,1
1667,312,2172,1,1
1668,312,2173,2,1
1669,312,2174,3,1
1670,312,2175,4,1
1671,312,2176,5,1
1672,312,2177,6,1
1673,312,2178,7,1
1674,312,2179,8,1
1675,312,2180,9,1
1676,313,1580,1,1
1677,313,1579,2,1
1678,313,1581,3,1
1679,314,1598,1,1
1680,314,1597,2,1
1681,314,1599,3,1
1682,315,1615,1,1
1683,315,1614,2,1
1684,315,1616,3,1
1685,316,1758,1,1
1686,316,1744,2,1
1687,316,1762,3,1
1688,317,896,1,1
1689,317,897,2,1
1690,317,1001,3,1
1691,317,961,4,1
1692,317,978,5,1
1693,317,1022,6,1
1694,317,979,7,1
1695,317,1002,8,1
1696,317,962,9,1
1697,318,1045,1,1
1698,318,1070,2,1
1699,318,1127,3,1
1700,318,1071,4,1
1701,318,1046,5,1
1702,318,1106,6,1
1703,318,1128,7,1
1704,318,1107,8,1
1705,318,1023,9,1
1706,319,1239,1,1
1707,319,1150,2,1
1708,319,1195,3,1
1709,319,1173,4,1
1710,319,1216,5,1
1711,319,1217,6,1
1712,319,1196,7,1
1713,319,1174,8,1
1714,319,1151,9,1
1715,320,1330,1,1
1716,320,1278,2,1
1717,320,1240,3,1
1718,320,1331,4,1
1719,320,1279,5,1
1720,320,1300,6,1
1721,320,1301,7,1
1722,320,1361,8,1
1723,320,1362,9,1
1724,321,1475,1,1
1725,321,1413,2,1
1726,321,1514,3,1
1727,321,1515,4,1
1728,321,1441,5,1
1729,321,1565,6,1
1730,321,1414,7,1
1731,321,1476,8,1
1732,321,1442,9,1
1733,322,1602,1,1
1734,322,1603,2,1
1735,322,1630,3,1
1736,322,1564,4,1
1737,322,1697,5,1
1738,322,1662,6,1
1739,322,1663,7,1
1740,322,1698,8,1
1741,322,1631,9,1
1742,323,1732,1,1
1743,323,1794,2,1
1744,323,1837,3,1
1745,323,1770,4,1
1746,323,1838,5,1
1747,323,1795,6,1
1748,323,1886,7,1
1749,323,1771,8,1
1750,323,1733,9,1
1751,324,1952,1,1
1752,324,2006,2,1
1753,324,2007,3,1
1754,324,1885,4,1
1755,324,2035,5,1
1756,324,1926,6,1
1757,324,1953,7,1
1758,324,1927,8,1
1759,324,2036,9,1
1760,325,2203,1,1
1761,325,2149,2,1
1762,325,2094,3,1
1763,325,2095,4,1
1764,325,2150,5,1
1765,325,2070,6,1
1766,325,2071,7,1
1767,326,2249,1,1
1768,326,2277,2,1
1769,326,2278,3,1
1770,326,2225,4,1
1771,326,2250,5,1
1772,326,2226,6,1
1773,326,2300,7,1
1774,326,2204,8,1
1775,326,2301,9,1
1776,327,2253,1,1
1777,327,2254,2,1
1778,328,1084,1,1
1779,329,1231,1,1
1780,330,1479,1,1
1781,331,1582,1,1
1782,332,1661,1,1
1783,333,1722,1,1
1784,334,1959,1,1
1785,335,2181,1,1
1786,336,788,1,1
1787,336,789,2,1
1788,336,790,3,1
1789,336,791,4,1
1790,336,792,5,1
1791,336,793,6,1
1792,336,794,7,1
1793,336,795,8,1
1794,336,796,9,1
1795,337,912,1,1
1796,337,913,2,1
1797,337,914,3,1
1798,337,915,4,1
1799,337,916,5,1
1800,337,917,6,1
1801,337,918,7,1
1802,337,919,8,1
1803,337,920,9,1
1804,338,921,1,1
1805,338,922,2,1
1806,338,923,3,1
1807,338,924,4,1
1808,338,925,5,1
1809,338,926,6,1
1810,338,927,7,1
1811,338,928,8,1
1812,338,929,9,1
1813,339,1091,1,1
1814,339,1092,2,1
1815,339,1093,3,1
1816,339,1094,4,1
1817,339,1095,5,1
1818,339,1096,6,1
1819,339,1097,7,1
1820,339,1098,8,1
1821,339,1099,9,1
1822,340,1253,1,1
1823,340,1254,2,1
1824,340,1255,3,1
1825,340,1256,4,1
1826,340,1257,5,1
1827,340,1258,6,1
1828,340,1259,7,1
1829,340,1260,8,1
1830,340,1261,9,1
1831,341,1315,1,1
1832,341,1316,2,1
1833,341,1317,3,1
1834,341,1318,4,1
1835,341,1319,5,1
1836,341,1320,6,1
1837,341,1321,7,1
1838,341,1322,8,1
1839,341,1323,9,1
1840,342,1446,1,1
1841,342,1447,2,1
1842,342,1448,3,1
1843,342,1449,4,1
1844,342,1450,5,1
1845,342,1451,6,1
1846,342,1452,7,1
1847,342,1453,8,1
1848,342,1454,9,1
1849,343,1530,1,1
1850,343,1531,2,1
1851,343,1532,3,1
1852,343,1533,4,1
1853,343,1534,5,1
1854,343,1535,6,1
1855,343,1536,7,1
1856,343,1537,8,1
1857,343,1538,9,1
1858,344,1967,1,1
1859,344,1968,2,1
1860,344,1969,3,1
1861,344,1970,4,1
1862,344,1971,5,1
1863,344,1972,6,1
1864,344,1973,7,1
1865,344,1974,8,1
1866,344,1975,9,1
1867,345,844,1,1
1868,345,843,2,1
1869,345,845,3,1
1870,346,28,1,1
1871,346,29,2,1
1872,346,30,3,1
1873,346,386,4,1
1874,346,383,5,1
1875,346,384,6,1
1876,346,385,7,1
1877,347,379,1,1
1878,347,380,2,1
1879,347,381,3,1
1880,347,390,4,1
1881,347,388,5,1
1882,347,389,6,1
1883,347,387,7,1
1884,348,382,1,1
1885,348,89,2,1
1886,348,1985,3,1
1887,348,632,4,1
1888,348,1409,5,1
1889,349,1767,1,1
1890,350,2015,1,1
1891,351,1539,1,1
1892,351,1540,2,1
1893,351,1541,3,1
1894,351,1542,4,1
1895,351,1543,5,1
1896,351,1544,6,1
1897,351,1545,7,1
1898,351,1546,8,1
1899,351,1547,9,1
1900,352,1976,1,1
1901,352,1977,2,1
1902,352,1978,3,1
1903,352,1979,4,1
1904,352,1980,5,1
1905,352,1981,6,1
1906,352,1982,7,1
1907,352,1983,8,1
1908,352,1984,9,1
1909,353,1049,1,1
1910,353,1057,2,1
1911,353,1390,3,1
1912,353,1571,4,1
1913,353,1391,5,1
1914,353,1572,6,1
1915,353,1950,7,1
1916,353,1951,8,1
1917,354,1050,1,1
1918,354,1354,2,1
1919,354,1355,3,1
1920,354,1356,4,1
1921,355,1085,1,1
1922,355,1357,2,1
1923,355,1358,3,1
1924,355,1359,4,1
1925,356,1142,1,1
1926,356,1410,2,1
1927,356,1411,3,1
1928,356,1498,4,1
1929,356,1024,5,1
1930,356,1072,6,1
1931,356,1170,7,1
1932,356,1986,8,1
1933,356,1987,9,1
1934,357,1768,1,1
1935,358,2016,1,1
1936,359,1486,1,1
1937,359,1527,2,1
1938,359,1528,3,1
1939,359,1583,4,1
1940,359,1487,5,1
1941,359,1584,6,1
1942,359,1488,7,1
1943,359,1585,8,1
1944,359,1529,9,1
1945,360,1798,1,1
1946,360,1799,2,1
1947,360,1800,3,1
1948,360,1801,4,1
1949,360,1802,5,1
1950,360,1803,6,1
1951,360,1804,7,1
1952,360,1805,8,1
1953,360,1806,9,1
1954,361,1650,1,1
1955,362,2042,2,1
1956,362,2043,1,1
1957,362,2044,3,1
1958,363,21,1,1
1959,363,24,2,1
1960,363,27,3,1
1961,363,14,4,1
1962,363,4,5,1
1963,363,11,6,1
1964,363,1,7,1
1965,363,17,8,1
1966,363,7,9,1
1967,364,398,1,1
1968,364,197,2,1
1969,364,277,3,1
1970,364,466,4,1
1971,364,420,5,1
1972,364,208,6,1
1973,364,189,7,1
1974,364,285,8,1
1975,364,184,9,1
1976,365,577,1,1
1977,365,662,2,1
1978,365,764,3,1
1979,365,769,4,1
1980,365,603,5,1
1981,365,560,6,1
1982,365,723,7,1
1983,365,711,8,1
1984,365,508,9,1
1985,366,895,1,1
1986,366,1105,2,1
1987,366,1126,3,1
1988,366,898,4,1
1989,366,977,5,1
1990,366,818,6,1
1991,366,960,7,1
1992,366,879,8,1
1993,366,1044,9,1
1994,367,1178,1,1
1995,367,1271,2,1
1996,367,1194,3,1
1997,367,1474,4,1
1998,367,1489,5,1
1999,367,1283,6,1
2000,367,1221,7,1
2001,367,1548,8,1
2002,367,1314,9,1
2003,368,1632,1,1
2004,368,1797,2,1
2005,368,1678,3,1
2006,368,2024,4,1
2007,368,1954,5,1
2008,368,1748,6,1
2009,368,1600,7,1
2010,368,1928,8,1
2011,368,1839,9,1
2012,369,2119,1,1
2013,369,2248,2,1
2014,369,2444,3,1
2015,369,2432,4,1
2016,369,2389,5,1
2017,369,2214,6,1
2019,369,2326,7,1
2020,369,2287,8,1
2021,370,18,1,1
2022,370,12,2,1
2023,370,8,3,1
2024,370,19,4,1
2025,370,2,5,1
2026,370,5,6,1
2027,370,22,7,1
2028,370,15,8,1
2029,370,25,9,1
2030,371,182,1,1
2031,371,268,2,1
2032,371,334,3,1
2033,371,457,4,1
2034,371,260,5,1
2035,371,429,6,1
2036,371,191,7,1
2037,371,391,8,1
2038,371,471,9,1
2039,372,534,1,1
2040,372,698,2,1
2041,372,680,3,1
2042,372,526,4,1
2043,372,706,5,1
2044,372,777,6,1
2045,372,678,7,1
2046,372,729,8,1
2047,372,638,9,1
2048,373,971,1,1
2049,373,860,2,1
2050,373,906,3,1
2051,373,1110,4,1
2052,373,858,5,1
2053,373,1000,6,1
2054,373,1132,7,1
2055,373,1076,8,1
2056,373,886,9,1
2057,374,1573,1,1
2058,374,1368,2,1
2059,374,1199,3,1
2060,374,1304,4,1
2061,374,1384,5,1
2062,374,1329,6,1
2063,374,1172,7,1
2064,374,1434,8,1
2065,374,1480,9,1
2066,375,2054,1,1
2067,375,1653,2,1
2068,375,1601,3,1
2069,375,1796,4,1
2070,375,1699,5,1
2071,375,1747,6,1
2072,375,2025,7,1
2073,375,1888,8,1
2074,375,1929,9,1
2076,376,2148,1,1
2077,376,2081,2,1
2078,376,2264,3,1
2079,376,2190,4,1
2080,376,2224,5,1
2081,376,2403,6,1
2082,376,2299,7,1
2083,376,2357,8,1
2084,377,13,1,1
2085,377,26,2,1
2086,377,16,3,1
2087,377,10,4,1
2088,377,6,5,1
2089,377,9,6,1
2090,377,3,7,1
2091,377,23,8,1
2092,377,20,9,1
2093,378,244,1,1
2094,378,251,2,1
2095,378,403,3,1
2096,378,353,4,1
2097,378,373,5,1
2098,378,411,6,1
2099,378,370,7,1
2100,378,266,8,1
2101,378,393,9,1
2102,379,598,1,1
2103,379,550,2,1
2104,379,672,3,1
2105,379,640,4,1
2106,379,587,5,1
2107,379,736,6,1
2108,379,787,7,1
2109,379,612,8,1
2110,379,648,9,1
2111,380,802,1,1
2112,380,963,2,1
2113,380,865,3,1
2114,380,821,4,1
2115,380,884,5,1
2116,380,1069,6,1
2117,380,1051,7,1
2118,380,877,8,1
2119,380,983,9,1
2120,381,1469,1,1
2121,381,1204,2,1
2122,381,1440,3,1
2123,381,1288,4,1
2124,381,1164,5,1
2125,381,1420,6,1
2126,381,1232,7,1
2127,381,1252,8,1
2128,381,1348,9,1
2129,382,1700,1,1
2130,382,1654,2,1
2131,382,1940,3,1
2132,382,1887,4,1
2133,382,2037,5,1
2134,382,1772,6,1
2135,382,1816,7,1
2136,382,2073,8,1
2137,382,1734,9,1
2138,383,2184,1,1
2139,383,2134,2,1
2140,383,2400,3,1
2141,383,2335,4,1
2142,383,2435,5,1
2143,383,2258,6,1
2144,383,2294,7,1
2145,383,2443,8,1
2146,383,2219,9,1
2147,384,82,1,1
2148,384,75,2,1
2149,384,150,3,1
2150,384,74,4,1
2151,384,102,5,1
2152,384,76,6,1
2153,384,143,7,1
2154,384,77,8,1
2155,384,133,9,1
2156,385,409,1,1
2157,385,273,2,1
2158,385,318,3,1
2159,385,214,4,1
2160,385,359,5,1
2161,385,427,6,1
2162,385,310,7,1
2163,385,223,8,1
2164,385,218,9,1
2165,386,669,1,1
2166,386,656,2,1
2167,386,552,3,1
2168,386,782,4,1
2169,386,582,5,1
2170,386,485,6,1
2171,386,750,7,1
2172,386,695,8,1
2173,386,539,9,1
2174,387,1081,1,1
2175,387,1021,2,1
2176,387,849,3,1
2177,387,1028,4,1
2178,387,868,5,1
2179,387,1115,6,1
2180,387,838,7,1
2181,387,1005,8,1
2182,387,1137,9,1
2183,388,1188,1,1
2184,388,1343,2,1
2185,388,1521,3,1
2186,388,1378,4,1
2187,388,1426,5,1
2188,388,1293,6,1
2189,388,1159,7,1
2190,388,1445,8,1
2191,388,1238,9,1
2192,389,1907,1,1
2193,389,1620,2,1
2194,389,2038,3,1
2195,389,2008,4,1
2196,389,1786,5,1
2197,389,1735,6,1
2198,389,1665,7,1
2199,389,1863,8,1
2200,389,1941,9,1
2201,390,2305,1,1
2202,390,2088,2,1
2203,390,2447,3,1
2204,390,2414,4,1
2205,390,2231,5,1
2206,390,2196,6,1
2207,390,2153,7,1
2208,390,2270,8,1
2209,390,2370,9,1
2210,391,99,1,1
2211,391,104,2,1
2212,391,92,3,1
2213,391,144,4,1
2214,391,90,5,1
2215,391,134,6,1
2216,391,105,7,1
2217,391,110,8,1
2218,391,91,9,1
2219,392,323,1,1
2220,392,443,2,1
2221,392,258,3,1
2222,392,477,4,1
2223,392,283,5,1
2224,392,331,6,1
2225,392,451,7,1
2226,392,348,8,1
2227,392,199,9,1
2228,393,606,1,1
2229,393,775,2,1
2230,393,544,3,1
2231,393,664,4,1
2232,393,633,5,1
2233,393,510,6,1
2234,393,593,7,1
2235,393,747,8,1
2236,393,532,9,1
2237,394,968,1,1
2238,394,1033,2,1
2239,394,1010,3,1
2240,394,1058,4,1
2241,394,988,5,1
2242,394,813,6,1
2243,394,903,7,1
2244,394,1149,8,1
2245,394,1090,9,1
2246,395,1373,1,1
2247,395,1557,2,1
2248,395,1266,3,1
2249,395,1215,4,1
2250,395,1183,5,1
2251,395,1395,6,1
2252,395,1513,7,1
2253,395,1277,8,1
2254,395,1338,9,1
2255,396,1840,1,1
2256,396,1773,2,1
2257,396,1664,3,1
2258,396,1955,4,1
2259,396,1621,5,1
2260,396,2009,6,1
2261,396,1990,7,1
2262,396,1908,8,1
2263,396,1720,9,1
2264,397,2276,1,1
2265,397,2237,2,1
2266,397,2159,3,1
2267,397,2375,4,1
2268,397,2093,5,1
2269,397,2446,6,1
2270,397,2445,7,1
2271,397,2312,8,1
2272,397,2202,9,1
2273,398,173,1,1
2274,398,126,2,1
2275,398,152,3,1
2276,398,127,4,1
2277,398,166,5,1
2278,398,168,6,1
2279,398,157,7,1
2280,398,175,8,1
2281,398,109,9,1
2282,399,308,1,1
2283,399,325,2,1
2284,399,416,3,1
2285,399,316,4,1
2286,399,253,5,1
2287,399,363,6,1
2288,399,459,7,1
2289,399,479,8,1
2290,399,205,9,1
2291,400,524,1,1
2292,400,575,2,1
2293,400,646,3,1
2294,400,493,4,1
2295,400,558,5,1
2296,400,704,6,1
2297,400,741,7,1
2298,400,653,8,1
2299,400,731,9,1
2300,401,1120,1,1
2301,401,1038,2,1
2302,401,846,3,1
2303,401,836,4,1
2304,401,1143,5,1
2305,401,994,6,1
2306,401,1063,7,1
2307,401,1154,8,1
2308,401,1015,9,1
2309,402,1360,1,1
2310,402,1299,2,1
2311,402,1563,3,1
2312,402,1209,4,1
2313,402,1460,5,1
2314,402,1226,6,1
2315,402,1412,7,1
2316,402,1309,8,1
2317,402,1499,9,1
2318,403,1864,1,1
2319,403,1991,2,1
2320,403,1633,3,1
2321,403,1721,4,1
2322,403,1679,5,1
2323,403,1817,6,1
2324,403,2072,7,1
2325,403,2055,8,1
2326,403,1787,9,1
2327,404,2321,1,1
2328,404,2386,2,1
2329,404,2110,3,1
2330,404,2208,4,1
2331,404,2165,5,1
2332,404,2281,6,1
2334,404,2418,7,1
2335,404,2243,8,1
2336,405,2227,1,1
2337,405,2228,2,1
2338,406,2302,1,1
2339,407,2117,1,1
2340,407,2118,2,1
2341,408,2319,1,1
2342,408,2320,2,1
2343,409,2306,1,1
2344,409,2307,2,1
2345,409,2308,3,1
2346,409,2309,4,1
2347,409,2310,5,1
2348,410,2322,1,1
2349,410,2323,2,1
2350,410,2324,3,1
2351,410,2325,4,1
2352,411,2313,1,1
2353,411,2314,2,1
2354,412,2316,2,1
2355,412,2317,4,1
2356,412,2333,1,1
2357,412,2334,3,1
2358,413,2327,1,1
2359,413,2328,2,1
2360,414,2329,1,1
2361,414,2330,2,1
2362,414,2331,5,1
2363,414,2383,6,1
2364,414,2384,7,1
2365,414,2385,9,1
2366,414,2411,3,1
2367,414,2412,4,1
2368,414,2413,8,1
2369,415,2332,1,1
2370,416,2336,1,1
2371,416,2337,2,1
2372,416,2338,3,1
2373,416,2339,4,1
2374,416,2340,5,1
2375,416,2341,6,1
2376,416,2342,7,1
2377,416,2343,8,1
2378,416,2344,9,1
2379,417,2345,1,1
2380,417,2346,2,1
2381,417,2347,3,1
2382,417,2348,4,1
2383,417,2349,5,1
2384,417,2350,6,1
2385,417,2351,7,1
2386,417,2352,8,1
2387,417,2353,9,1
2388,418,2354,2,1
2389,418,2355,1,1
2390,418,2356,3,1
2391,419,2358,1,1
2392,419,2359,2,1
2393,419,2360,3,1
2394,419,2361,4,1
2395,419,2362,5,1
2396,419,2363,6,1
2397,419,2364,7,1
2398,420,2365,1,1
2399,420,2397,2,1
2400,420,2366,3,1
2401,420,2367,4,1
2402,420,2426,5,1
2403,420,2427,6,1
2404,420,2398,7,1
2405,420,2428,8,1
2406,420,2399,9,1
2407,421,2475,1,1
2408,421,2508,2,1
2409,421,2629,3,1
2410,421,2591,4,1
2411,421,2368,5,1
2412,421,2457,6,1
2413,421,2653,7,1
2414,421,2429,8,1
2415,421,2509,9,1
2416,422,2479,1,1
2417,422,2512,2,1
2418,422,2634,3,1
2419,422,2608,4,1
2420,422,2373,5,1
2421,422,2461,6,1
2422,422,2657,7,1
2423,422,2431,8,1
2424,422,2517,9,1
2425,423,2371,1,1
2426,424,2372,1,1
2427,425,2376,1,1
2428,425,2377,2,1
2429,425,2378,3,1
2430,425,2379,4,1
2431,425,2380,5,1
2432,425,2381,6,1
2433,425,2382,7,1
2434,426,2387,1,1
2435,426,2388,2,1
2436,427,2390,1,1
2437,427,2391,2,1
2438,427,2392,3,1
2439,427,2393,4,1
2440,427,2394,5,1
2441,427,2395,6,1
2442,427,2396,7,1
2443,428,2401,1,1
2444,428,2402,2,1
2445,429,2404,1,1
2446,429,2405,2,1
2447,429,2406,3,1
2448,429,2407,4,1
2449,429,2408,5,1
2450,429,2409,6,1
2451,429,2410,7,1
2452,430,2415,1,1
2453,430,2416,2,1
2454,431,2419,1,1
2455,431,2420,2,1
2456,431,2421,3,1
2457,431,2422,4,1
2458,431,2423,5,1
2459,431,2424,6,1
2460,431,2425,7,1
2461,432,2433,1,1
2462,432,2434,2,1
2463,433,2436,1,1
2464,433,2437,2,1
2465,433,2438,3,1
2466,433,2439,4,1
2467,433,2440,5,1
2468,433,2441,6,1
2469,433,2442,7,1
2470,434,2448,1,1
2471,434,2449,2,1
2472,435,2450,1,1
2473,435,2451,2,1
2474,435,2452,3,1
2475,436,2503,1,1
2476,436,2504,2,1
2477,436,2454,3,1
2478,436,2455,4,1
2479,436,2482,5,1
2480,436,2483,6,1
2481,436,2505,7,1
2482,436,2484,8,1
2483,436,2456,9,1
2484,438,2458,1,1
2485,438,2459,2,1
2486,438,2460,3,1
2487,437,2481,1,1
2488,437,2658,2,1
2489,437,2502,3,1
2490,437,2609,4,1
2491,437,2570,5,1
2492,437,2453,6,1
