_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
2007,Party! Party! PaPaPaParty!,Party! Party! PaPaPaParty!,ハアテイハアテイハハハハアテイ,"高海千歌(CV.伊波杏樹) , 黒澤ダイヤ(CV.小宮有紗) , 津島善子(CV.小林愛香)","作詞：畑 亜貴<br>作曲：中村 歩 , 菊池博人<br>編曲：中村 歩 , 菊池博人",ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.2 WINTER VACATION,ラブライブ！サンシャイン!! Aqours浦の星女学院RADIO!!!でパーソナリティを務めていた3人によるユニット曲。3人でトークを弾ませている時のわちゃわちゃとマッチした楽しい曲調と、3人の愛称である「ぐ〜りんぱ」のフレーズが印象的。,2,299,jacket_2015,31002007,32002007,0,0,0,2020/12/09,1
2008,Never giving up!,Never giving up!,ネウアキヒンクアツフ,高海千歌 (CV.伊波杏樹),作詞：畑 亜貴<br>作曲・編曲：EFFY(FirstCall),Aqours First Solo Concert Album LoveLive! Sunshine!! Takami Chika First Solo Concert Album ～One More Sunshine Story～,「Takami Chika First Solo Concert Album ～One More Sunshine Story～」収録曲。勇気がもらえる歌詞にブロードウェイミュージカルを彷彿とさせるスウィングジャズ。誰もが主人公になれるようなワクワクする楽曲。,2,290,jacket_2008,31002008,32002008,0,0,0,2020/08/01,1
2009,KOKORO Magic “A to Z”,KOKORO Magic “A to Z”,ココロマシツクエエトウスイ,Aqours,作詞：畑 亜貴<br>作曲・編曲：EFFY(FirstCall),スマートフォン向けアプリ『ラブライブ！スクールアイドルフェスティバルALL STARS』コラボシングル,異国情緒あふれる曲調やエスニックな衣装が印象的なダンスチューン。普段の何ら変わらない日常のなかでも｢踏み出す勇気｣や｢トキメキの種｣などきっかけひとつがあれば物事は大きく変わるよというメッセージを与えてくれる。<br>,2,200,jacket_2009,31002009,32002009,0,0,0,2019/10/30,1
2010,心の羽よ君へ飛んでけ！,心の羽よ君へ飛んでけ！,ココロノハネヨキミヘトンテケ,Aqours,"作詞：畑 亜貴<br>作曲：TAKAROT , イワツボコーダイ<br>編曲：TAKAROT",Aqours5周年記念アニメーションPV付きシングル,夕暮れから夜にかけての祭りの後の静けさを思わせる楽曲。この曲に出てくる「心の羽」という言葉で様々な感情を表している。6thライブ＜WINDY STAGE＞では「浦の星交響楽団」の演奏と共に披露された。,2,200,jacket_2133,31002010,32002010,0,0,0,2021/03/31,1
2011,突然GIRL,突然GIRL,トツセンカアル,渡辺 曜(CV.斉藤朱夏),作詞：畑 亜貴<br>作曲・編曲：渡辺泰司,Aqours First Solo Concert Album LoveLive! Sunshine!! Watababe You First Solo Concert Album ～Beginner’s Sailing～,晴れた日に突然、曜が千歌と梨子に会いたくなったので会いに行くといった様子が曜要素たっぷりに描かれた曲。ライブで披露された際は最後に「今終わったから待っててねー！」と言った後に舞台から飛び降りるという大胆なパフォーマンスに会場はどよめいた。,2,290,jacket_2011,31002011,32002011,0,0,0,2021/04/17,1
2012,Perfect SEKAI,Perfect SEKAI,ハアフエクトセカイ,黒澤ダイヤ(CV.小宮有紗),"作詞：畑 亜貴<br>作曲：杉山勝彦 , ulala<br>編曲：ulala",Aqours First Solo Concert Album LoveLive! Sunshine!! Kurosawa Dia First Solo Concert Album ～WHITE FIRST LOVE～,和のテイスト、かっこよさ、赤と黒ベースで描かれたMVなどから「黒澤ダイヤのいい所を全て詰め込んだ」印象を受けた楽曲。ライブで披露した際には刀を用いた剣舞を披露しつつの歌唱でファンを魅了し驚かせた。,2,290,jacket_2012,31002012,32002012,0,0,0,2021/01/01,1
2013,あこがれランララン,あこがれランララン,アコカレランララン,国木田花丸(CV.高槻かなこ),作詞：畑 亜貴<br>作曲：INN<br>編曲：増田武史,Aqours First Solo Concert Album LoveLive! Sunshine!! Kunikida Hanamaru First Solo Concert Album ～おやすみなさん！～,「ステキだな でも自分には無理かな」や「もっと可愛くなりたい」などから花丸の素直な心情が現れ、そこから「やってみよう」のワードが多く使われていることから彼女の成長が感じられる楽曲。,2,290,jacket_2013,31002013,32002013,0,0,0,2021/03/04,1
2014,もっとね！,もっとね！,モツトネ,松浦果南(CV.諏訪ななか),"作詞：畑 亜貴<br>作曲：KanataOkajima , pw.a<br>編曲：pw.a",Aqours First Solo Concert Album LoveLive! Sunshine!! Matsuura Kanan First Solo Concert Album ～さかなかなんだか？～,「一緒にいたい」「遠くたってどこかが繋がってるよ」などのワードは3年生の卒業と重なる。離れる前に前に仲良しの「みんな」といまは「本気で遊びたい」そんな気持ちが現れたポップなEDMとなっている。,2,290,jacket_2014,31002014,32002014,0,0,0,2021/02/10,1
2015,キモチもユメも一緒だね！,キモチもユメも一緒だね！,キモチモユメモイツシヨタネ,"国木田花丸(CV.高槻かなこ) , 黒澤ルビィ(CV.降幡 愛)",作詞：畑 亜貴<br>作曲・編曲：本田光史郎,ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.2 WINTER VACATION,「夢」を「溶ける雪」に例えて形あるうちに追いかけようという気持ちを歌った曲。さらに「あのさ…1人でもできるけど 2人がもっといいな」の歌詞がルビィと花丸の関係性を表している。,2,299,jacket_2015,31002015,32002015,0,0,0,2020/12/09,1
2016,1STAR,1STAR,ワンスタア,黒澤ルビィ(CV.降幡 愛),作詞：畑 亜貴<br>作曲・編曲：田中マッシュ,Aqours Second Solo Concert Album LoveLive! Sunshine!! Second Solo Concert Album ～THE STORY OF FEATHER～ starring Kurosawa Ruby,オルゴールのような鉄琴の音色の第一音で惹き込まれる、ルビィの魅力が曲全体的に表された可愛らしいバラード。タイトルどおりの｢ひとつキラリとゆれた星｣に切に願う気持ちが描かれている楽曲。<br>,2,290,jacket_2016,31002016,32002016,0,0,0,2021/09/21,1
2017,RUN KAKERU RUN,RUN KAKERU RUN,ランカケルラン,松浦果南(CV.諏訪ななか),作詞：畑 亜貴<br>作曲・編曲：高田 暁,Aqours Second Solo Concert Album LoveLive! Sunshine!! Second Solo Concert Album ～THE STORY OF FEATHER～ starring Matsuura Kanan,スポーツマンの果南らしく砂浜を走る姿をテーマとして、真っ直ぐな心情が描かれている楽曲。Aqoursらしい「海」をモチーフにした歌詞も多く出てくる、さわやかで涼しげなポップナンバー。<br>,2,290,jacket_2017,31002017,32002017,0,0,0,2022/02/10,1
2018,タテホコツバサ,タテホコツバサ,タテホコツハサ,津島善子(CV.小林愛香),作詞：畑 亜貴<br>作曲・編曲：渡辺和紀,Aqours First Solo Concert Album LoveLive! Sunshine!! TsushimaYoshiko First Solo Concert Album ～in this unstable world～,普段の善子のかっこよさ満載の歌い方とは打って変わって、キュートさが全面に押し出されているカワイイテクノポップ。MVはPC画面内にヨハネモチーフのゲームやヨハネの生配信などの様子がカラフルに映し出される。<br>,2,290,jacket_2018,31002018,32002018,0,0,0,2021/07/13,1
2019,涙×,涙×,ナミタシヤナイ,Aqours,作詞：畑 亜貴<br>作曲・編曲：山口朗彦,Aqours ベストアルバム ラブライブ！サンシャイン!! Aqours CHRONICLE(2018～2020),ベスト盤「Aqours CHRONICLE(2018～2020)」に新曲として書き下ろされた楽曲。｢涙×｣と書いて｢なみだじゃない｣と読む。過ぎ去っていく日々を惜しみながらも新たな出会いから先へ進む前の姿が歌われている前向きなバラード。,2,200,jacket_2019,31002019,32002019,0,0,0,2021/10/07,1
2020,やあ！行雲流水！？,やあ！行雲流水！？,ヤアコウウンリユウスイ,国木田花丸(CV.高槻かなこ),作詞：畑 亜貴<br>作曲・編曲：白須賀 悟,Aqours Second Solo Concert Album LoveLive! Sunshine!! Second Solo Concert Album ～THE STORY OF FEATHER～ starring Kunikida Hanamaru,困難があってもなるがままにやっていこう(行雲流水)の気持ちが現れた花丸らしい楽曲。ゆったりとした曲調に揺られるように歩きながら、ふと立ち止まって深呼吸。そんな休日を過ごしながら聴きたい。,2,290,jacket_2020,31002020,32002020,0,0,0,2022/03/04,1
2021,なんどだって約束！,なんどだって約束！,ナントタツテヤクソク,Aqours,"作詞：畑 亜貴<br>作曲：TAKUYA , MEG , Kanata Okajima<br>編曲：本間昭光",Aqours 6th LIVE ＜WINDY STAGE＞ テーマソングCD,Aqoursメンバーの困難があってもミライを見つめて進む姿とファンとの再開の約束を思わせる曲。6thライブの冒頭で歌われた他、公演の最後の最後にはダブルアンコールで浦の星交響楽団を引き連れ披露されファンを感動に包んだ。<br>,2,200,jacket_2021,31002021,32002021,0,0,0,2022/04/13,1
2022,PHOENIX DANCE,PHOENIX DANCE,フエニツクスタンス,AZALEA,"作詞：畑 亜貴<br>作曲：山田竜平 , YU-G<br>編曲：山田竜平",ラブライブ！サンシャイン!! AZALEA 1stフルアルバム カップリング曲,いつものおしとやかなAZALEAとは一転、「高まり」｢燃える｣などの歌詞を交えたダンスミュージック。｢躊躇いなんか捨てましょう｣｢なにもかも超えて飛んでしまえ」など大胆なAZALEAに魅了される1曲。<br>,2,202,jacket_2023,31002022,32002022,0,0,0,2021/06/23,1
2023,We‘ll get the next dream!!!,We‘ll get the next dream!!!,ウイイルケツトサネクストトリイム,AZALEA,作詞：畑 亜貴<br>作曲・編曲：山田竜平,ラブライブ！サンシャイン!! AZALEA 1stフルアルバム,イントロのセリフからAZALEA3人の勇ましい姿が浮かび上がり、次の夢への決意について歌いあげる。激しいドロップもあり、テクノポップユニットのAZALEAの楽曲のなかでも一番ハードなサウンドとなっている。<br>,2,202,jacket_2023,31002023,32002023,0,0,0,2021/06/23,1
2024,ドラゴンライダーズ,ドラゴンライダーズ,トラコンライタアス,CYaRon！,"作詞：畑 亜貴<br>作曲：TAKUYA , ミト (クラムボン)<br>編曲：ミト",ラブライブ！サンシャイン!! CYaRon！1stフルアルバム カップリング曲,香港のカンフー映画を彷彿とさせる元気さあふれる楽曲。二胡や銅鑼といった特有の楽器の音色と、ライブでのチャイナドレス衣装が印象的だった。〆の｢アチョー｣のフレーズが｢シャロ〜ン｣になっている部分はなんとも耳に残る。<br>,2,201,jacket_2153,31002024,32002024,0,0,0,2021/06/02,1
2025,メタモルフィズム,メタモルフィズム,メタモルフイスム,AZALEA,作詞：畑 亜貴<br>作曲・編曲：TO-me,ラブライブ！サンシャイン!! AZALEA 1stフルアルバム カップリング曲,蝶が蛹から空へ飛び立つように、殻に閉じこもっていないでいろいろ挑戦してみようとメッセージをくれるFuture Bass調のミディアムチューン。メタモルフィズムの中には｢変化｣や｢変身｣の意味が込められている。<br>,2,202,jacket_2023,31002025,32002025,0,0,0,2021/06/23,1
2026,Whistle of Revolution,Whistle of Revolution,ホイッスルオブレボリューション,CYaRon！,作詞：畑 亜貴<br>作曲・編曲：TAKUYA,ラブライブ！サンシャイン!! CYaRon！1stフルアルバム カップリング曲,CYaRon!には珍しくシンプルなバンドサウンドでまとめた骨太な楽曲で、ギターリフが響くイントロが印象的。ホイッスルが鳴り駆け出す姿が思い浮かぶように、夢を叶えることや挑戦には思い切りが大事だと言うこと感じられる。<br>,2,201,jacket_2153,31002026,32002026,0,0,0,2021/06/02,1
2027,OKAWARI Happy life!,OKAWARI Happy life!,オカワリハッピーライフ,高海千歌(CV.伊波杏樹),"作詞：畑 亜貴<br>作曲：イワツボ コーダイ , TAKAROT , Shoma Yamamoto<br>編曲：Shoma Yamamoto , TAKAROT",Aqours Second Solo Concert Album LoveLive! Sunshine!! Second Solo Concert Album ～THE STORY OF FEATHER～ starring Takami Chika,One More Sunshine Storyの続編を思わせるミュージカル調の楽曲で、千歌の｢挑戦｣や｢成長｣といったのを経て先へ進む姿を｢おかわり(OKAWARI)」と表現している。<br>,2,290,jacket_2027,31002027,32002027,0,0,0,2021/08/01,1
2028,Love Spiral Tower,Love Spiral Tower,ラブスパイラルタワー,桜内梨子(CV.逢田梨香子),"作詞：畑 亜貴<br>作曲・編曲：中村 歩 , 菊池博人",Aqours Second Solo Concert Album LoveLive! Sunshine!! Second Solo Concert Album ～THE STORY OF FEATHER～ starring Sakurauchi Riko,スウィングジャズ風のアプローチで思わず踊り出すような楽曲の上で、語りかけるような歌い方が特徴的。禁断の恋への道を「螺旋の塔」に例え、スリリングに駆け巡るような展開が繰り広げられている。<br>,2,290,jacket_2028,31002028,32002028,0,0,0,2021/09/19,1
2029,Amazing Travel DNA,Amazing Travel DNA,アメイシンクトラヘルテイイエヌエエ,AZALEA,作詞：畑 亜貴<br>作曲・編曲：山田竜平,スマートフォン向けアプリ『ラブライブ！スクールアイドルフェスティバル』コラボシングル,未来へ歩む姿を「旅(travel)」と例え、知らない世界を渡り歩くかのように進んでいく。日常でまだ行ったことのないところへ旅行しに行く時などに聞くと歌詞とマッチする、AZALEAらしさの詰まったテクノポップ。<br>,2,202,jacket_2029,31002029,32002029,0,0,0,2019/12/11,1
2030,Aqours Pirates Desire,Aqours Pirates Desire,アクアハイレエツテサイアア,Aqours,"作詞：畑 亜貴<br>作曲：TAKAROT , イワツボコーダイ<br>編曲：TAKAROT",ラブライブ！サンシャイン!! Aqours 6th LoveLive! ドームツアーテーマソングCD<br>,海賊が財宝求めて海を旅する様子が描かれた今までのAqoursとは違う冒険要素が現れた楽曲。ライブで披露された際にはAqoursメンバーが旗を振る振りがあるが、渡辺 曜役の斉藤朱夏が持つものは自分の体よりも大きく、それを振り回す様子が印象的。,2,200,jacket_2130,31002030,32002030,0,0,0,2020/07/22,1
2031,Daydream Warrior,Daydream Warrior,テイトリイムウオオリアア,Aqours,作詞：畑 亜貴<br>作曲：前口 渉<br>編曲：中土智博,「ラブライブ！サンシャイン!!」TVアニメ1期 Blu-ray 第4巻 録り下ろしAqoursオリジナルソングCD④,『ラブライブ！サンシャイン!!』TVアニメ1期 Blu-ray 第4巻 録り下ろしAqoursオリジナルソングCD④収録曲。善子センター楽曲。本格的なEDMスタイルの挑戦的な楽曲で、ライブでは間奏部分のキレのいいダンスやライブでしか聞けない特殊イントロなど見どころが多数存在する。,2,200,jacket_2031,31002031,32002031,0,0,0,2016/12/22,1
2032,G線上のシンデレラ,G線上のシンデレラ,シイセンシヨウノシンテレラ,"松浦果南(CV.諏訪ななか) , 黒澤ダイヤ(CV.小宮有紗) , 小原鞠莉(CV.鈴木愛奈)","作詞：畑 亜貴<br>作曲：石倉誉之<br>編曲：ラムシーニ , 石倉誉之",「ラブライブ！サンシャイン!!」TVアニメ1期 Blu-ray 第5巻 録り下ろしAqoursオリジナルソングCD⑤,"3年生3人が思い描いた「船のうえの,ダンスパーティ」が形となった歌。ライブでは3年生以外のAqoursメンバーと手を取り合って踊る姿が印象的。ブロードウェイのミュージカルを彷彿とさせる楽器たちの躍動がたのしい楽曲。<br>",2,299,jacket_2032,31002032,32002032,0,0,0,2017/01/27,1
2033,スリリング・ワンウェイ,スリリング・ワンウェイ,スリリンクワンウエイ,Aqours,"作詞：畑 亜貴<br>作曲・編曲：藤井亮太 , 小高光太郎",「ラブライブ！サンシャイン!!」TVアニメ1期 Blu-ray 第6巻 録り下ろしAqoursオリジナルソングCD⑥,イントロの高海千歌の「私達！輝きたーい！」の魂の叫びから最後までただガムシャラに止まらず走り抜けるようなド直球ロックチューン。ライブで披露されるCメロの激しいギター音とダンスは必見。<br>,2,200,jacket_2033,31002033,32002033,0,0,0,2017/02/24,1
2034,太陽を追いかけろ！,太陽を追いかけろ！,タイヨウヲオイカケロ,Aqours,作詞：畑 亜貴<br>作曲・編曲：松田彬人,「ラブライブ！サンシャイン!!」TVアニメ1期 Blu-ray 第7巻 録り下ろしAqoursオリジナルソングCD⑦,高海千歌の「Aqours集合〜」の掛け声から、メンバー全員が号令しながら集まり太陽めがけて行進しながら進んでいくそんな楽曲。ライブではサビ部分でメンバーと手を横に振る一体感は見もの。<br>,2,200,jacket_2034,31002034,32002034,0,0,0,2017/03/24,1
2035,HAPPY PARTY TRAIN,HAPPY PARTY TRAIN,ハツヒイハアテイイトレイン,Aqours,作詞：畑 亜貴<br>作曲：渡辺拓也<br>編曲：EFFY,Aqours 3rd シングル,Aqours 3rdシングル。センターポジション総選挙を経てセンターは松浦果南が担当。旅立ちを予感させる切ないメロディーと歌詞の世界観が印象的。楽曲タイトルを掲げた2ndライブは初のツアーとなり、文字通り列車に乗って全国のファンの皆さんの元へ会いに行く事が出来た。,2,200,jacket_2035,31002035,32002035,0,0,0,2017/04/05,1
2036,ハミングフレンド,ハミングフレンド,ハミンクフレント,Aqours,作詞：畑 亜貴<br>作曲：桑原 聖(Arte Refact)<br>編曲：酒井拓也(Arte Refact),TVアニメ『ラブライブ！サンシャイン!!』オープニング主題歌 カップリング曲,「青空Jumping Heart」カップリング。友情をテーマとしている歌詞も爽やかなテクノポップ。カットアップなどの要素も取り入れた現代的な音像とセンチメンタルでドラマチックな展開が魅力の楽曲。,2,200,jacket_2096,31002036,32002036,0,0,0,2016/07/20,1
2037,サンシャインぴっかぴか音頭,サンシャインぴっかぴか音頭,サンシヤインヒツカヒカオント,Aqours,作詞：畑 亜貴<br>作曲：伊藤真澄<br>編曲：EFFY,TVアニメ『ラブライブ！サンシャイン!!』エンディング主題歌 カップリング曲,"Aqoursメンバー9人のソロパートが印象的で、1,2,3番同様の振り付けがとても覚えやすく踊りたくなる音頭曲。Aqours 2nd LoveLive!では大きなうちわを持って登場した「うちっちー」が会場を湧かせた。",2,200,jacket_2098,31002037,32002037,0,0,0,2016/08/24,1
2038,Landing action Yeah!!,Landing action Yeah!!,ランテインクアクシヨンイエア,Aqours,作詞：畑 亜貴<br>作曲：光増ハジメ<br>編曲：TAKAROT,Aqours Next Step! Project テーマソングCD,2017年~2018年に行われたファンミーティングツアーにて歌われたテーマソング。小原鞠莉が歌う「次の場所はどこだろう」がファンミーティングのみならず、Aqoursの次のステップへの姿を期待させる。<br>,2,200,jacket_2038,31002038,32002038,0,0,0,2017/06/30,1
2039,近未来ハッピーエンド,近未来ハッピーエンド,キンミライハツヒイエント,CYaRon！,作詞：畑 亜貴<br>作曲・編曲：藤井亮太,CYaRon！2nd シングル,恋に不慣れな「君」を応援する「私」の心情を描いた楽曲。ライブではメンバー全員が大きな旗を振り回したりするのが印象的。アップテンポなピコピコリズムでずんずん進んでいくような気持ちになれる一曲。<br>,2,201,jacket_2039,31002039,32002039,0,0,0,2017/05/10,1
2040,コワレヤスキ,コワレヤスキ,コワレヤスキ,Guilty Kiss,作詞：畑 亜貴<br>作曲・編曲：佐伯高志,Guilty Kiss 2nd シングル,迷いや恐れを抱いている「君」を守るという強いメッセージ性が感じられる楽曲。ニューメタルやミクスチャーロックを彷彿とさせるサウンドの力強さも相まって、イントロのフェードインの部分はボルテージを一気にあげる。,2,203,jacket_2040,31002040,32002040,0,0,0,2017/06/21,1
2041,SKY JOURNEY,SKY JOURNEY,スカイシヤアニイ,Aqours,作詞：畑 亜貴<br>作曲・編曲：早川博隆,Aqours 3rd シングル,「HAPPY PARTY TRAIN」カップリング。夢を追う旅を描いた歌詞世界がセンチメンタルなメロディーと相まって神秘的な雰囲気すら感じさせるキラキラチューン。収録リード曲「HAPPY PARTY TRAIN」で宇宙へ旅立ったその後のストーリーを歌っている。,2,200,jacket_2035,31002041,32002041,0,0,0,2017/04/05,1
2042,少女以上の恋がしたい,少女以上の恋がしたい,シヨウシヨイシヨウノコイカシタイ,Aqours,"作詞：畑 亜貴<br>作曲：TAKAROT , KOUDAI IWATSUBO<br>編曲：TAKAROT , Shinji Tanaka",Aqours 3rd シングル,「HAPPY PARTY TRAIN」カップリング。可愛らしいながらも赤裸々な歌詞が鮮烈な印象のラブソング。サウンド面もキュートな音色とめくるめく展開が刺激的なシンセポップとなっている。,2,200,jacket_2035,31002042,32002042,0,0,0,2017/04/05,1
2043,GALAXY HidE and SeeK,GALAXY HidE and SeeK,キヤラクシイハイトアントシイク,AZALEA,作詞：畑 亜貴<br>作曲・編曲：竹市佳伸,AZALEA 2nd シングル,AZALEA 2ndシングル。クールながらポジティブな雰囲気がAZALEAらしいテクノポップ。本格的なエレクトロのタッチを感じながらもボーカルは王道さも持ったミステリアスな楽曲。,2,202,jacket_2043,31002043,32002043,0,0,0,2017/05/31,1
2044,未来の僕らは知ってるよ,未来の僕らは知ってるよ,ミライノホクラハシツテルヨ,Aqours,作詞：畑 亜貴<br>作曲：光増ハジメ<br>編曲：EFFY,TVアニメ『ラブライブ！サンシャイン!!』2期オープニング主題歌,アニメ1期で本戦出場が叶わなかったメンバーのリベンジに燃える気持ちが開幕の「ホンキをぶつけあって手に入れよう未来を」の歌詞でひしひしと伝わってくる。Aqoursの「夢」を掴むまでの姿がこの1曲に込められている。<br>,2,200,jacket_2044,31002044,32002044,0,0,0,2017/10/25,1
2045,勇気はどこに？君の胸に！,勇気はどこに？君の胸に！,ユウキハトコニキミノムネニ,Aqours,"作詞：畑 亜貴<br>作曲：小高光太郎 , UiNA<br>編曲：小高光太郎",TVアニメ『ラブライブ！サンシャイン!!』2期エンディング主題歌,いっぱいつまづいて色んな経験を積んだAqoursの成長した姿が表れている楽曲。アニメの閉校祭で浦の星女学院一同で歌われた「やり残したことなどない」からの歌詞はAqoursとしての活動だけでなく浦の星女学院の生徒としての心情も重なっている。,2,200,jacket_2045,31002045,32002045,0,0,0,2017/11/15,1
2046,MY舞☆TONIGHT,MY舞☆TONIGHT,マイマイトウナイト,Aqours,作詞：畑 亜貴<br>作曲・編曲：EFFY,TVアニメ『ラブライブ！サンシャイン!!』2期 第3話挿入歌,TVアニメ劇中歌では今までにない「和」をテーマにした楽曲。TVアニメ本編では歌唱前に黒澤姉妹の熱い絆が見られる場面があり、歌い出しがその2人というマッチポイントもある。琴や尺八の音色のなかにも「踊れる」ロックサウンドのリズムが光る。,2,200,jacket_2046,31002046,32002046,0,0,0,2017/11/29,1
2047,Shadow gate to love,Shadow gate to love,シヤトウケエトトウラフ,Guilty Kiss,作詞：畑 亜貴<br>作曲・編曲：渡辺和紀,Guilty Kiss 2nd シングル,「罠を仕掛ける」「しびれてきたでしょ」などのワードからGuilty Kissらしい大胆で積極的なアプローチが存分に描かれた楽曲。ライブではメンバーがそれぞれハートを描いてファンに向けて放つ振り付けは印象的。,2,203,jacket_2040,31002047,32002047,0,0,0,2017/06/21,1
2048,夏への扉 Never end ver.,夏への扉 Never end ver.,ナツヘノトヒラネハアエントハアシヨン,"桜内梨子(CV.逢田梨香子) , 国木田花丸(CV.高槻かなこ) , 小原鞠莉(CV.鈴木愛奈)",作詞：畑 亜貴<br>作曲・編曲：金崎真士,ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,夏の海で梨子、花丸、鞠莉の3人が思いっきりはしゃいでいる姿を思い描ける楽曲。Aqours 2nd LoveLive!で披露された時は歌唱中にメンバーがトロッコへ乗り水鉄砲をファンに向けて放っていたのが印象的。<br>,2,299,jacket_2048,31002048,32002048,0,0,0,2017/08/02,1
2049,真夏は誰のモノ？,真夏は誰のモノ？,マナツハタレノモノ,"黒澤ダイヤ(CV.小宮有紗) , 黒澤ルビィ(CV.降幡 愛)",作詞：畑 亜貴<br>作曲・編曲：原田 篤(Arte Refact),ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,夏をテーマとしたミニアルバム「ラブライブ！サンシャイン!! デュオトリオコレクションCD Vol.1 SUMMER VACATION」収録曲。黒澤姉妹によるラテンテイストのミドルチューン。ライブ衣装もエスニックな踊り子を意識したものになっている。,2,299,jacket_2048,31002049,32002049,0,0,0,2017/08/02,1
2050,地元愛♡満タン☆サマーライフ,地元愛♡満タン☆サマーライフ,シモアイマンタンサマアライフ,"渡辺 曜(CV.斉藤朱夏) , 津島善子(CV.小林愛香)",作詞：畑 亜貴<br>作曲・編曲：石倉誉之,ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,とある夏の日に曜と善子が無邪気に遊ぶ姿がイメージできる楽曲。ライブではユニコーンをモチーフとしたツノやしっぽの生えた衣装にウクレレ、じもあいダンスなど色々印象に残るものが多かったトロピカルチューン。<br>,2,299,jacket_2048,31002050,32002050,0,0,0,2017/08/02,1
2051,夏の終わりの雨音が,夏の終わりの雨音が,ナツノオワリノアマオトカ,"高海千歌(CV.伊波杏樹) , 松浦果南(CV.諏訪ななか)",作詞：畑 亜貴<br>作曲：片桐周太郎<br>編曲：江上浩太郎,ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,松浦果南の「終わり」、高海千歌の「楽しかったね、夏」といった歌詞から寂しげな雰囲気をイメージさせる楽曲。バウンス感のあるEDMらしくライブで披露された際には間奏部分で「ランニングマン」の振り付けで会場を驚かせた。<br>,2,299,jacket_2048,31002051,32002051,0,0,0,2017/08/02,1
2052,MIRACLE WAVE,MIRACLE WAVE,ミラクルウエエフ,Aqours,作詞：畑 亜貴<br>作曲：酒井拓也（Arte Refact）<br>編曲：脇 眞富（Arte Refact）,TVアニメ『ラブライブ！サンシャイン!!』2期 第6話挿入歌,Aqoursの挑戦が描かれた1曲をメンバーの「ドルフィン」の振り付けや高海千歌の「バク転」の振り付けで描くインパクトが1番強い楽曲。Aqours 3rd LoveLive! Tour全公演で披露され、会場を振り付けで歓声の渦に巻き込んだ。<br>,2,200,jacket_2046,31002052,32002052,0,0,0,2017/11/29,1
2053,Awaken the power,Awaken the power,アウエイクンサハワア,Saint Aqours Snow,作詞：畑 亜貴<br>作曲・編曲：河田貴央,TVアニメ『ラブライブ！サンシャイン!!』2期 第9話挿入歌,ラブライブ！予選にてSaint Snowのライブを自分の失敗で先に進めなかったことを責める鹿角理亞に対して、黒澤ルビィが「最後にしなければいいんじゃないかな！」と声をかけ生まれた楽曲。,2,205,jacket_2053,31002053,32002053,0,0,0,2017/12/20,1
2054,One More Sunshine Story,One More Sunshine Story,ワンモアサンシヤインストオリイ,高海千歌(CV.伊波杏樹),作詞：畑 亜貴<br>作曲・編曲：EFFY(FirstCall),「ラブライブ！サンシャイン!!」TVアニメ2期 Blu-ray 第1巻 録り下ろしAqoursオリジナルソングCD①,おもちゃ箱をひっくり返したようなイントロから高海千歌らしい元気いっぱいな曲調で「輝き」をテーマに彼女の気持ちをひとつのミュージカル作品として描いた楽曲。目まぐるしく変わる曲調と歌い方で一編の舞台を見た気持ちになれる。<br>,2,290,jacket_2054,31002054,32002054,0,0,0,2017/12/22,1
2055,WATER BLUE NEW WORLD,WATER BLUE NEW WORLD,ウオオタアフルウニユウワアルト,Aqours,作詞：畑 亜貴<br>作曲・編曲：佐伯高志<br>ストリングスアレンジ：倉内達矢,TVアニメ『ラブライブ！サンシャイン!!』2期 第12話挿入歌,ラブライブ優勝をかけて歌われたこの曲には3年生との最後の大会というメッセージが込められている。ライブではある時はサビ部分でアニメのような青い羽が舞い、またある時は「海を渡ろう」の歌詞通り、青色のペンライトに染まる会場の海を大きな船で渡るなどしていた。,2,200,jacket_2055,31002055,32002055,0,0,0,2018/01/17,1
2056,WONDERFUL STORIES,WONDERFUL STORIES,ワンタフルストオリイス,Aqours,作詞：畑 亜貴<br>作曲：Carlos K.<br>編曲：EFFY,TVアニメ『ラブライブ！サンシャイン!!』2期 第13話挿入歌,劇中では今までアニメで披露された楽曲の全ての衣装が曲中に出てくるなど、「夢を駆けてきた」Aqoursを振り返る楽曲。ライブではCメロから高海千歌パート以外部分を他メンバーとファン全員で大合唱する光景は圧巻。<br>,2,200,jacket_2055,31002056,32002056,0,0,0,2018/01/17,1
