_id,_masterCharacterId,_name,_type,_masterSkillCenterId,_masterSkillId,_rarity,_hp,_smile,_cool,_pure,_illustId,_evolveIllustId,_masterCardLevelId,_uniqueBackgroundFileName,_evolveUniqueBackgroundFileName,_getCategory,_masterCardSysVoiceId,_albumUnitMId,_priority,_nameEn,_masterReleaseLabelId
100060011,1006,金魚すくい名人？,1,100002,100060011,2,3,4670,3950,3610,10006_0011_00,10006_0011_01,2,,,0,0,0,0,Goldfish Scooper,1
100070011,1007,お祭り娘,3,300002,100070011,2,3,3610,4710,3910,10007_0011_00,10007_0011_01,2,,,0,0,0,0,Festival Girl,1
100040011,1004,晩夏の浴衣美人,1,100005,100040011,3,4,5240,4360,4190,10004_0011_00,10004_0011_01,3,,,0,0,0,0,Cotton Kimono Girl,1
140500001,5050,相川涼,3,300001,140500001,1,2,780,2230,990,14050_0001_00,14050_0001_01,1,,,0,0,0,0,Ryo Aikawa,1
100070012,1007,わしわし,3,300002,100070012,2,3,4080,4440,3770,10007_0012_00,10007_0012_01,2,,,0,0,0,0,Hug Attack,1
140510001,5051,イザベラ,3,300001,140510001,1,2,730,2110,560,14051_0001_00,14051_0001_01,1,,,0,0,0,0,Isabella,1
100020011,1002,あなたとリンゴ飴,2,200002,100020011,2,3,3640,3880,4710,10002_0011_00,10002_0011_01,2,,,0,0,0,0,Apple Candy and You,1
100080011,1008,夜店めぐり♪,1,100002,100080011,2,3,4730,3610,3890,10008_0011_00,10008_0011_01,2,,,0,0,0,0,Night Stall-Hopping,1
100090011,1009,夏休みの思い出,3,300002,100090011,2,3,3950,4700,3580,10009_0011_00,10009_0011_01,2,,,0,0,0,0,Great Summer Break,1
100030012,1003,夕涼みガール,3,300005,100030012,3,4,4250,5200,4340,10003_0012_00,10003_0012_01,3,,,0,0,0,0,Cool Evening Breeze,1
120080001,3008,エマ・ヴェルデ,1,100001,120080001,1,2,2270,780,950,12008_0001_00,12008_0001_01,1,,,0,0,0,0,Emma Verde,1
100050012,1005,お月見するにゃ！,2,200002,100050012,2,3,3870,4010,4410,10005_0012_00,10005_0012_01,2,,,0,0,0,0,View the Full Moon!,1
100040012,1004,園田海未,3,300001,100040012,2,3,3850,4330,4050,10004_0012_00,10004_0012_01,2,,,0,0,0,0,Umi Sonoda,1
100010014,1001,高坂穂乃果,1,100001,100010014,3,4,4850,4140,3900,10001_0014_00,10001_0014_01,3,,,0,0,0,0,Honoka Kosaka,1
100020012,1002,おつかれさま！,1,100002,100020012,2,3,4740,3840,3650,10002_0012_00,10002_0012_01,2,,,0,0,0,0,A Job Well Done,1
100040013,1004,敏腕マネージャー,2,200002,100040013,2,3,3650,3820,4760,10004_0013_00,10004_0013_01,2,,,0,0,0,0,Apt Manager,1
100080012,1008,精一杯の応援,3,300002,100080012,2,3,3610,4750,3870,10008_0012_00,10008_0012_01,2,,,0,0,0,0,Full Hearted Support,1
100070013,1007,必勝のおまじない,1,100002,100070013,2,3,4770,3620,3840,10007_0013_00,10007_0013_01,2,,,0,0,0,0,Victory Prayer,1
100010015,1001,あなたへのエール,2,200005,100010015,3,4,4400,4180,5210,10001_0015_00,10001_0015_01,3,,,0,0,0,0,Cheering You On,1
140530001,5053,ジェニファー,1,100001,140530001,1,2,2320,920,760,14053_0001_00,14053_0001_01,1,,,0,0,0,0,Jennifer,1
100060012,1006,ご奉仕してあげる♪,1,100002,100060012,2,3,4590,3780,3920,10006_0012_00,10006_0012_01,2,,,0,0,0,0,A Service for You,1
140540001,5054,マリア,3,300001,140540001,1,2,500,2190,810,14054_0001_00,14054_0001_01,1,,,0,0,0,0,Maria,1
100030013,1003,エンジェルホイッスル,1,100002,100030013,2,3,4760,3580,3890,10003_0013_00,10003_0013_01,2,,,0,0,0,0,Angel's Whistle,1
100060013,1006,一等賞の笑顔,2,200002,100060013,2,3,3580,3870,4780,10006_0013_00,10006_0013_01,2,,,0,0,0,0,A Winning Smile,1
100090012,1009,にこにこサポート,3,300002,100090012,2,3,3850,4790,3590,10009_0012_00,10009_0012_01,2,,,0,0,0,0,Smile Support,1
100050013,1005,いっしょにゴール,3,300005,100050013,3,4,4300,5260,4230,10005_0013_00,10005_0013_01,3,,,0,0,0,0,Go for the Goal!,1
140550001,5055,レオ,1,100001,140550001,1,2,2300,950,800,14055_0001_00,14055_0001_01,1,,,0,0,0,0,Leo,1
100020013,1002,読書の秋,1,100002,100020013,2,3,4610,3700,3820,10002_0013_00,10002_0013_01,2,,,0,0,0,0,Autumn With Books,1
140560001,5056,早乙女紫,2,200001,140560001,1,2,840,570,2240,14056_0001_00,14056_0001_01,1,,,0,0,0,0,Yukari Saotome,1
100010016,1001,至福のつまみ食い,3,300002,100010016,2,3,3840,4750,3640,10001_0016_00,10001_0016_01,2,,,0,0,0,0,Blissful Snacks,1
100020014,1002,特製ボルシチ,2,200002,100020014,2,3,3580,3880,4770,10002_0014_00,10002_0014_01,2,,,0,0,0,0,Special Stew,1
100030014,1003,はい、あーん♪,1,100002,100030014,2,3,4740,3670,3820,10003_0014_00,10003_0014_01,2,,,0,0,0,0,Open Wide!,1
100090013,1009,家庭的アイドル,2,200002,100090013,2,3,3970,3550,4710,10009_0013_00,10009_0013_01,2,,,0,0,0,0,Homely Idol,1
100080013,1008,癒やしのメニュー,3,300005,100080013,3,4,3990,5220,4580,10008_0013_00,10008_0013_01,3,,,0,0,0,0,Happy Servings,1
100030015,1003,南ことり,2,200001,100030015,2,3,4000,3810,4420,10003_0015_00,10003_0015_01,2,,,0,0,0,0,Kotori Minami,1
120060002,3006,近江彼方,2,200001,120060002,1,2,620,720,2140,12006_0002_00,12006_0002_01,1,,,0,0,0,0,Kanata Konoe,1
100030016,1003,保健室の天使,3,300002,100030016,2,3,3800,4640,3690,10003_0016_00,10003_0016_01,2,,,0,0,0,0,Angel? Nurse?,1
140070002,5007,永山みなみ,3,300001,140070002,1,2,690,1620,560,14007_0002_00,14007_0002_01,1,,,0,0,0,0,Minami Nagayama,1
100040014,1004,食物への感謝,1,100002,100040014,2,3,4760,3870,3600,10004_0014_00,10004_0014_01,2,,,0,0,0,0,Thankful Feast,1
100050014,1005,お手製ラーメン,2,200002,100050014,2,3,3890,3610,4730,10005_0014_00,10005_0014_01,2,,,0,0,0,0,Home-made Ramen,1
100070014,1007,開運フルコース,3,300002,100070014,2,3,3650,4790,3790,10007_0014_00,10007_0014_01,2,,,0,0,0,0,Full Course of Luck,1
100060014,1006,秘密の手料理,1,100005,100060014,3,4,5210,4420,4160,10006_0014_00,10006_0014_01,3,,,0,0,0,0,Secret Recipes,1
120030002,3003,桜坂しずく,3,300001,120030002,1,2,710,1470,490,12003_0002_00,12003_0002_01,1,,,0,0,0,0,Shizuku Osaka,1
100010017,1001,穂むらの看板娘,2,200002,100010017,2,3,3630,3880,4620,10001_0017_00,10001_0017_01,2,,,0,0,0,0,Homura's Star,1
140210002,5021,支倉かさね,2,200001,140210002,1,2,1110,630,2630,14021_0002_00,14021_0002_01,1,,,0,0,0,0,Kasane Hasekura,1
100040015,1004,きよしこの夜,1,100002,100040015,2,3,4830,3900,3500,10004_0015_00,10004_0015_01,2,,,0,0,0,0,Pure Night,1
100050015,1005,クリスマス・ベル,3,300002,100050015,2,3,3860,4850,3520,10005_0015_00,10005_0015_01,2,,,0,0,0,0,Christmas Bells,1
100060015,1006,クリスマスキャロル,1,100002,100060015,2,3,4870,3920,3440,10006_0015_00,10006_0015_01,2,,,0,0,0,0,Christmas Carol,1
100090014,1009,良い子のクリスマス,2,200002,100090014,2,3,3910,3460,4860,10009_0014_00,10009_0014_01,2,,,0,0,0,0,Good Girl Christmas,1
100020015,1002,あなたへのプレゼント,2,200005,100020015,3,4,4160,4390,5240,10002_0015_00,10002_0015_01,3,,,0,0,0,0,Present for You,1
140230002,5023,篠宮あきる,1,100001,140230002,1,2,2720,1070,660,14023_0002_00,14023_0002_01,1,,,0,0,0,0,Akiru Shinomiya,1
100080014,1008,リンクの妖精,3,300002,100080014,2,3,3910,4610,3610,10008_0014_00,10008_0014_01,2,,,0,0,0,0,Elven Ties,1
140370002,5037,坂巻千鶴子,1,100001,140370002,1,2,2120,450,870,14037_0002_00,14037_0002_01,1,,,0,0,0,0,Chiduko Sakamaki,1
100010018,1001,キャンドルナイト,2,200002,100010018,2,3,3950,3440,4840,10001_0018_00,10001_0018_01,2,,,0,0,0,0,Candle Night,1
100030017,1003,ホワイトクリスマス,3,300002,100030017,2,3,3480,4880,3870,10003_0017_00,10003_0017_01,2,,,0,0,0,0,White Christmas,1
100080015,1008,クリスマスのごちそう,1,100002,100080015,2,3,4860,3510,3860,10008_0015_00,10008_0015_01,2,,,0,0,0,0,My Christmas Treat,1
100070015,1007,あなたのサンタさん,3,300004,100070015,3,4,3790,5200,4800,10007_0015_00,10007_0015_01,3,,,0,0,0,0,Your Special Santa,1
100030018,1003,ことり式雪だるま,2,200001,100030018,3,4,4140,3920,4830,10003_0018_00,10003_0018_01,3,,,0,0,0,0,"Snowman, Kotori Style",1
140430002,5043,蘭花,3,300001,140430002,1,2,430,1900,940,14043_0002_00,14043_0002_01,1,,,0,0,0,0,Ranpha,1
100040016,1004,雪の降る夜に,2,200002,100040016,2,3,3840,3640,4650,10004_0016_00,10004_0016_01,2,,,0,0,0,0,Snowy Night,1
100090015,1009,プレゼントはわたし？,1,100001,100090015,2,3,4320,4060,3760,10009_0015_00,10009_0015_01,2,,,0,0,0,0,Can I be your Present?,1
140110002,5011,杉崎亜矢,1,100001,140110002,1,2,1870,530,730,14011_0002_00,14011_0002_01,1,,,0,0,0,0,Aya Sugisaki,1
100030019,1003,素敵な初夢,2,200002,100030019,2,3,3540,3790,4900,10003_0019_00,10003_0019_01,2,,,0,0,0,0,New Year's Dream,1
100050016,1005,今年は大吉！,1,100002,100050016,2,3,4870,3590,3770,10005_0016_00,10005_0016_01,2,,,0,0,0,0,365 Happy Days,1
100070016,1007,新年のおまじない,1,100002,100070016,2,3,4860,3550,3820,10007_0016_00,10007_0016_01,2,,,0,0,0,0,Lucky New Year!,1
100090016,1009,福娘ここにあり,3,300002,100090016,2,3,3810,4850,3570,10009_0016_00,10009_0016_01,2,,,0,0,0,0,Happiest Girl,1
100040017,1004,謹賀新年,2,200004,100040017,3,4,3840,4730,5220,10004_0017_00,10004_0017_01,3,,,0,0,0,0,Yearly Greetings,1
140300002,5030,黒崎隼,2,200001,140300002,1,2,850,600,2240,14030_0002_00,14030_0002_01,1,,,0,0,0,0,Shun Kurosaki,1
100090017,1009,手作りおせち,1,100002,100090017,2,3,4690,3720,3880,10009_0017_00,10009_0017_01,2,,,0,0,0,0,New Year's Treat,1
100060016,1006,氷上の舞姫,3,300001,100060016,2,3,3740,4480,3980,10006_0016_00,10006_0016_01,2,,,0,0,0,0,A Princess on Ice,1
100040018,1004,園田海未,3,300001,100040018,3,4,4180,4850,3910,10004_0018_00,10004_0018_01,3,,,0,0,0,0,Umi Sonoda,1
140460002,5046,綾小路姫乃,3,300001,140460002,1,2,1010,2130,550,14046_0002_00,14046_0002_01,1,,,0,0,0,0,Himeno Ayanokoji,1
100020016,1002,内緒のお年玉,3,300002,100020016,2,3,3800,4870,3560,10002_0016_00,10002_0016_01,2,,,0,0,0,0,Secret Gift,1
100060017,1006,年に一度の晴れ姿,2,200002,100060017,2,3,3490,3890,4850,10006_0017_00,10006_0017_01,2,,,0,0,0,0,Finest Once a Year,1
100080016,1008,お餅もお米,1,100002,100080016,2,3,4890,3590,3750,10008_0016_00,10008_0016_01,2,,,0,0,0,0,Mochi is Rice Too,1
100010019,1001,ハッピーニューイヤー,3,300004,100010019,3,4,4830,5180,3780,10001_0019_00,10001_0019_01,3,,,0,0,0,0,Happy New Year,1
140320002,5032,門田剣,1,100001,140320002,1,2,2100,940,650,14032_0002_00,14032_0002_01,1,,,0,0,0,0,Tsurugi Kadota,1
100070017,1007,願いを込めて,3,300002,100070017,2,3,3920,4590,3780,10007_0017_00,10007_0017_01,2,,,0,0,0,0,With All My Wishes,1
100050017,1005,星空凛,1,100001,100050017,1,2,3600,1770,2120,10005_0017_00,10005_0017_01,1,,,0,0,0,0,Rin Hoshizora,1
100010020,1001,高坂穂乃果,1,100001,100010020,2,3,4480,4010,3680,10001_0020_00,10001_0020_01,2,,,0,0,0,0,Honoka Kosaka,1
100020017,1002,絢瀬絵里,3,300001,100020017,2,3,3710,4480,3950,10002_0017_00,10002_0017_01,2,,,0,0,0,0,Eli Ayase,1
100030020,1003,南ことり,2,200001,100030020,2,3,3980,3690,4560,10003_0020_00,10003_0020_01,2,,,0,0,0,0,Kotori Minami,1
100040019,1004,園田海未,3,300001,100040019,2,3,3670,4430,4040,10004_0019_00,10004_0019_01,2,,,0,0,0,0,Umi Sonoda,1
100050018,1005,星空凛,1,100001,100050018,2,3,4450,3700,4020,10005_0018_00,10005_0018_01,2,,,0,0,0,0,Rin Hoshizora,1
100060018,1006,西木野真姫,3,300001,100060018,2,3,3990,4500,3650,10006_0018_00,10006_0018_01,2,,,0,0,0,0,Maki Nishikino,1
100070018,1007,東條希,2,200001,100070018,2,3,4000,3720,4510,10007_0018_00,10007_0018_01,2,,,0,0,0,0,Nozomi Tojo,1
100080017,1008,小泉花陽,2,200001,100080017,2,3,4020,3680,4530,10008_0017_00,10008_0017_01,2,,,0,0,0,0,Hanayo Koizumi,1
100090018,1009,矢澤にこ,1,100001,100090018,2,3,4530,3960,3680,10009_0018_00,10009_0018_01,2,,,0,0,0,0,Nico Yazawa,1
100010021,1001,高坂穂乃果,1,100001,100010021,2,3,4460,3760,3930,10001_0021_00,10001_0021_01,2,,,0,0,0,0,Honoka Kosaka,1
100020018,1002,絢瀬絵里,3,300001,100020018,2,3,3970,4510,3730,10002_0018_00,10002_0018_01,2,,,0,0,0,0,Eli Ayase,1
100030021,1003,南ことり,2,200001,100030021,2,3,3690,3970,4480,10003_0021_00,10003_0021_01,2,,,0,0,0,0,Kotori Minami,1
100040020,1004,園田海未,3,300001,100040020,2,3,3940,4560,3710,10004_0020_00,10004_0020_01,2,,,0,0,0,0,Umi Sonoda,1
100050019,1005,星空凛,1,100001,100050019,2,3,4500,3940,3710,10005_0019_00,10005_0019_01,2,,,0,0,0,0,Rin Hoshizora,1
100060019,1006,西木野真姫,3,300001,100060019,2,3,3660,4530,4020,10006_0019_00,10006_0019_01,2,,,0,0,0,0,Maki Nishikino,1
100070019,1007,東條希,2,200001,100070019,2,3,3720,3920,4500,10007_0019_00,10007_0019_01,2,,,0,0,0,0,Nozomi Tojo,1
100080018,1008,小泉花陽,2,200001,100080018,2,3,3670,3990,4480,10008_0018_00,10008_0018_01,2,,,0,0,0,0,Hanayo Koizumi,1
100090019,1009,矢澤にこ,1,100001,100090019,2,3,4450,3730,3970,10009_0019_00,10009_0019_01,2,,,0,0,0,0,Nico Yazawa,1
140130002,5013,佐伯麗音,2,200001,140130002,1,2,820,450,2000,14013_0002_00,14013_0002_01,1,,,0,0,0,0,Reine Saeki,1
100010022,1001,動物がいっぱい,1,100002,100010022,2,3,4880,3510,3840,10001_0022_00,10001_0022_01,2,,,0,0,0,0,Lots o' Animals,1
100040021,1004,秘めた想い,1,100002,100040021,2,3,4860,3810,3560,10004_0021_00,10004_0021_01,2,,,0,0,0,0,Secret Desire,1
100050020,1005,凛のひみつ,3,300002,100050020,2,3,3890,4810,3530,10005_0020_00,10005_0020_01,2,,,0,0,0,0,Rin's Secret,1
100080019,1008,ドキドキバレンタイン,2,200002,100080019,2,3,3530,3860,4840,10008_0019_00,10008_0019_01,2,,,0,0,0,0,Romantic Valentine,1
100090020,1009,超レアチョコ,3,300004,100090020,3,4,4740,5190,3860,10009_0020_00,10009_0020_01,3,,,0,0,0,0,Special Chocolate,1
100030022,1003,南ことり,2,200001,100030022,3,4,3780,4220,4840,10003_0022_00,10003_0022_01,3,,,0,0,0,0,Kotori Minami,1
140250002,5025,白木凪,3,300001,140250002,1,2,810,2840,1260,14025_0002_00,14025_0002_01,1,,,0,0,0,0,Nagi Shiraki,1
100050021,1005,冬の思い出♪,2,200002,100050021,2,3,3710,3940,4640,10005_0021_00,10005_0021_01,2,,,0,0,0,0,Winter Memories,1
140530002,5053,ジェニファー,2,200001,140530002,1,2,990,630,2420,14053_0002_00,14053_0002_01,1,,,0,0,0,0,Jennifer,1
100020019,1002,一粒チョコレート,2,200002,100020019,2,3,3570,3840,4820,10002_0019_00,10002_0019_01,2,,,0,0,0,0,A Piece of Chocolate,1
100030023,1003,口溶けスイーツ♪,3,300002,100030023,2,3,3470,4850,3910,10003_0023_00,10003_0023_01,2,,,0,0,0,0,Sweet and Smooth,1
100070020,1007,ハッピーバレンタイン,1,100002,100070020,2,3,4900,3600,3730,10007_0020_00,10007_0020_01,2,,,0,0,0,0,Happy Valentine,1
100060020,1006,真姫の隠し事,2,200004,100060020,3,4,3870,4690,5230,10006_0020_00,10006_0020_01,3,,,0,0,0,0,Maki's Secret,1
140380002,5038,志賀仁美,1,100001,140380002,1,2,2180,780,520,14038_0002_00,14038_0002_01,1,,,0,0,0,0,Hitomi Shiga,1
100060021,1006,鬼はうち,1,100002,100060021,2,3,4670,3560,3900,10006_0021_00,10006_0021_01,2,,,0,0,0,0,More Luck for Me!,1
140020002,5002,宮下ココ,1,100001,140020002,1,2,1510,530,650,14002_0002_00,14002_0002_01,1,,,0,0,0,0,Coco Miyashita,1
100010023,1001,おひさまパワー☆,3,300002,100010023,2,3,4010,4770,3550,10001_0023_00,10001_0023_01,2,,,0,0,0,0,Sunny Power,1
100020020,1002,音ノ木坂のお姉さん,1,100002,100020020,2,3,4840,3970,3520,10002_0020_00,10002_0020_01,2,,,0,0,0,0,Girl of Otonokizaka,1
100040022,1004,雪どけの季節,3,300002,100040022,2,3,3530,4810,3990,10004_0022_00,10004_0022_01,2,,,0,0,0,0,Snow Melt Season,1
100070021,1007,新しい風,2,200002,100070021,2,3,3500,4040,4790,10007_0021_00,10007_0021_01,2,,,0,0,0,0,Fresh Wind,1
100080020,1008,花陽の春コーデ♪,1,100004,100080020,3,4,5240,3950,4600,10008_0020_00,10008_0020_01,3,,,0,0,0,0,My Spring Looks,1
140220002,5022,多々良るう,3,300001,140220002,1,2,640,2680,1050,14022_0002_00,14022_0002_01,1,,,0,0,0,0,Ru Tatara,1
100090021,1009,女の子の好きなもの,2,200002,100090021,2,3,3550,3820,4710,10009_0021_00,10009_0021_01,2,,,0,0,0,0,What a Girl Likes,1
140120002,5012,御堂優理,2,200001,140120002,1,2,490,800,1900,14012_0002_00,14012_0002_01,1,,,0,0,0,0,Yuri Mido,1
100030024,1003,ことりのまくら♪,1,100002,100030024,2,3,4860,3540,3930,10003_0024_00,10003_0024_01,2,,,0,0,0,0,Kotori's Pillow,1
100060022,1006,募る想い,2,200002,100060022,2,3,3520,4050,4760,10006_0022_00,10006_0022_01,2,,,0,0,0,0,Growing Love,1
100090022,1009,挑戦者にこ,3,300002,100090022,2,3,3980,4800,3550,10009_0022_00,10009_0022_01,2,,,0,0,0,0,Nico the Challenger,1
100050022,1005,遊びに行こうっ！,2,200004,100050022,3,4,4780,3780,5230,10005_0022_00,10005_0022_01,3,,,0,0,0,0,Let's Go Out!,1
140310002,5031,設楽ふみ,1,100001,140310002,1,2,2450,610,1080,14031_0002_00,14031_0002_01,1,,,0,0,0,0,Fumi Shitara,1
100030025,1003,綺麗なことりさん,3,300002,100030025,2,3,3740,4670,3670,10003_0025_00,10003_0025_01,2,,,0,0,0,0,Pretty Bird,1
100050023,1005,星空凛,1,100001,100050023,2,3,4320,3700,4120,10005_0023_00,10005_0023_01,2,,,0,0,0,0,Rin Hoshizora,1
100080021,1008,小泉花陽,2,200001,100080021,2,3,3740,4060,4370,10008_0021_00,10008_0021_01,2,,,0,0,0,0,Hanayo Koizumi,1
140260002,5026,藤城悠弓,2,200001,140260002,1,2,900,1170,2870,14026_0002_00,14026_0002_01,1,,,0,0,0,0,Yumi Fujishiro,1
100010024,1001,やっぱり幸せ！,2,200002,100010024,2,3,3970,3540,4820,10001_0024_00,10001_0024_01,2,,,0,0,0,0,I'm Happy!,1
100030026,1003,甘みたっぷり☆,2,200002,100030026,2,3,3540,3990,4800,10003_0026_00,10003_0026_01,2,,,0,0,0,0,Juicy Fruity,1
100050024,1005,スイートラーメン,1,100002,100050024,2,3,4780,4030,3520,10005_0024_00,10005_0024_01,2,,,0,0,0,0,Sweet Ramen,1
100080022,1008,まかせてください！,3,300002,100080022,2,3,3500,4830,4000,10008_0022_00,10008_0022_01,2,,,0,0,0,0,Leave it to Me!,1
100020021,1002,亜里沙も一緒♪,1,100004,100020021,3,4,5220,4690,3880,10002_0021_00,10002_0021_01,3,,,0,0,0,0,With Alisa!,1
140360002,5036,福原命,2,200001,140360002,1,2,1240,650,2250,14036_0002_00,14036_0002_01,1,,,0,0,0,0,Mikoto Fukuhara,1
100060023,1006,桜の木の下で,3,300002,100060023,2,3,3670,4700,3710,10006_0023_00,10006_0023_01,2,,,0,0,0,0,Cherry Blossoms,1
140170002,5017,九条聖来,3,300001,140170002,1,2,540,2070,840,14017_0002_00,14017_0002_01,1,,,0,0,0,0,Seira Kujo,1
100010025,1001,高坂穂乃果,1,100001,100010025,1,2,4010,1790,2060,10001_0025_00,10001_0025_01,1,,,0,0,0,0,Honoka Kosaka,1
100020022,1002,絢瀬絵里,3,300001,100020022,1,2,1880,3990,1990,10002_0022_00,10002_0022_01,1,,,0,0,0,0,Eli Ayase,1
100030027,1003,南ことり,2,200001,100030027,1,2,1810,2030,4020,10003_0027_00,10003_0027_01,1,,,0,0,0,0,Kotori Minami,1
100040023,1004,園田海未,3,300001,100040023,1,2,1770,4050,2040,10004_0023_00,10004_0023_01,1,,,0,0,0,0,Umi Sonoda,1
100050025,1005,星空凛,1,100001,100050025,1,2,3970,1820,2070,10005_0025_00,10005_0025_01,1,,,0,0,0,0,Rin Hoshizora,1
100060024,1006,西木野真姫,3,300001,100060024,1,2,1980,4030,1850,10006_0024_00,10006_0024_01,1,,,0,0,0,0,Maki Nishikino,1
100070022,1007,東條希,2,200001,100070022,1,2,1970,1840,4040,10007_0022_00,10007_0022_01,1,,,0,0,0,0,Nozomi Tojo,1
100080023,1008,小泉花陽,2,200001,100080023,1,2,1870,2010,3980,10008_0023_00,10008_0023_01,1,,,0,0,0,0,Hanayo Koizumi,1
100090023,1009,矢澤にこ,1,100001,100090023,1,2,4020,2000,1840,10009_0023_00,10009_0023_01,1,,,0,0,0,0,Nico Yazawa,1
100060025,1006,フルーツガール,1,100002,100060025,2,3,4870,3910,3550,10006_0025_00,10006_0025_01,2,,,0,0,0,0,Fruity Girl,1
100070023,1007,自然の恵み♪,3,300002,100070023,2,3,3540,4840,3950,10007_0023_00,10007_0023_01,2,,,0,0,0,0,Natural Goodness,1
100090024,1009,スイーツアイドル,2,200002,100090024,2,3,3900,3620,4810,10009_0024_00,10009_0024_01,2,,,0,0,0,0,Sweet Idol,1
100040024,1004,甘味のちから,3,300003,100040024,3,4,4300,5290,4230,10004_0024_00,10004_0024_01,3,,,0,0,0,0,Desserts Rule,1
100010026,1001,高坂穂乃果,1,100001,100010026,1,2,3610,2030,1820,10001_0026_00,10001_0026_01,1,,,0,0,0,0,Honoka Kosaka,1
100020023,1002,絢瀬絵里,3,300001,100020023,1,2,1970,3630,1860,10002_0023_00,10002_0023_01,1,,,0,0,0,0,Eli Ayase,1
100030028,1003,南ことり,2,200001,100030028,1,2,2010,1850,3600,10003_0028_00,10003_0028_01,1,,,0,0,0,0,Kotori Minami,1
100040025,1004,園田海未,3,300001,100040025,1,2,1990,3560,1910,10004_0025_00,10004_0025_01,1,,,0,0,0,0,Umi Sonoda,1
100050026,1005,星空凛,1,100001,100050026,1,2,3570,2050,1840,10005_0026_00,10005_0026_01,1,,,0,0,0,0,Rin Hoshizora,1
100060026,1006,西木野真姫,3,300001,100060026,1,2,1850,3590,2020,10006_0026_00,10006_0026_01,1,,,0,0,0,0,Maki Nishikino,1
100070024,1007,東條希,2,200001,100070024,1,2,1850,1960,3650,10007_0024_00,10007_0024_01,1,,,0,0,0,0,Nozomi Tojo,1
100080024,1008,小泉花陽,2,200001,100080024,1,2,1960,1860,3640,10008_0024_00,10008_0024_01,1,,,0,0,0,0,Hanayo Koizumi,1
100090025,1009,矢澤にこ,1,100001,100090025,1,2,3580,1870,2010,10009_0025_00,10009_0025_01,1,,,0,0,0,0,Nico Yazawa,1
140550002,5055,レオ,3,300001,140550002,1,2,1000,2370,720,14055_0002_00,14055_0002_01,1,,,0,0,0,0,Leo,1
100080025,1008,ご飯とお味噌汁,2,200002,100080025,2,3,3610,3790,4680,10008_0025_00,10008_0025_01,2,,,0,0,0,0,Rice and Miso Soup,1
140490002,5049,白瀬小雪,1,100001,140490002,1,2,2160,480,800,14049_0002_00,14049_0002_01,1,,,0,0,0,0,Koyuki Shirase,1
100040026,1004,海未の恩返し,1,100002,100040026,2,3,4850,3980,3500,10004_0026_00,10004_0026_01,2,,,0,0,0,0,Umi Returns the Favor,1
100050027,1005,魔法のランプ,3,300002,100050027,2,3,4020,4790,3520,10005_0027_00,10005_0027_01,2,,,0,0,0,0,Magic Lamp,1
100060027,1006,目覚めの口づけ,3,300002,100060027,2,3,3560,4810,3960,10006_0027_00,10006_0027_01,2,,,0,0,0,0,Awakening Kiss,1
100070025,1007,塔の中の乙女,2,200002,100070025,2,3,3590,4000,4740,10007_0025_00,10007_0025_01,2,,,0,0,0,0,Let Your Hair Down,1
100030029,1003,小さなお姫様,1,100004,100030029,3,4,5210,3830,4750,10003_0029_00,10003_0029_01,3,,,0,0,0,0,Little Princess,1
140450002,5045,レベッカ,2,200001,140450002,1,2,460,810,2270,14045_0002_00,14045_0002_01,1,,,0,0,0,0,Rebecca,1
100040027,1004,勇敢なる乙女,2,200002,100040027,2,3,3720,3640,4720,10004_0027_00,10004_0027_01,2,,,0,0,0,0,Brave Maiden,1
140500002,5050,相川涼,2,200001,140500002,1,2,690,1030,2320,14050_0002_00,14050_0002_01,1,,,0,0,0,0,Ryo Aikawa,1
100010027,1001,とろーりチーズ♪,3,300002,100010027,2,3,3980,4820,3530,10001_0027_00,10001_0027_01,2,,,0,0,0,0,Melty Cheese,1
100020024,1002,魔法が解けても,2,200002,100020024,2,3,3600,3920,4810,10002_0024_00,10002_0024_01,2,,,0,0,0,0,Enchanted Forever,1
100090026,1009,食べちゃダメよ？,1,100002,100090026,2,3,4790,3580,3960,10009_0026_00,10009_0026_01,2,,,0,0,0,0,Please Don't Eat Me,1
100080026,1008,ちびっこおにぎり！,2,200003,100080026,3,4,4090,4450,5280,10008_0026_00,10008_0026_01,3,,,0,0,0,0,Tiny Rice Balls!,1
140390002,5039,鬼崎アキラ,3,300001,140390002,1,2,870,1690,580,14039_0002_00,14039_0002_01,1,,,0,0,0,0,Akira Kizaki,1
100010028,1001,ゆっくり行こう！,1,100002,100010028,2,3,4660,3580,3840,10001_0028_00,10001_0028_01,2,,,0,0,0,0,Let's Take It Slow!,1
140440002,5044,ラクシャータ,3,300001,140440002,1,2,480,2240,820,14044_0002_00,14044_0002_01,1,,,0,0,0,0,Rakshata,1
100040028,1004,寄り添いポーズ,2,200002,100040028,2,3,3520,3820,4840,10004_0028_00,10004_0028_01,2,,,0,0,0,0,Pose with You,1
100050028,1005,大人みたい♪,2,200002,100050028,2,3,3790,3530,4860,10005_0028_00,10005_0028_01,2,,,0,0,0,0,All Grown Up?,1
100070026,1007,空想ブライダル,1,100002,100070026,2,3,4820,3550,3810,10007_0026_00,10007_0026_01,2,,,0,0,0,0,Bridal Dreams,1
100090027,1009,人気モデルにこ♪,3,300002,100090027,2,3,3760,4870,3550,10009_0027_00,10009_0027_01,2,,,0,0,0,0,Nico on the Runway,1
