_id,_infoText,_detailText,_infoTextEn,_detailTextEn,_masterReleaseLabelId
3110020,メイちゃんお誕生日記念勧誘～ハーモニースター～,「メイちゃんお誕生日記念勧誘～ハーモニースター～」は、Liella!所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [メイちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Mei's Birthday Scout: Harmony Star,"Mei's Birthday Celebration Scout: Harmony Star always features Liella! Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Mei's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223102901
3110021,凛ちゃんお誕生日記念勧誘～フラワーシャワー～,「凛ちゃんお誕生日記念勧誘～フラワーシャワー～」は、μ'ｓ所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [凛ちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Rin's Birthday Scout: Flower Shower,"Rin's Birthday Celebration Scout: Flower Shower always features μ's Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Rin's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223110101
3110022,璃奈ちゃんお誕生日記念勧誘～カラフルヒロインズ～,「璃奈ちゃんお誕生日記念勧誘～カラフルヒロインズ～」は、虹ヶ咲学園スクールアイドル同好会所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [璃奈ちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Rina's Birthday Scout: Colorful Heroines,"Rina's Birthday Celebration Scout: Colorful Heroines always features Nijigasaki Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Rina's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223111301
3110023,恋ちゃんお誕生日記念勧誘～ハーモニースター～,「恋ちゃんお誕生日記念勧誘～ハーモニースター～」は、Liella!所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [恋ちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Ren's Birthday Scout: Harmony Star,"Ren's Birthday Celebration Scout: Harmony Star always features Liella! Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Ren's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223112401
3110024,ミアちゃんお誕生日記念勧誘～カラフルヒロインズ～,「ミアちゃんお誕生日記念勧誘～カラフルヒロインズ～」は、虹ヶ咲学園スクールアイドル同好会所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [ミアちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Mia's Birthday Scout: Colorful Heroines,"Mia's Birthday Celebration Scout: Colorful Heroines always features Nijigasaki Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Mia's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223120601
3110025,彼方ちゃんお誕生日記念勧誘～カラフルヒロインズ～,「彼方ちゃんお誕生日記念勧誘～カラフルヒロインズ～」は、虹ヶ咲学園スクールアイドル同好会所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [彼方ちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Kanata's Birthday Scout: Colorful Heroines,"Kanata's Birthday Celebration Scout: Colorful Heroines always features Nijigasaki Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Kanata's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223121601
3110026,冬毬ちゃんお誕生日記念勧誘～ハーモニースター～,「冬毬ちゃんお誕生日記念勧誘～ハーモニースター～」は、Liella!所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [冬毬ちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Tomari's Birthday Scout: Harmony Star,"Tomari's Birthday Celebration Scout: Harmony Star always features Liella! Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Tomari's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223122801
3110027,ダイヤちゃんお誕生日記念勧誘～フェアリーウイング～,「ダイヤちゃんお誕生日記念勧誘～フェアリーウイング～」は、Aqours所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [ダイヤちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Dia's Birthday Scout: Fairy Wing,"Dia's Birthday Celebration Scout: Fairy Wing always features Aqours Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Dia's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224010103
3110028,花陽ちゃんお誕生日記念勧誘～フラワーシャワー～,「花陽ちゃんお誕生日記念勧誘～フラワーシャワー～」は、μ'ｓ所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [花陽ちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Hanayo's Birthday Scout: Flower Shower,"Hanayo's Birthday Celebration Scout: Flower Shower always features μ's Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Hanayo's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224011702
3110029,マルガレーテちゃんお誕生日記念勧誘～ハーモニースター～,「マルガレーテちゃんお誕生日記念勧誘～ハーモニースター～」は、Liella!所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [マルガレーテちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Margarete's Birthday Scout: Harmony Star,"Margarete's Birthday Celebration Scout: Harmony Star always features Liella! Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Margarete's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224012002
3110030,かすみちゃんお誕生日記念勧誘～カラフルヒロインズ～,「かすみちゃんお誕生日記念勧誘～カラフルヒロインズ～」は、虹ヶ咲学園スクールアイドル同好会所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [かすみちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Kasumi's Birthday Scout: Colorful Heroines,"Kasumi's Birthday Celebration Scout: Colorful Heroines always features Nijigasaki Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Kasumi's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224012302
3110031,エマちゃんお誕生日記念勧誘～カラフルヒロインズ～,「エマちゃんお誕生日記念勧誘～カラフルヒロインズ～」は、虹ヶ咲学園スクールアイドル同好会所属のR以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br>「有償10回勧誘」は、有償ラブカ2000個で期間中1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [エマちゃんお誕生記念]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Emma's Birthday Scout: Colorful Heroines,"Emma's Birthday Celebration Scout: Colorful Heroines always features Nijigasaki Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br>A 10x Paid Scout costs 2,000 Paid Loveca and can be performed once during the event period.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Emma's Birthday] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224020502
