_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_masterReleaseLabelId
10090009,心身の鍛錬をして,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
10090010,にっこにっこにー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10090011,教えてあげる♪,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"27,26,26,26,25","43000,43000,43000,43000,43000","2500,2500,2500,3000,3000",0,0,0,4,"121,123,125,127,129",1
10090012,にこは人気者,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10090013,ありがた～い講義,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",1
10090014,スイカケーキ？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21,21,21,20,20","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"111,113,115,117,119,121,123,125,127",1
20010001,憧れのスクールアイドル,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
20010002,夢は叶うよ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"21,20,20","28000,28000,28000","4000,4000,4000",0,0,0,5,"1,1,1",1
20010003,やってみなくちゃ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20010004,負けず嫌い,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
20010005,遠出の準備,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"25,24,23","30000,30000,30000",,0,0,0,6,"1,1,1",1
20010006,想いを馳せて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,200,0,4,"111,113,115",1
20010007,水泳日和！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20010008,みかんパワー！,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20010009,ブラッシングタイム！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20010010,コアラの眠り,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
20010011,練習帰りの談笑,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"30,29,29,29,28,28,28,27,27","49000,49000,49000,49000,49000,49000,49000,49000,49000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"108,110,112,114,116,118,120,122,124",1
20010012,オレンジマーメイド,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"21,20,20,20,19,19,19,18,18","32000,32000,32000,32000,32000,32000,32000,32000,32000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"115,117,119,121,123,125,127,129,131",1
20020001,みんなの力に,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
20020002,都会から来た転入生,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20020003,一緒に楽しもう♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"25,24,24","32000,32000,32000","4000,4000,4000",0,0,0,5,"1,1,1",1
20020004,いい汗かいたね,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20020005,色んな場所に,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
20020006,たくさん遊ぼう,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
20020007,好きになった内浦,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20020008,新しい自分へ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"21,20,19,18,17","26000,26000,26000,26000,26000",,0,0,0,6,"2,2,2,2,3",1
20020009,お注射の時間,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20020010,ショーの相棒,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
20020011,トリオの旋律,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
20020012,りんごの誘惑,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"22,21,21,21,20,20,20,19,19","29000,29000,29000,29000,29000,29000,29000,29000,29000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
20030001,大人な性格,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,200,0,4,"111,113,115",1
20030002,ショップの手伝い,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
20030003,出かけようか,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20030004,髪を結んで,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
20030005,遠路はるばる,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
20030006,機能性抜群,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
20030007,サーフィンもお手の物,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20030008,衣装合わせ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20030009,何度でも頑張ろう♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"22,21,21,21,20","37000,37000,37000,37000,37000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
20030010,自然に惹かれて,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20030011,頬を撫でる潮風,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",1
20030012,ring finger,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"23,22,22,22,21,21,21,20,20","30000,30000,30000,30000,30000,30000,30000,30000,30000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
20040001,名家の子女,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20040002,完璧主義者,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20040003,曲がったことは許さない,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20040004,優勝目指して,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20040005,どこまで遠出を？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
20040006,水門で待ち合わせ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
20040007,内浦に射す光,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
20040008,断固2cm！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
20040009,Aqoursと申しますわ！,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
20040010,歴史のねじれ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20040011,姉の日課,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"26,25,24,23,22,21,20,19,18","31000,31000,31000,31000,31000,31000,31000,31000,31000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
20040012,狼にご用心,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"119,121,123,125,127,129,131,133,135",1
20050001,ヨーソロー！,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24","39000,39000,39000","2000,2000,2000",0,0,0,4,"124,126,128",1
20050002,船長志望,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
20050003,千歌ちゃんのみかん,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
20050004,船出の時間,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
20050005,電車で出発！,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
20050006,お邪魔しまっす♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,200,0,4,"111,113,115",1
20050007,海水浴場へ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"21,20,20","28000,28000,28000","4000,4000,4000",0,0,0,5,"1,1,1",1
20050008,衣装作り,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20050009,近くで寄り添って,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20050010,犯人は、お前だ！,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19,19,18","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
20050011,耀う水面,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"28,27,27,27,26,26,26,25,25","37000,37000,37000,37000,37000,37000,37000,37000,37000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
20050012,花嫁カウントダウン,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"21,20,19,18,17,16,15,14,13","26000,26000,26000,26000,26000,26000,26000,26000,26000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
20060001,ヨハネ見参！,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"19,18,17","31000,31000,31000",,0,0,0,6,"1,1,1",1
20060002,堕天使ヨハネ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"20,19,19","27000,27000,27000","4000,4000,4000",0,0,0,5,"1,1,1",1
20060003,罪深いアクマなの,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20060004,堕☆天,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
20060005,仮の姿よ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20","29000,29000,29000","2000,2000,2000",0,0,0,4,"108,110,112",1
20060006,堕天してみない？,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
20060007,浜辺の堕天使,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,200,0,4,"112,114,116",1
20060008,罪深き闇のドレス,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
20060009,極上堕天使の応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20060010,暗黒魔術,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,"7000,6900,6800,6700,6600","42000,42200,42400,42600,42800",,0,0,0,6,"2,2,2,2,3",1
20060011,堕天使じゃんけん,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"23,22,21,20,19,18,17,16,15","36000,36000,36000,36000,36000,36000,36000,36000,36000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
20060012,煉獄の紅焔への降臨,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"124,126,128,130,132,134,136,138,140",1
20070001,お寺の娘,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20070002,読書大好き,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20070003,休日は図書館へ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
20070004,オラも頑張る,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20070005,文学少女のお出掛け,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20070006,聖歌隊の練習後に,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20070007,内浦の浅瀬で,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"20,19,19","27000,27000,27000","4000,4000,4000",0,0,0,5,"1,1,1",1
20070008,本は財産,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"23,22,22,22,21","35000,35000,35000,35000,35000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
20070009,毎日が大冒険♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
20070010,ボールを四角く,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,"22,21,21,21,20","37000,37000,37000,37000,37000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
20070011,アフターランチ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",1
20070012,色褪せぬ美しさ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"22,21,21,21,20,20,20,19,19","29000,29000,29000,29000,29000,29000,29000,29000,29000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
20080001,チャオ♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,200,0,4,"112,114,116",1
20080002,理事長,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
20080003,シャイニー☆,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"25,24,24","32000,32000,32000","4000,4000,4000",0,0,0,5,"1,1,1",1
20080004,恐れ知らずの挑戦者,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20080005,乗馬のレッスン,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
20080006,マリーとおでかけ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
20080007,内浦が一番♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
20080008,リゾートコーデ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20080009,愛の調剤,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"22,21,20,19,18","35000,35000,35000,35000,35000",,0,0,0,6,"2,2,2,2,3",1
20080010,熱いパッション,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20","30000,30000,30000,30000,30000","2500,2500,2500,3000,3000",0,0,0,4,"110,112,114,116,118",1
20080011,風光明媚,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"25,24,24,24,23,23,23,22,22","33000,33000,33000,33000,33000,33000,33000,33000,33000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"114,116,118,120,122,124,126,128,130",1
20080012,フルーツカーニバル♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"20,19,19,19,18,18,18,17,17","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
20090001,泣き虫さん,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,"19,18,17","31000,31000,31000",,0,0,0,6,"1,1,1",1
20090002,臆病だって,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
20090003,得意の裁縫,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
20090004,アイドル目指して,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
20090005,行こうよ遠くまで,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
20090006,お姉ちゃん待ち,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,200,0,4,"112,114,116",1
20090007,砂浜の温度,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
20090008,出来るもんっ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"24,23,23,23,22","31000,31000,31000,31000,31000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
20090009,目指せチアガールさん,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,"27,26,26,26,25","43000,43000,43000,43000,43000","2500,2500,2500,3000,3000",0,0,0,4,"121,123,125,127,129",1
20090010,ルビィの勇気,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"20,19,19,19,18","28000,28000,28000,28000,28000","2500,2500,2500,3000,3000",0,0,0,4,"106,108,110,112,114",1
20090011,おねぼうさん,{0}秒ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,4,"9000,8800,8800,8600,8600,8400,8400,8200,8200","39000,39200,39400,39600,39800,40000,40200,40400,40600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"149,151,153,155,157,159,161,163,165",1
20090012,お花がポイント,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21,21,20,20,20,19,19","30000,30000,30000,30000,30000,30000,30000,30000,30000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"110,112,114,116,118,120,122,124,126",1
30010001,しとやかに,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
30010002,一歩ずつ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,"22,21,21","29000,29000,29000","4000,4000,4000",0,0,0,5,"1,1,1",1
30010003,努力家,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
