_masterMusicId,_level,_levelNumber,_noteDataFileName,_fullCombo,_beforeClimaxNotesCount,_scoreCoeff,_climaxScoreCoeff,_voltageIncreaseCoeff,_voltageDecreaseCoeff,_masterReleaseLabelId
1097,3,10,1097_4_RuteshiKisukiShiteru,569,1097,1,1097,1097,1097,1
1097,4,11,1097_5_RuteshiKisukiShiteru,821,1097,1,1097,1097,1097,1
1098,1,5,1098_2_AishiteruBanzai,164,1098,1,1098,1098,1098,1
1098,2,6,1098_3_AishiteruBanzai,223,1098,1,1098,1098,1098,1
1098,3,9,1098_4_AishiteruBanzai,302,1098,1,1098,1098,1098,1
1098,4,10,1098_5_AishiteruBanzai,457,1098,1,1098,1098,1098,1
1099,1,5,1099_2_AihaTaiyojyanai,162,1099,1,1099,1099,1099,1
1099,2,7,1099_3_AihaTaiyojyanai,276,1099,1,1099,1099,1099,1
1099,3,9,1099_4_AihaTaiyojyanai,383,1099,1,1099,1099,1099,1
1099,4,11,1099_5_AihaTaiyojyanai,627,1099,1,1099,1099,1099,1
1100,1,6,1100_2_EienFriends,212,1100,1,1100,1100,1100,1
1100,2,8,1100_3_EienFriends,390,1100,1,1100,1100,1100,1
1100,3,9,1100_4_EienFriends,532,1100,1,1100,1100,1100,1
1100,4,11,1100_5_EienFriends,750,1100,1,1100,1100,1100,1
1101,1,7,1101_2_OtomeshikiRenaiJuku,248,1101,1,1101,1101,1101,1
1101,2,8,1101_3_OtomeshikiRenaiJuku,325,1101,1,1101,1101,1101,1
1101,3,11,1101_4_OtomeshikiRenaiJuku,553,1101,1,1101,1101,1101,1
1101,4,12,1101_5_OtomeshikiRenaiJuku,809,1101,1,1101,1101,1101,1
1102,1,6,1102_2_OtohimeHeartdeLoveKyuuden,231,1102,1,1102,1102,1102,1
1102,2,8,1102_3_OtohimeHeartdeLoveKyuuden,384,1102,1,1102,1102,1102,1
1102,3,10,1102_4_OtohimeHeartdeLoveKyuuden,597,1102,1,1102,1102,1102,1
1102,4,12,1102_5_OtohimeHeartdeLoveKyuuden,805,1102,1,1102,1102,1102,1
1103,1,4,1103_2_NatsuOwaranaide,135,1103,1,1103,1103,1103,1
1103,2,6,1103_3_NatsuOwaranaide,241,1103,1,1103,1103,1103,1
1103,3,9,1103_4_NatsuOwaranaide,413,1103,1,1103,1103,1103,1
1103,4,10,1103_5_NatsuOwaranaide,529,1103,1,1103,1103,1103,1
1104,1,4,1104_2_NatsuiroEgaode12Jump,146,1104,1,1104,1104,1104,1
1104,2,6,1104_3_NatsuiroEgaode12Jump,225,1104,1,1104,1104,1104,1
1104,3,9,1104_4_NatsuiroEgaode12Jump,370,1104,1,1104,1104,1104,1
1104,4,12,1104_5_NatsuiroEgaode12Jump,786,1104,1,1104,1104,1104,1
1105,1,5,1105_2_KaguyanoShirodeOdoritai,178,1105,1,1105,1105,1105,1
1105,2,7,1105_3_KaguyanoShirodeOdoritai,280,1105,1,1105,1105,1105,1
1105,3,9,1105_4_KaguyanoShirodeOdoritai,421,1105,1,1105,1105,1105,1
1105,4,11,1105_5_KaguyanoShirodeOdoritai,667,1105,1,1105,1105,1105,1
1106,1,6,1106_2_KodokunaHeaven,248,1106,1,1106,1106,1106,1
1106,2,8,1106_3_KodokunaHeaven,394,1106,1,1106,1106,1106,1
1106,3,10,1106_4_KodokunaHeaven,541,1106,1,1106,1106,1106,1
1106,4,12,1106_5_KodokunaHeaven,808,1106,1,1106,1106,1106,1
1107,1,6,1107_2_SukidesugaSukidesuka,220,1107,1,1107,1107,1107,1
1107,2,8,1107_3_SukidesugaSukidesuka,386,1107,1,1107,1107,1107,1
1107,3,10,1107_4_SukidesugaSukidesuka,596,1107,1,1107,1107,1107,1
1107,4,11,1107_5_SukidesugaSukidesuka,841,1107,1,1107,1107,1107,1
1108,1,7,1108_2_KokuhakuBiyoriDesu,248,1108,1,1108,1108,1108,1
1108,2,9,1108_3_KokuhakuBiyoriDesu,355,1108,1,1108,1108,1108,1
1108,3,11,1108_4_KokuhakuBiyoriDesu,579,1108,1,1108,1108,1108,1
1108,4,12,1108_5_KokuhakuBiyoriDesu,823,1108,1,1108,1108,1108,1
1109,1,5,1109_2_SaiteideSaikounoParadiso,178,1109,1,1109,1109,1109,1
1109,2,7,1109_3_SaiteideSaikounoParadiso,314,1109,1,1109,1109,1109,1
1109,3,9,1109_4_SaiteideSaikounoParadiso,500,1109,1,1109,1109,1109,1
1109,4,10,1109_5_SaiteideSaikounoParadiso,694,1109,1,1109,1109,1109,1
1110,1,5,1110_2_SakkakuCrossroads,154,1110,1,1110,1110,1110,1
1110,2,7,1110_3_SakkakuCrossroads,302,1110,1,1110,1110,1110,1
1110,3,9,1110_4_SakkakuCrossroads,500,1110,1,1110,1110,1110,1
1110,4,11,1110_5_SakkakuCrossroads,707,1110,1,1110,1110,1110,1
1111,1,4,1111_2_OmoideIjouniNaritakute,106,1111,1,1111,1111,1111,1
1111,2,6,1111_3_OmoideIjouniNaritakute,217,1111,1,1111,1111,1111,1
1111,3,9,1111_4_OmoideIjouniNaritakute,306,1111,1,1111,1111,1111,1
1111,4,11,1111_5_OmoideIjouniNaritakute,509,1111,1,1111,1111,1111,1
1112,1,6,1112_2_WatashitachihaMirainoHana,219,1112,1,1112,1112,1112,1
1112,2,8,1112_3_WatashitachihaMirainoHana,387,1112,1,1112,1112,1112,1
1112,3,10,1112_4_WatashitachihaMirainoHana,559,1112,1,1112,1112,1112,1
1112,4,12,1112_5_WatashitachihaMirainoHana,915,1112,1,1112,1112,1112,1
1113,1,5,1113_2_AkinoAnatanoSoraToku,189,1113,1,1113,1113,1113,1
1113,2,8,1113_3_AkinoAnatanoSoraToku,336,1113,1,1113,1113,1113,1
1113,3,10,1113_4_AkinoAnatanoSoraToku,458,1113,1,1113,1113,1113,1
1113,4,12,1113_5_AkinoAnatanoSoraToku,702,1113,1,1113,1113,1113,1
1114,1,5,1114_2_ShunjoRomantic,171,1114,1,1114,1114,1114,1
1114,2,8,1114_3_ShunjoRomantic,367,1114,1,1114,1114,1114,1
1114,3,10,1114_4_ShunjoRomantic,513,1114,1,1114,1114,1114,1
1114,4,11,1114_5_ShunjoRomantic,812,1114,1,1114,1114,1114,1
1115,1,6,1115_2_JunaiLens,213,1115,1,1115,1115,1115,1
1115,2,8,1115_3_JunaiLens,394,1115,1,1115,1115,1115,1
1115,3,10,1115_4_JunaiLens,550,1115,1,1115,1115,1115,1
1115,4,12,1115_5_JunaiLens,815,1115,1,1115,1115,1115,1
1116,1,4,1116_2_NightingaleLoveSong,144,1116,1,1116,1116,1116,1
1116,2,7,1116_3_NightingaleLoveSong,269,1116,1,1116,1116,1116,1
1116,3,9,1116_4_NightingaleLoveSong,375,1116,1,1116,1116,1116,1
1116,4,11,1116_5_NightingaleLoveSong,685,1116,1,1116,1116,1116,1
1117,1,8,1117_2_GarasunoHanazono,303,1117,1,1117,1117,1117,1
1117,2,9,1117_3_GarasunoHanazono,489,1117,1,1117,1117,1117,1
1117,3,11,1117_4_GarasunoHanazono,609,1117,1,1117,1117,1117,1
1117,4,12,1117_5_GarasunoHanazono,993,1117,1,1117,1117,1117,1
1118,1,5,1118_2_ShiranaiLoveOshieteLove,177,1118,1,1118,1118,1118,1
1118,2,7,1118_3_ShiranaiLoveOshieteLove,279,1118,1,1118,1118,1118,1
1118,3,9,1118_4_ShiranaiLoveOshieteLove,438,1118,1,1118,1118,1118,1
1118,4,10,1118_5_ShiranaiLoveOshieteLove,724,1118,1,1118,1118,1118,1
1119,1,5,1119_2_FuyugaKuretaYokan,181,1119,1,1119,1119,1119,1
1119,2,8,1119_3_FuyugaKuretaYokan,317,1119,1,1119,1119,1119,1
1119,3,9,1119_4_FuyugaKuretaYokan,429,1119,1,1119,1119,1119,1
1119,4,11,1119_5_FuyugaKuretaYokan,629,1119,1,1119,1119,1119,1
1120,1,5,1120_2_OnajiHoshigaMitai,181,1120,1,1120,1120,1120,1
1120,2,8,1120_3_OnajiHoshigaMitai,334,1120,1,1120,1120,1120,1
1120,3,10,1120_4_OnajiHoshigaMitai,500,1120,1,1120,1120,1120,1
1120,4,11,1120_5_OnajiHoshigaMitai,735,1120,1,1120,1120,1120,1
1121,1,5,1121_2_BinetsukaraMystery,196,1121,1,1121,1121,1121,1
1121,2,8,1121_3_BinetsukaraMystery,358,1121,1,1121,1121,1121,1
1121,3,10,1121_4_BinetsukaraMystery,530,1121,1,1121,1121,1121,1
1121,4,12,1121_5_BinetsukaraMystery,813,1121,1,1121,1121,1121,1
1123,1,6,1123_2_BokutachihaHitotsunoHikari,208,1123,1,1123,1123,1123,1
1123,2,8,1123_3_BokutachihaHitotsunoHikari,375,1123,1,1123,1123,1123,1
1123,3,9,1123_4_BokutachihaHitotsunoHikari,494,1123,1,1123,1123,1123,1
1123,4,11,1123_5_BokutachihaHitotsunoHikari,658,1123,1,1123,1123,1123,1
1124,1,5,1124_2_BokurahaImanoNakade,178,1124,1,1124,1124,1124,1
1124,2,7,1124_3_BokurahaImanoNakade,260,1124,1,1124,1124,1124,1
1124,3,10,1124_4_BokurahaImanoNakade,434,1124,1,1124,1124,1124,1
1124,4,11,1124_5_BokurahaImanoNakade,676,1124,1,1124,1124,1124,1
1126,1,7,1126_2_YumenakiYumehaYumejyanai,301,1126,1,1126,1126,1126,1
1126,2,9,1126_3_YumenakiYumehaYumejyanai,442,1126,1,1126,1126,1126,1
1126,3,11,1126_4_YumenakiYumehaYumejyanai,612,1126,1,1126,1126,1126,1
1126,4,12,1126_5_YumenakiYumehaYumejyanai,873,1126,1,1126,1126,1126,1
1127,1,6,1127_2_YukinoReason,230,1127,1,1127,1127,1127,1
1127,2,8,1127_3_YukinoReason,372,1127,1,1127,1127,1127,1
1127,3,10,1127_4_YukinoReason,473,1127,1,1127,1127,1127,1
1127,4,12,1127_5_YukinoReason,731,1127,1,1127,1127,1127,1
1128,1,4,1128_2_YujoNoChange,125,1128,1,1128,1128,1128,1
1128,2,6,1128_3_YujoNoChange,204,1128,1,1128,1128,1128,1
1128,3,9,1128_4_YujoNoChange,359,1128,1,1128,1128,1128,1
1128,4,11,1128_5_YujoNoChange,640,1128,1,1128,1128,1128,1
1129,1,5,1129_2_ArashinoNakanoKoidakara,191,1129,1,1129,1129,1129,1
1129,2,8,1129_3_ArashinoNakanoKoidakara,385,1129,1,1129,1129,1129,1
1129,3,10,1129_4_ArashinoNakanoKoidakara,533,1129,1,1129,1129,1129,1
1129,4,11,1129_5_ArashinoNakanoKoidakara,735,1129,1,1129,1129,1129,1
1130,1,6,1130_2_KoinoSignalRinRinRin,215,1130,1,1130,1130,1130,1
1130,2,8,1130_3_KoinoSignalRinRinRin,386,1130,1,1130,1130,1130,1
1130,3,10,1130_4_KoinoSignalRinRinRin,521,1130,1,1130,1130,1130,1
1130,4,11,1130_5_KoinoSignalRinRinRin,738,1130,1,1130,1130,1130,1
1131,1,5,1131_2_StartDash,181,1131,1,1131,1131,1131,1
1131,2,7,1131_3_StartDash,280,1131,1,1131,1131,1131,1
1131,3,9,1131_4_StartDash,458,1131,1,1131,1131,1131,1
1132,4,15,1132_5_Sn,531,1132,1,1132,1132,1132,224012901
1133,4,15,1133_5_Bo,650,1133,1,1133,1133,1133,224012901
1134,4,15,1134_5_Mu,614,1134,1,1134,1134,1134,224012901
1135,4,15,1135_5_Yu,461,1135,1,1135,1135,1135,224012901
1136,4,15,1136_5_An,469,1136,1,1136,1136,1136,224012901
1137,4,15,1137_5_He,461,1137,1,1137,1137,1137,224012901
1138,4,15,1138_5_Bo,529,1138,1,1138,1138,1138,224012901
1139,4,15,1139_5_Ps,748,1139,1,1139,1139,1139,224012901
1140,4,15,1140_5_Mo,642,1140,1,1140,1140,1140,224012901
2001,1,5,2001_2_CyazaleaKissDadandaaan,182,2001,1,2001,2001,2001,1
2001,2,8,2001_3_CyazaleaKissDadandaaan,367,2001,1,2001,2001,2001,1
2001,3,10,2001_4_CyazaleaKissDadandaaan,564,2001,1,2001,2001,2001,1
2001,4,12,2001_5_CyazaleaKissDadandaaan,791,2001,1,2001,2001,2001,1
2002,1,6,2002_2_SukiForYouDreamForYou,205,2002,1,2002,2002,2002,1
2002,2,8,2002_3_SukiForYouDreamForYou,416,2002,1,2002,2002,2002,1
2002,3,10,2002_4_SukiForYouDreamForYou,572,2002,1,2002,2002,2002,1
2003,1,7,2003_2_NamidagaYukiniNarumaeni,255,2003,1,2003,2003,2003,1
2003,2,9,2003_3_NamidagaYukiniNarumaeni,413,2003,1,2003,2003,2003,1
2003,3,10,2003_4_NamidagaYukiniNarumaeni,589,2003,1,2003,2003,2003,1
2004,1,5,2004_2_AfterTheRain,163,2004,1,2004,2004,2004,1
2004,2,7,2004_3_AfterTheRain,204,2004,1,2004,2004,2004,1
2004,3,10,2004_4_AfterTheRain,346,2004,1,2004,2004,2004,1
2005,1,6,2005_2_JimoAiDash,195,2005,1,2005,2005,2005,1
2005,2,8,2005_3_JimoAiDash,338,2005,1,2005,2005,2005,1
2005,3,10,2005_4_JimoAiDash,617,2005,1,2005,2005,2005,1
2005,4,12,2005_5_JimoAiDash,963,2005,1,2005,2005,2005,224021602
2006,1,5,2006_2_LonelySnowPlanet,146,2006,1,2006,2006,2006,1
2006,2,7,2006_3_LonelySnowPlanet,230,2006,1,2006,2006,2006,1
2006,3,9,2006_4_LonelySnowPlanet,374,2006,1,2006,2006,2006,1
2007,1,7,2007_2_PartyPartyPaPaPaParty,280,2007,1,2007,2007,2007,1
2007,2,9,2007_3_PartyPartyPaPaPaParty,361,2007,1,2007,2007,2007,1
2007,3,11,2007_4_PartyPartyPaPaPaParty,494,2007,1,2007,2007,2007,1
2008,1,4,2008_2_NeverGivingUp,120,2008,1,2008,2008,2008,1
2008,2,6,2008_3_NeverGivingUp,229,2008,1,2008,2008,2008,1
2008,3,9,2008_4_NeverGivingUp,373,2008,1,2008,2008,2008,1
2009,1,5,2009_2_KokoroMagicAtoZ,153,2009,1,2009,2009,2009,1
2009,2,7,2009_3_KokoroMagicAtoZ,243,2009,1,2009,2009,2009,1
2009,3,9,2009_4_KokoroMagicAtoZ,334,2009,1,2009,2009,2009,1
2010,1,4,2010_2_KokoronoHaneyoKimiheTondeke,158,2010,1,2010,2010,2010,1
2010,2,7,2010_3_KokoronoHaneyoKimiheTondeke,262,2010,1,2010,2010,2010,1
2010,3,9,2010_4_KokoronoHaneyoKimiheTondeke,371,2010,1,2010,2010,2010,1
2011,1,6,2011_2_TotsuzenGirl,204,2011,1,2011,2011,2011,1
2011,2,8,2011_3_TotsuzenGirl,335,2011,1,2011,2011,2011,1
2011,3,10,2011_4_TotsuzenGirl,500,2011,1,2011,2011,2011,1
2012,1,5,2012_2_PerfectSekai,193,2012,1,2012,2012,2012,1
2012,2,8,2012_3_PerfectSekai,341,2012,1,2012,2012,2012,1
2012,3,10,2012_4_PerfectSekai,518,2012,1,2012,2012,2012,1
2013,1,5,2013_2_AkogareRanRaran,159,2013,1,2013,2013,2013,1
2013,2,7,2013_3_AkogareRanRaran,264,2013,1,2013,2013,2013,1
2013,3,9,2013_4_AkogareRanRaran,439,2013,1,2013,2013,2013,1
2014,1,5,2014_2_Mottone,174,2014,1,2014,2014,2014,1
2014,2,7,2014_3_Mottone,299,2014,1,2014,2014,2014,1
2014,3,9,2014_4_Mottone,437,2014,1,2014,2014,2014,1
2015,1,8,2015_2_KimochimoYumemoIsshodane,332,2015,1,2015,2015,2015,1
2015,2,10,2015_3_KimochimoYumemoIsshodane,507,2015,1,2015,2015,2015,1
2015,3,11,2015_4_KimochimoYumemoIsshodane,686,2015,1,2015,2015,2015,1
2016,1,4,2016_2_1Star,121,2016,1,2016,2016,2016,1
2016,2,7,2016_3_1Star,211,2016,1,2016,2016,2016,1
2016,3,9,2016_4_1Star,368,2016,1,2016,2016,2016,1
2017,1,6,2017_2_RunKakeruRun,202,2017,1,2017,2017,2017,1
2017,2,8,2017_3_RunKakeruRun,301,2017,1,2017,2017,2017,1
2017,3,10,2017_4_RunKakeruRun,455,2017,1,2017,2017,2017,1
2018,1,5,2018_2_TateHokoTsubasa,169,2018,1,2018,2018,2018,1
2018,2,7,2018_3_TateHokoTsubasa,277,2018,1,2018,2018,2018,1
2018,3,9,2018_4_TateHokoTsubasa,439,2018,1,2018,2018,2018,1
2019,1,4,2019_2_Namidajanai,131,2019,1,2019,2019,2019,1
2019,2,6,2019_3_Namidajanai,210,2019,1,2019,2019,2019,1
2019,3,9,2019_4_Namidajanai,382,2019,1,2019,2019,2019,1
2020,1,4,2020_2_YaKounryusui,131,2020,1,2020,2020,2020,1
2020,2,7,2020_3_YaKounryusui,233,2020,1,2020,2020,2020,1
2020,3,9,2020_4_YaKounryusui,380,2020,1,2020,2020,2020,1
2021,1,5,2021_2_NandodatteYakusoku,175,2021,1,2021,2021,2021,1
2021,2,8,2021_3_NandodatteYakusoku,316,2021,1,2021,2021,2021,1
2021,3,9,2021_4_NandodatteYakusoku,496,2021,1,2021,2021,2021,1
2022,1,4,2022_2_PhoenixDance,134,2022,1,2022,2022,2022,1
2022,2,6,2022_3_PhoenixDance,258,2022,1,2022,2022,2022,1
2022,3,9,2022_4_PhoenixDance,417,2022,1,2022,2022,2022,1
2023,1,5,2023_2_WellGetTheNextDream,171,2023,1,2023,2023,2023,1
2023,2,7,2023_3_WellGetTheNextDream,280,2023,1,2023,2023,2023,1
2023,3,9,2023_4_WellGetTheNextDream,435,2023,1,2023,2023,2023,1
2024,1,6,2024_2_DragonRiders,133,2024,1,2024,2024,2024,1
2024,2,8,2024_3_DragonRiders,266,2024,1,2024,2024,2024,1
2024,3,10,2024_4_DragonRiders,479,2024,1,2024,2024,2024,1
2025,1,5,2025_2_Metamorphism,142,2025,1,2025,2025,2025,1
2025,2,7,2025_3_Metamorphism,272,2025,1,2025,2025,2025,1
2025,3,10,2025_4_Metamorphism,448,2025,1,2025,2025,2025,1
2026,1,5,2026_2_WhistleOfRevolution,160,2026,1,2026,2026,2026,1
2026,2,8,2026_3_WhistleOfRevolution,263,2026,1,2026,2026,2026,1
2026,3,10,2026_4_WhistleOfRevolution,429,2026,1,2026,2026,2026,1
2027,1,6,2027_2_OkawariHappyLife,195,2027,1,2027,2027,2027,1
2027,2,8,2027_3_OkawariHappyLife,298,2027,1,2027,2027,2027,1
2027,3,10,2027_4_OkawariHappyLife,457,2027,1,2027,2027,2027,1
2028,1,5,2028_2_LoveSpiralTower,181,2028,1,2028,2028,2028,1
2028,2,7,2028_3_LoveSpiralTower,288,2028,1,2028,2028,2028,1
2028,3,9,2028_4_LoveSpiralTower,405,2028,1,2028,2028,2028,1
2029,1,5,2029_2_AmazingTravelDna,174,2029,1,2029,2029,2029,1
2029,2,7,2029_3_AmazingTravelDna,266,2029,1,2029,2029,2029,1
2029,3,9,2029_4_AmazingTravelDna,443,2029,1,2029,2029,2029,1
2029,4,11,2029_5_AmazingTravelDna,653,2029,1,2029,2029,2029,1
2030,1,5,2030_2_AqoursPiratesDesire,194,2030,1,2030,2030,2030,1
2030,2,6,2030_3_AqoursPiratesDesire,299,2030,1,2030,2030,2030,1
2030,3,9,2030_4_AqoursPiratesDesire,433,2030,1,2030,2030,2030,1
2030,4,11,2030_5_AqoursPiratesDesire,626,2030,1,2030,2030,2030,1
2031,1,5,2031_2_DaydreamWarrior,198,2031,1,2031,2031,2031,1
2031,2,7,2031_3_DaydreamWarrior,293,2031,1,2031,2031,2031,1
2031,3,9,2031_4_DaydreamWarrior,464,2031,1,2031,2031,2031,1
2031,4,12,2031_5_DaydreamWarrior,716,2031,1,2031,2031,2031,1
2032,1,5,2032_2_GSenjonoCinderella,200,2032,1,2032,2032,2032,1
2032,2,8,2032_3_GSenjonoCinderella,342,2032,1,2032,2032,2032,1
2032,3,10,2032_4_GSenjonoCinderella,520,2032,1,2032,2032,2032,1
2032,4,12,2032_5_GSenjonoCinderella,728,2032,1,2032,2032,2032,1
2033,1,6,2033_2_ThrillingOneWay,215,2033,1,2033,2033,2033,1
2033,2,8,2033_3_ThrillingOneWay,398,2033,1,2033,2033,2033,1
2033,3,10,2033_4_ThrillingOneWay,592,2033,1,2033,2033,2033,1
2033,4,12,2033_5_ThrillingOneWay,840,2033,1,2033,2033,2033,1
2034,1,5,2034_2_TaiyowoOiKakero,190,2034,1,2034,2034,2034,1
2034,2,8,2034_3_TaiyowoOiKakero,308,2034,1,2034,2034,2034,1
2034,3,9,2034_4_TaiyowoOiKakero,476,2034,1,2034,2034,2034,1
2034,4,11,2034_5_TaiyowoOiKakero,674,2034,1,2034,2034,2034,1
2035,1,5,2035_2_HappyPartyTrain,187,2035,1,2035,2035,2035,1
2035,2,8,2035_3_HappyPartyTrain,322,2035,1,2035,2035,2035,1
2035,3,10,2035_4_HappyPartyTrain,498,2035,1,2035,2035,2035,1
2035,4,12,2035_5_HappyPartyTrain,723,2035,1,2035,2035,2035,1
2036,1,6,2036_2_HummingFriend,201,2036,1,2036,2036,2036,1
2036,2,8,2036_3_HummingFriend,331,2036,1,2036,2036,2036,1
2036,3,9,2036_4_HummingFriend,533,2036,1,2036,2036,2036,1
2036,4,11,2036_5_HummingFriend,754,2036,1,2036,2036,2036,1
2037,1,5,2037_2_SunshinePikkapikaOndo,176,2037,1,2037,2037,2037,1
2037,2,7,2037_3_SunshinePikkapikaOndo,331,2037,1,2037,2037,2037,1
2037,3,9,2037_4_SunshinePikkapikaOndo,512,2037,1,2037,2037,2037,1
2037,4,12,2037_5_SunshinePikkapikaOndo,728,2037,1,2037,2037,2037,1
2038,1,6,2038_2_LandingActionYeah,202,2038,1,2038,2038,2038,1
2038,2,8,2038_3_LandingActionYeah,361,2038,1,2038,2038,2038,1
2038,3,10,2038_4_LandingActionYeah,537,2038,1,2038,2038,2038,1
2038,4,12,2038_5_LandingActionYeah,757,2038,1,2038,2038,2038,1
2039,1,6,2039_2_KinmiraiHappyEnd,201,2039,1,2039,2039,2039,1
2039,2,8,2039_3_KinmiraiHappyEnd,378,2039,1,2039,2039,2039,1
2039,3,9,2039_4_KinmiraiHappyEnd,576,2039,1,2039,2039,2039,1
2039,4,12,2039_5_KinmiraiHappyEnd,900,2039,1,2039,2039,2039,1
2040,1,5,2040_2_Kowareyasuki,187,2040,1,2040,2040,2040,1
2040,2,8,2040_3_Kowareyasuki,331,2040,1,2040,2040,2040,1
2040,3,10,2040_4_Kowareyasuki,529,2040,1,2040,2040,2040,1
2040,4,12,2040_5_Kowareyasuki,780,2040,1,2040,2040,2040,1
2041,1,5,2041_2_SkyJourney,154,2041,1,2041,2041,2041,1
2041,2,8,2041_3_SkyJourney,300,2041,1,2041,2041,2041,1
2041,3,9,2041_4_SkyJourney,423,2041,1,2041,2041,2041,1
2041,4,11,2041_5_SkyJourney,542,2041,1,2041,2041,2041,1
2042,1,6,2042_2_ShojoIjonoKoigaShitai,202,2042,1,2042,2042,2042,1
2042,2,7,2042_3_ShojoIjonoKoigaShitai,330,2042,1,2042,2042,2042,1
2042,3,9,2042_4_ShojoIjonoKoigaShitai,498,2042,1,2042,2042,2042,1
2042,4,12,2042_5_ShojoIjonoKoigaShitai,768,2042,1,2042,2042,2042,1
2043,1,5,2043_2_GalaxyHideAndSeek,180,2043,1,2043,2043,2043,1
2043,2,8,2043_3_GalaxyHideAndSeek,273,2043,1,2043,2043,2043,1
2043,3,9,2043_4_GalaxyHideAndSeek,419,2043,1,2043,2043,2043,1
2043,4,11,2043_5_GalaxyHideAndSeek,626,2043,1,2043,2043,2043,1
2044,1,5,2044_2_MirainoBokurahaShitteruyo,194,2044,1,2044,2044,2044,1
2044,2,8,2044_3_MirainoBokurahaShitteruyo,332,2044,1,2044,2044,2044,1
2044,3,10,2044_4_MirainoBokurahaShitteruyo,518,2044,1,2044,2044,2044,1
2044,4,12,2044_5_MirainoBokurahaShitteruyo,692,2044,1,2044,2044,2044,1
2045,1,5,2045_2_YukihaDokoniKiminoMuneni,178,2045,1,2045,2045,2045,1
2045,2,7,2045_3_YukihaDokoniKiminoMuneni,281,2045,1,2045,2045,2045,1
2045,3,9,2045_4_YukihaDokoniKiminoMuneni,402,2045,1,2045,2045,2045,1
2045,4,12,2045_5_YukihaDokoniKiminoMuneni,634,2045,1,2045,2045,2045,1
2046,1,5,2046_2_MyMaiTonight,173,2046,1,2046,2046,2046,1
2046,2,7,2046_3_MyMaiTonight,280,2046,1,2046,2046,2046,1
2046,3,10,2046_4_MyMaiTonight,464,2046,1,2046,2046,2046,1
2046,4,12,2046_5_MyMaiTonight,696,2046,1,2046,2046,2046,1
2047,1,5,2047_2_ShadowGateToLove,163,2047,1,2047,2047,2047,1
2047,2,6,2047_3_ShadowGateToLove,269,2047,1,2047,2047,2047,1
2047,3,9,2047_4_ShadowGateToLove,419,2047,1,2047,2047,2047,1
2047,4,11,2047_5_ShadowGateToLove,547,2047,1,2047,2047,2047,1
2048,1,8,2048_2_NatsuhenoTobiraNeverEndVer,283,2048,1,2048,2048,2048,1
2048,2,9,2048_3_NatsuhenoTobiraNeverEndVer,421,2048,1,2048,2048,2048,1
2048,3,11,2048_4_NatsuhenoTobiraNeverEndVer,564,2048,1,2048,2048,2048,1
2048,4,12,2048_5_NatsuhenoTobiraNeverEndVer,796,2048,1,2048,2048,2048,1
2049,1,8,2049_2_ManatsuhaDarenoMono,300,2049,1,2049,2049,2049,1
2049,2,9,2049_3_ManatsuhaDarenoMono,470,2049,1,2049,2049,2049,1
2049,3,11,2049_4_ManatsuhaDarenoMono,630,2049,1,2049,2049,2049,1
2049,4,12,2049_5_ManatsuhaDarenoMono,1002,2049,1,2049,2049,2049,1
2050,1,8,2050_2_JimoaiMantanSummerLife,335,2050,1,2050,2050,2050,1
2050,2,9,2050_3_JimoaiMantanSummerLife,504,2050,1,2050,2050,2050,1
2050,3,11,2050_4_JimoaiMantanSummerLife,698,2050,1,2050,2050,2050,1
2050,4,12,2050_5_JimoaiMantanSummerLife,941,2050,1,2050,2050,2050,1
2051,1,8,2051_2_NatsunoOwarinoAmaotoga,302,2051,1,2051,2051,2051,1
2051,2,9,2051_3_NatsunoOwarinoAmaotoga,447,2051,1,2051,2051,2051,1
2051,3,11,2051_4_NatsunoOwarinoAmaotoga,656,2051,1,2051,2051,2051,1
2051,4,12,2051_5_NatsunoOwarinoAmaotoga,999,2051,1,2051,2051,2051,1
2052,1,5,2052_2_MiracleWave,191,2052,1,2052,2052,2052,1
2052,2,8,2052_3_MiracleWave,319,2052,1,2052,2052,2052,1
2052,3,10,2052_4_MiracleWave,455,2052,1,2052,2052,2052,1
2052,4,12,2052_5_MiracleWave,801,2052,1,2052,2052,2052,1
2053,1,5,2053_2_AwakenThePower,184,2053,1,2053,2053,2053,1
2053,2,8,2053_3_AwakenThePower,325,2053,1,2053,2053,2053,1
2053,3,10,2053_4_AwakenThePower,522,2053,1,2053,2053,2053,1
2053,4,12,2053_5_AwakenThePower,748,2053,1,2053,2053,2053,1
2054,1,5,2054_2_OneMoreSunshineStory,160,2054,1,2054,2054,2054,1
2054,2,8,2054_3_OneMoreSunshineStory,281,2054,1,2054,2054,2054,1
2054,3,9,2054_4_OneMoreSunshineStory,466,2054,1,2054,2054,2054,1
2054,4,11,2054_5_OneMoreSunshineStory,653,2054,1,2054,2054,2054,1
2055,1,6,2055_2_WaterBlueNewWorld,219,2055,1,2055,2055,2055,1
2055,2,8,2055_3_WaterBlueNewWorld,390,2055,1,2055,2055,2055,1
2055,3,10,2055_4_WaterBlueNewWorld,535,2055,1,2055,2055,2055,1
2055,4,12,2055_5_WaterBlueNewWorld,748,2055,1,2055,2055,2055,1
2056,1,5,2056_2_WonderfulStories,188,2056,1,2056,2056,2056,1
2056,2,7,2056_3_WonderfulStories,330,2056,1,2056,2056,2056,1
