_id,_masterBillingShopId,_itemName,_itemDetail,_type,_detail,_masterBillingProductRewardId,_startdashTime,_startdashExpireTime,_priority,_spriteName,_masterReleaseLabelId
net.gree.ent.aoharu.google.gqa1.gem.2900.test,1010001,1380ラブカ,"有償ラブカ 1,310個<br><size=22><color=#F93981>+無償ラブカ70個",1,1380ラブカ,0,0,0,25,shop_btn_liella_1,1
net.gree.ent.aoharu.google.gqa1.gem.4900.test,1010001,2700ラブカ,"有償ラブカ 2,530個<br><size=22><color=#F93981>+無償ラブカ170個",1,2700ラブカ,0,0,0,20,shop_btn_nijigaku_2,1
net.gree.ent.aoharu.google.gqa1.gem.10000.test,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,15,shop_btn_muse_2,1
net.gree.ent.aoharu.google.gqa1.gem.1000.test,1010001,7500ラブカ,"有償ラブカ 6,730個<br><size=22><color=#F93981>+無償ラブカ770個",1,7500ラブカ,0,0,0,10,shop_btn_aqours_2,1
net.gree.ent.aoharu.google.gqa1.gem.20000.test,1010001,10100ラブカ,"有償ラブカ 8,910個<br><size=22><color=#F93981>+無償ラブカ1,190個",1,10100ラブカ,0,0,0,5,shop_btn_liella_2,1
net.gree.ent.aoharu.google.qa2.gem.160.test,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.qa2.gem.480.test,1010001,430ラブカ,有償ラブカ 420個<br><size=22><color=#F93981>+無償ラブカ10個,1,430ラブカ,0,0,0,35,shop_btn_muse_1,1
net.gree.ent.aoharu.google.qa2.gem.1600.test,1010001,910ラブカ,有償ラブカ 870個<br><size=22><color=#F93981>+無償ラブカ40個,1,910ラブカ,0,0,0,30,shop_btn_aqours_1,1
net.gree.ent.aoharu.google.qa2.gem.2900.test,1010001,1380ラブカ,"有償ラブカ 1,310個<br><size=22><color=#F93981>+無償ラブカ70個",1,1380ラブカ,0,0,0,25,shop_btn_liella_1,1
net.gree.ent.aoharu.google.qa2.gem.4900.test,1010001,2700ラブカ,"有償ラブカ 2,530個<br><size=22><color=#F93981>+無償ラブカ170個",1,2700ラブカ,0,0,0,20,shop_btn_nijigaku_2,1
net.gree.ent.aoharu.google.qa2.gem.10000.test,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,15,shop_btn_muse_2,1
net.gree.ent.aoharu.google.qa2.gem.1000.test,1010001,7500ラブカ,"有償ラブカ 6,730個<br><size=22><color=#F93981>+無償ラブカ770個",1,7500ラブカ,0,0,0,10,shop_btn_aqours_2,1
net.gree.ent.aoharu.google.qa2.gem.20000.test,1010001,10100ラブカ,"有償ラブカ 8,910個<br><size=22><color=#F93981>+無償ラブカ1,190個",1,10100ラブカ,0,0,0,5,shop_btn_liella_2,1
net.gree.ent.aoharu.google.qa3.gem.4800,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.qa4.gem.4800,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.qa5.gem.4800,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.br.gem.160.test,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.br.gem.480.test,1010001,430ラブカ,有償ラブカ 420個<br><size=22><color=#F93981>+無償ラブカ10個,1,430ラブカ,0,0,0,35,shop_btn_muse_1,1
net.gree.ent.aoharu.google.br.gem.1600.test,1010001,910ラブカ,有償ラブカ 870個<br><size=22><color=#F93981>+無償ラブカ40個,1,910ラブカ,0,0,0,30,shop_btn_aqours_1,1
net.gree.ent.aoharu.google.br.gem.2900.test,1010001,1380ラブカ,"有償ラブカ 1,310個<br><size=22><color=#F93981>+無償ラブカ70個",1,1380ラブカ,0,0,0,25,shop_btn_liella_1,1
net.gree.ent.aoharu.google.br.gem.4900.test,1010001,2700ラブカ,"有償ラブカ 2,530個<br><size=22><color=#F93981>+無償ラブカ170個",1,2700ラブカ,0,0,0,20,shop_btn_nijigaku_2,1
net.gree.ent.aoharu.google.br.gem.10000.test,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,15,shop_btn_muse_2,1
net.gree.ent.aoharu.google.br.gem.1000.test,1010001,7500ラブカ,"有償ラブカ 6,730個<br><size=22><color=#F93981>+無償ラブカ770個",1,7500ラブカ,0,0,0,10,shop_btn_aqours_2,1
net.gree.ent.aoharu.google.br.gem.20000.test,1010001,10100ラブカ,"有償ラブカ 8,910個<br><size=22><color=#F93981>+無償ラブカ1,190個",1,10100ラブカ,0,0,0,5,shop_btn_liella_2,1
com.lovelive.sif2.google.prod.gem.1,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
com.lovelive.sif2.google.prod.gem.2,1010001,430ラブカ,有償ラブカ 420個<br><size=22><color=#F93981>+無償ラブカ10個,1,430ラブカ,0,0,0,35,shop_btn_muse_1,1
com.lovelive.sif2.google.prod.gem.3,1010001,910ラブカ,有償ラブカ 870個<br><size=22><color=#F93981>+無償ラブカ40個,1,910ラブカ,0,0,0,30,shop_btn_aqours_1,1
com.lovelive.sif2.google.prod.gem.4,1010001,1380ラブカ,"有償ラブカ 1,310個<br><size=22><color=#F93981>+無償ラブカ70個",1,1380ラブカ,0,0,0,25,shop_btn_liella_1,1
com.lovelive.sif2.google.prod.gem.5,1010001,2700ラブカ,"有償ラブカ 2,530個<br><size=22><color=#F93981>+無償ラブカ170個",1,2700ラブカ,0,0,0,20,shop_btn_nijigaku_2,1
com.lovelive.sif2.google.prod.gem.6,1010001,4800ラブカ,"有償ラブカ 4,460個<br><size=22><color=#F93981>+無償ラブカ340個",1,4800ラブカ,0,0,0,15,shop_btn_muse_2,1
com.lovelive.sif2.google.prod.gem.7,1010001,7500ラブカ,"有償ラブカ 6,730個<br><size=22><color=#F93981>+無償ラブカ770個",1,7500ラブカ,0,0,0,10,shop_btn_aqours_2,1
com.lovelive.sif2.google.prod.gem.8,1010001,10100ラブカ,"有償ラブカ 8,910個<br><size=22><color=#F93981>+無償ラブカ1,190個",1,10100ラブカ,0,0,0,5,shop_btn_liella_2,1
gent.aoharu.dev4.apple.subscription.980,5010001,MIRACLEパス,MIRACLEパス,3,MIRACLEパス,50100011,0,0,50,subscription_miraclepass_banner,1
gent.aoharu.dev4.google.subscription.980,5010001,MIRACLEパス,MIRACLEパス,3,MIRACLEパス,50100011,0,0,50,subscription_miraclepass_banner,1
net.gree.ent.aoharu.apple.dev4.gem.160.test,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.dev4.gem.160.test,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.apple.prod.gem.160,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
net.gree.ent.aoharu.google.prod.gem.160,1010001,140ラブカ,有償ラブカ 140個,1,140ラブカ,0,0,0,40,shop_btn_nijigaku_1,1
