_id,_masterMusicId,_type,_scoreC,_scoreB,_scoreA,_scoreS,_multiScoreC,_multiScoreB,_multiScoreA,_multiScoreS,_liveEffectValueId,_bpm,_startWait,_endWait,_masterLiveRewardSettingId,_liveBgMovieMasterId,_rehearsalImagePath,_priority,_campaignFlag,_masterReleaseLabelId
1208301,2083,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20190123,0,1
1208401,2084,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20190123,0,1
1208601,2086,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20151007,0,1
1208701,2087,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20151007,0,1
1208801,2088,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20160427,0,1
1208901,2089,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20160511,0,1
1209001,2090,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20160427,0,1
1209101,2091,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20160525,0,1
1209201,2092,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20160511,0,1
1209301,2093,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20160427,0,1
1209401,2094,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20160608,0,1
1209501,2095,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20160803,0,1
1209601,2096,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20160720,0,1
1209701,2097,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20160803,0,1
1209801,2098,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20160824,0,1
1209901,2099,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20160525,0,1
1210001,2100,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20160914,0,1
1210101,2101,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20160914,0,1
1210201,2102,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20161109,0,1
1210301,2103,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000002,b_adv_0018,20160927,0,1
1210401,2104,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20161109,0,1
1210501,2105,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20160608,0,1
1210601,2106,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20161026,0,1
1210701,2107,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20161123,0,1
1210801,2108,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20161123,0,1
1210901,2109,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20161125,0,1
1211101,2111,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000006,b_adv_0024,20190206,0,1
1211201,2112,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20190206,0,1
1211301,2113,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20180622,0,1
1211401,2114,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20180801,0,1
1211501,2115,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20190630,0,1
1211601,2116,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20211007,0,1
1211701,2117,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20180622,0,1
1211801,2118,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20190925,0,1
1211901,2119,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20190925,0,1
1212001,2120,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20180622,0,1
1212101,2121,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20191127,0,1
1212201,2122,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20191204,0,1
1212301,2123,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20190925,0,1
1212401,2124,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20190726,0,1
1212501,2125,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20191127,0,1
1212601,2126,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20191204,0,1
1212701,2127,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20191211,0,1
1212801,2128,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000002,b_adv_0018,20191127,0,1
1212901,2129,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20191204,0,1
1213001,2130,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20200722,0,1
1213101,2131,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20191211,0,1
1213201,2132,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000006,b_adv_0024,20200819,0,1
1213301,2133,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20210331,0,1
1213401,2134,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20201209,0,1
1213501,2135,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20201007,0,1
1213601,2136,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20200921,0,1
1213701,2137,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000002,b_adv_0018,20200919,0,1
1213801,2138,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20191030,0,1
1214201,2142,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20151007,0,1
1214301,2143,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20220824,0,1
1214401,2144,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20210728,0,1
1214501,2145,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20210630,0,1
1214601,2146,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20210922,0,1
1214701,2147,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20211103,0,1
1214801,2148,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20220101,0,1
1214901,2149,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20210728,0,1
1215001,2150,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20211124,0,1
1215101,2151,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20210613,0,1
1215201,2152,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20210728,0,1
1215301,2153,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20210602,0,1
1215401,2154,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,108,2,0,1,10000002,b_adv_0018,20220630,0,1
1215601,2156,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20220824,0,1
1215701,2157,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,126,2,0,1,10000002,b_adv_0018,20220417,0,1
1215801,2158,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,108,2,0,1,10000002,b_adv_0018,20220613,0,1
1215901,2159,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,135,2,0,1,10000002,b_adv_0018,20220713,0,1
1216001,2160,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,96,2,0,1,10000002,b_adv_0018,20220801,0,1
1216101,2161,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,175,2,0,1,10000002,b_adv_0018,20220919,0,1
1216201,2162,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000002,b_adv_0018,20220921,0,1
1216301,2163,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20220329,0,1
1216401,2164,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20221109,0,1
1216501,2165,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,93,2,0,1,10000002,b_adv_0018,20190206,0,1
1216601,2166,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20230101,0,223061105
1216701,2167,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20230710,0,223071001
1216801,2168,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20230710,0,223071001
1216901,2169,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20231003,0,223100303
1217001,2170,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20231003,0,223100303
1217101,2171,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20231003,0,223100303
1217201,2172,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20221109,0,1
1217301,2173,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20201007,0,1
1217401,2174,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20220216,0,1
1217501,2175,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000002,b_adv_0018,20231003,0,223100303
1217601,2176,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20160427,0,224012901
1217701,2177,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20160608,0,224012901
1217801,2178,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20160720,0,224012901
1217901,2179,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20161123,0,224012901
1218001,2180,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20170405,0,224012901
1218101,2181,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171025,0,224012901
1300101,3001,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20200902,0,1
1300201,3002,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20201104,0,1
1300301,3003,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200902,0,1
1300401,3004,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20200902,0,1
1300501,3005,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200902,0,1
1300601,3006,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20210714,0,1
1300701,3007,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20210715,0,1
1300801,3008,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20200902,0,1
1300901,3009,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000003,b_adv_0025,20211006,0,1
1301001,3010,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000003,b_adv_0025,20211006,0,1
1301101,3011,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20200902,0,1
1301201,3012,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200902,0,1
1301301,3013,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200902,0,1
1301401,3014,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20210616,0,1
1301501,3015,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200729,0,1
1301601,3016,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20211006,0,1
1301701,3017,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20191002,0,1
1301801,3018,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20211013,0,1
1301901,3019,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20201021,0,1
1302001,3020,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20211013,0,1
1302101,3021,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20211013,0,1
1302201,3022,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000003,b_adv_0025,20211013,0,1
1302301,3023,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20211013,0,1
1302401,3024,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20211013,0,1
1302501,3025,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20211013,0,1
1302601,3026,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20211013,0,1
1302701,3027,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20211013,0,1
1302801,3028,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20211013,0,1
1302901,3029,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20211013,0,1
1303001,3030,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20211013,0,1
1303101,3031,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20210526,0,1
1303201,3032,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20210526,0,1
1303401,3034,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20191002,0,1
1303501,3035,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000003,b_adv_0025,20210113,0,1
1303601,3036,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000003,b_adv_0025,20200212,0,1
1303701,3037,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000003,b_adv_0025,20201216,0,1
1303801,3038,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000003,b_adv_0025,20181121,0,1
1303901,3039,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000003,b_adv_0025,20200212,0,1
1304001,3040,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20201118,0,1
1304101,3041,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20200212,0,1
1304201,3042,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20201118,0,1
1304301,3043,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000003,b_adv_0025,20181121,0,1
1304401,3044,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20211013,0,1
1304501,3045,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20201202,0,1
1304601,3046,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200212,0,1
1304701,3047,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20191002,0,1
1304801,3048,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20210616,0,1
1304901,3049,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20191002,0,1
1305001,3050,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20191002,0,1
1305101,3051,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20201104,0,1
1305201,3052,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000003,b_adv_0025,20201118,0,1
1305301,3053,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20200212,0,1
1305401,3054,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20201216,0,1
1305501,3055,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20181121,0,1
1305601,3056,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000003,b_adv_0025,20181121,0,1
1305701,3057,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20181121,0,1
1305801,3058,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20181121,0,1
1305901,3059,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20181121,0,1
1306001,3060,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20181121,0,1
1306101,3061,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000003,b_adv_0025,20181121,0,1
1306201,3062,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20201021,0,1
1306301,3063,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20191002,0,1
1306401,3064,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20211006,0,1
1306501,3065,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20210113,0,1
1306601,3066,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20201216,0,1
1306701,3067,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000003,b_adv_0025,20201202,0,1
1306801,3068,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000003,b_adv_0025,20201202,0,1
1306901,3069,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20200902,0,1
1307001,3070,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20200902,0,1
1307101,3071,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20200902,0,1
1307201,3072,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000003,b_adv_0025,20200729,0,1
1307301,3073,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20200212,0,1
1307401,3074,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20191002,0,1
1307501,3075,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20191002,0,1
1307601,3076,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000003,b_adv_0025,20191002,0,1
1307701,3077,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000003,b_adv_0025,20191002,0,1
1307801,3078,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000003,b_adv_0025,20181121,0,1
1307901,3079,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20211124,0,1
1308001,3080,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,93,2,0,1,10000003,b_adv_0025,20220420,0,1
1308101,3081,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20220420,0,1
1308201,3082,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,127,2,0,1,10000003,b_adv_0025,20220427,0,1
1308301,3083,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,135,2,0,1,10000003,b_adv_0025,20220427,0,1
1308401,3084,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000003,b_adv_0025,20220622,0,1
1308501,3085,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,120,2,0,1,10000003,b_adv_0025,20220511,0,1
1308601,3086,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,117,2,0,1,10000003,b_adv_0025,20220511,0,1
1308701,3087,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,89,2,0,1,10000003,b_adv_0025,20220525,0,1
1308801,3088,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,150,2,0,1,10000003,b_adv_0025,20220525,0,1
1308901,3089,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,90,2,0,1,10000003,b_adv_0025,20220608,0,1
1309001,3090,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,115,2,0,1,10000003,b_adv_0025,20220608,0,1
1309101,3091,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,171,2,0,1,10000003,b_adv_0025,20220622,0,1
1309201,3092,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,115,2,0,1,10000003,b_adv_0025,20220622,0,1
1309401,3094,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,91,2,0,1,10000003,b_adv_0025,20220727,0,1
1309501,3095,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20220624,0,1
1309601,3096,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20220727,0,1
1309701,3097,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20220826,0,1
1309801,3098,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20220928,0,1
1309901,3099,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,93,2,0,1,10000003,b_adv_0025,20221012,0,1
1310001,3100,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20210625,0,1
1310101,3101,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20201224,0,1
1310201,3102,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20210326,0,1
1310301,3103,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20210127,0,1
1310401,3104,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20210427,0,1
1310501,3105,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20210225,0,1
1310601,3106,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20210526,0,1
1310701,3107,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,135,2,0,1,10000003,b_adv_0025,20220427,0,1
1310801,3108,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20211103,0,1
1310901,3109,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221102,0,1
1311001,3110,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221102,0,1
1311101,3111,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,127,2,0,1,10000003,b_adv_0025,20221005,0,1
1311201,3112,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,106,2,0,1,10000003,b_adv_0025,20221005,0,1
1311301,3113,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,137,2,0,1,10000003,b_adv_0025,20220928,0,1
1311401,3114,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,164,2,0,1,10000003,b_adv_0025,20220928,0,1
1311501,3115,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20200902,0,1
1311601,3116,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20211124,0,1
1311701,3117,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221028,0,1
1311801,3118,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221125,0,1
1311901,3119,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221223,0,1
1312101,3121,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221123,0,1
1312201,3122,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000003,b_adv_0025,20221123,0,1
